,PL560F~1,
Wavenumbers [1/cm],Intensity,
572.192,2137.0768,
569.281,2159.6722,
566.371,2149.4981,
563.460,2175.3078,
560.549,2187.9618,
557.639,2194.0656,
554.728,2205.6131,
551.818,2191.5674,
548.907,2234.8154,
545.996,2247.3933,
543.086,2222.5132,
540.175,2231.8569,
537.265,2241.1914,
534.354,2235.9713,
531.444,2229.7293,
528.533,2237.2106,
525.622,2261.265,
522.712,2281.6688,
519.801,2288.8268,
516.891,2288.0996,
513.980,2305.9084,
511.070,2346.2391,
508.159,2390.6764,
505.248,2427.2583,
502.338,2445.0874,
499.427,2465.155,
496.517,2517.4494,
493.606,2553.5,
490.695,2555.3187,
487.785,2568.4052,
484.874,2591.8254,
481.964,2595.6097,
479.053,2576.778,
476.143,2544.5235,
473.232,2534.5866,
470.321,2532.9597,
467.411,2523.6098,
464.500,2491.8297,
461.590,2504.8473,
458.679,2538.7662,
455.769,2547.7468,
452.858,2520.4991,
449.947,2587.725,
447.037,2590.5783,
444.126,2580.1727,
441.216,2576.7489,
438.305,2589.7017,
435.395,2653.7855,
432.484,2689.0005,
429.573,2686.4649,
426.663,2660.6201,
423.752,2631.9981,
420.842,2473.9038,
417.931,2302.3011,
415.020,2312.1597,
412.110,2462.4807,
409.199,2576.6686,
406.289,2639.7299,
403.378,2643.4385,
400.468,2625.2947,
397.557,2684.797,
394.646,2737.8809,
391.736,2715.4417,
388.825,2744.8567,
385.915,2739.663,
383.004,2730.0699,
380.094,2738.765,
377.183,2783.1611,
374.272,2841.6363,
371.362,2859.8971,
368.451,2814.512,
365.541,2880.5592,
362.630,2882.1128,
359.719,2882.1145,
356.809,2914.6812,
353.898,2917.6764,
350.988,2926.0948,
348.077,2931.048,
345.167,2929.165,
342.256,2962.036,
339.345,2938.0197,
336.435,2922.3796,
333.524,2957.6544,
330.614,2930.8288,
327.703,2919.933,
324.793,2920.8513,
321.882,2930.5234,
318.971,2940.1882,
316.061,2968.8923,
313.150,2998.2714,
310.240,3007.1768,
307.329,2989.6341,
304.418,2992.531,
301.508,2998.7892,
298.597,2977.3171,
295.687,3014.1027,
292.776,3054.5835,
289.866,3090.3264,
286.955,3113.2269,
284.044,3181.6474,
281.134,3261.3425,
278.223,3337.6735,
275.313,3373.0425,
272.402,3395.6035,
269.492,3406.1831,
266.581,3406.9189,
263.670,3426.7687,
260.760,3446.6043,
257.849,3474.8976,
254.939,3518.9306,
252.028,3517.3285,
249.117,3509.6476,
246.207,3506.6141,
243.296,3526.3791,
240.386,3529.806,
237.475,3489.392,
234.565,3431.7825,
231.654,3484.3701,
228.743,3427.6066,
225.833,3354.3279,
222.922,3303.2327,
220.012,3340.389,
217.101,3343.1764,
214.191,3328.4731,
211.280,3311.7415,
208.369,3317.2281,
205.459,3286.5637,
202.548,3243.0209,
199.638,3286.5599,
196.727,3279.9422,
193.816,3295.8931,
190.906,3356.3764,
187.995,3267.3214,
185.085,3271.9642,
182.174,3323.253,
179.264,3366.619,
176.353,3333.0533,
173.442,3315.8507,
170.532,3324.4241,
167.621,3332.3548,
164.711,3236.2188,
