,Pliquid_AuCOFNPs-citrate13new_1E-1mgmL_100uL_CTR_0mgL_16h_785nm_133mW_3s_1acc_0_RamanShift__1__12-55-44-761,
2222.490,396.97441,
2219.579,403.58834,
2216.669,408.80584,
2213.758,423.375,
2210.847,437.07775,
2207.937,456.6828,
2205.026,464.59745,
2202.116,473.05862,
2199.205,520.56206,
2196.294,537.80498,
2193.384,550.76951,
2190.473,573.10857,
2187.563,607.38467,
2184.652,612.08602,
2181.742,634.76228,
2178.831,638.74459,
2175.920,628.95242,
2173.010,618.42375,
2170.099,614.10814,
2167.189,631.44676,
2164.278,640.20113,
2161.368,633.66068,
2158.457,637.34039,
2155.546,652.58656,
2152.636,642.56122,
2149.725,649.35485,
2146.815,659.14142,
2143.904,651.08131,
2140.993,665.44379,
2138.083,651.79755,
2135.172,634.8624,
2132.262,645.7632,
2129.351,648.35429,
2126.441,620.87006,
2123.530,584.21786,
2120.619,570.09978,
2117.709,556.50906,
2114.798,517.15955,
2111.888,504.81261,
2108.977,501.73924,
2106.067,474.0734,
2103.156,471.53385,
2100.245,445.37563,
2097.335,447.94044,
2094.424,451.95517,
2091.514,428.01747,
2088.603,420.25521,
2085.692,416.51252,
2082.782,452.59568,
2079.871,436.80208,
2076.961,429.43958,
2074.050,432.42348,
2071.140,436.75404,
2068.229,447.84376,
2065.318,420.42349,
2062.408,417.17832,
2059.497,432.17857,
2056.587,431.24713,
2053.676,435.2747,
2050.766,432.68292,
2047.855,420.88762,
2044.944,433.98559,
2042.034,414.8549,
2039.123,433.47264,
2036.213,411.25945,
2033.302,408.57071,
2030.391,413.74765,
2027.481,419.1189,
2024.570,450.55989,
2021.660,406.50885,
2018.749,420.86888,
2015.839,434.85466,
2012.928,442.76594,
2010.017,437.69965,
2007.107,428.32638,
2004.196,422.0536,
2001.286,426.3538,
1998.375,422.98327,
1995.465,415.29554,
1992.554,434.41011,
1989.643,407.44648,
1986.733,400.98026,
1983.822,432.05521,
1980.912,446.32533,
1978.001,433.41766,
1975.090,418.78111,
1972.180,433.75263,
1969.269,429.73125,
1966.359,410.42903,
1963.448,441.51768,
1960.538,423.34914,
1957.627,428.85798,
1954.716,409.00699,
1951.806,385.70987,
1948.895,428.71713,
1945.985,417.375,
1943.074,412.60755,
1940.164,410.33676,
1937.253,424.50117,
1934.342,418.87072,
1931.432,408.56112,
1928.521,411.11593,
1925.611,394.03108,
1922.700,384.58356,
1919.790,409.3516,
1916.879,406.86325,
1913.968,379.4082,
1911.058,419.55519,
1908.147,444.39685,
1905.237,406.56618,
1902.326,406.36464,
1899.415,380.56523,
1896.505,371.64627,
1893.594,393.10365,
1890.684,395.02203,
1887.773,390.71143,
1884.863,386.28844,
1881.952,388.07249,
1879.041,398.96586,
1876.131,417.03382,
1873.220,376.79075,
1870.310,386.15524,
1867.399,411.97516,
1864.489,366.34859,
1861.578,392.42979,
1858.667,410.76124,
1855.757,406.75567,
1852.846,418.82631,
1849.936,398.53715,
1847.025,418.78619,
1844.114,408.90202,
1841.204,406.61276,
1838.293,414.89412,
1835.383,420.86298,
1832.472,422.32804,
1829.562,409.54219,
1826.651,417.63166,
1823.740,431.11065,
1820.830,416.62681,
1817.919,424.40502,
1815.009,432.5124,
1812.098,435.17027,
1809.188,450.38272,
1806.277,419.10535,
1803.366,457.69291,
1800.456,416.6056,
1797.545,405.21888,
1794.635,423.246,
1791.724,427.65648,
1788.813,453.37371,
1785.903,449.375,
1782.992,451.2528,
1780.082,450.34975,
1777.171,429.37125,
1774.261,430.3403,
1771.350,447.6685,
1768.439,437.77973,
1765.529,452.83151,
1762.618,454.74623,
1759.708,464.32086,
1756.797,473.07954,
1753.887,478.60678,
1750.976,466.78862,
1748.065,447.3028,
1745.155,456.23299,
1742.244,465.02355,
1739.334,472.53735,
1736.423,498.69086,
1733.512,506.19207,
1730.602,497.14681,
1727.691,485.16307,
1724.781,515.41122,
1721.870,539.66557,
1718.960,511.30795,
1716.049,537.93399,
1713.138,514.45015,
1710.228,467.60074,
1707.317,495.87328,
1704.407,521.03814,
1701.496,525.1981,
1698.586,545.70266,
1695.675,521.17516,
1692.764,572.39142,
1689.854,545.7175,
1686.943,566.59931,
1684.033,536.16976,
1681.122,578.62733,
1678.211,618.00382,
1675.301,608.40583,
1672.390,604.43482,
1669.480,624.48731,
1666.569,638.60353,
1663.659,656.63632,
1660.748,673.30052,
1657.837,720.1563,
1654.927,712.13218,
1652.016,784.93762,
1649.106,767.52189,
1646.195,774.23815,
1643.285,809.44336,
1640.374,812.45862,
1637.463,817.41984,
1634.553,873.75433,
1631.642,833.43908,
1628.732,930.7246,
1625.821,989.38939,
1622.911,1011.251,
1620.000,1114.0647,
1617.089,1155.5591,
1614.179,1238.0061,
1611.268,1311.6238,
1608.358,1376.3315,
1605.447,1418.0325,
1602.536,1462.3099,
1599.626,1431.3375,
1596.715,1396.609,
1593.805,1398.741,
1590.894,1385.2843,
1587.984,1360.8566,
1585.073,1351.4193,
1582.162,1372.9169,
1579.252,1324.1854,
1576.341,1341.2133,
1573.431,1359.3394,
1570.520,1313.4549,
1567.610,1281.2375,
1564.699,1251.449,
1561.788,1178.9953,
1558.878,1204.265,
1555.967,1163.6299,
1553.057,1143.7714,
1550.146,1113.2733,
1547.235,1091.146,
1544.325,1047.698,
1541.414,1045.7784,
1538.504,1060.0161,
1535.593,1028.3853,
1532.683,1027.6696,
1529.772,1011.9943,
1526.861,979.88211,
1523.951,995.82066,
1521.040,984.25413,
1518.130,987.84629,
1515.219,951.45582,
1512.309,925.35699,
1509.398,928.15262,
1506.487,916.91828,
1503.577,922.02016,
1500.666,940.39697,
1497.756,958.88279,
1494.845,890.65406,
1491.934,849.47579,
1489.024,880.27556,
1486.113,854.48575,
1483.203,887.90171,
1480.292,895.76905,
1477.382,865.66157,
1474.471,867.58355,
1471.560,842.07402,
1468.650,853.23976,
1465.739,851.84618,
1462.829,825.68003,
1459.918,788.0654,
1457.008,803.91391,
1454.097,813.88062,
1451.186,780.80053,
1448.276,804.99945,
1445.365,828.44135,
1442.455,781.3143,
1439.544,821.51579,
1436.633,825.90827,
1433.723,797.36896,
1430.812,808.27193,
1427.902,770.16424,
1424.991,803.33593,
1422.081,743.82151,
1419.170,721.95785,
1416.259,695.88317,
1413.349,667.71777,
1410.438,653.3772,
1407.528,665.8248,
1404.617,654.99977,
1401.707,646.14446,
1398.796,669.25607,
1395.885,682.93399,
1392.975,656.08265,
1390.064,618.42865,
1387.154,569.23276,
1384.243,442.95612,
1381.332,311.15367,
1378.422,316.52414,
1375.511,455.16773,
1372.601,630.63022,
1369.690,723.38224,
1366.780,793.40153,
1363.869,806.92205,
1360.958,847.30841,
1358.048,887.95429,
1355.137,896.64384,
1352.227,906.10057,
1349.316,935.20636,
1346.406,948.35014,
1343.495,954.30189,
1340.584,1011.1254,
1337.674,982.375,
1334.763,984.13926,
1331.853,1030.5008,
1328.942,1062.6168,
1326.032,1055.7719,
1323.121,1055.5979,
1320.210,1067.6957,
1317.300,1045.0439,
1314.389,1041.3059,
1311.479,1062.0546,
1308.568,1052.493,
1305.657,1024.3417,
1302.747,1035.2385,
1299.836,1059.8492,
1296.926,1076.3143,
1294.015,1204.1003,
1291.105,1245.4772,
1288.194,1287.9159,
1285.283,1341.7672,
1282.373,1388.4843,
1279.462,1397.6889,
1276.552,1383.9419,
1273.641,1402.7067,
1270.731,1435.9078,
1267.820,1407.7518,
1264.909,1405.4959,
1261.999,1406.4416,
1259.088,1408.2658,
1256.178,1403.2363,
1253.267,1343.3009,
1250.356,1298.2848,
1247.446,1319.9919,
1244.535,1295.8126,
1241.625,1256.0639,
1238.714,1251.3819,
1235.804,1208.7197,
1232.893,1202.506,
1229.982,1173.8111,
1227.072,1127.6402,
1224.161,1097.4789,
1221.251,1046.9599,
1218.340,993.15409,
1215.430,967.97072,
1212.519,964.82776,
1209.608,983.44816,
1206.698,1027.354,
1203.787,1057.8172,
1200.877,1050.6009,
1197.966,1070.3824,
1195.055,1138.7816,
1192.145,1194.7043,
1189.234,1219.7557,
1186.324,1234.6486,
1183.413,1270.1974,
1180.503,1287.1632,
1177.592,1260.2035,
1174.681,1280.2517,
1171.771,1217.375,
1168.860,1217.375,
1165.950,1223.019,
1163.039,1129.3922,
1160.129,1109.0199,
1157.218,1121.4521,
1154.307,1098.9686,
1151.397,1066.9818,
1148.486,1074.5249,
1145.576,1075.1437,
1142.665,1069.8162,
1139.754,1075.0704,
1136.844,1080.5768,
1133.933,1070.6449,
1131.023,1066.1518,
1128.112,1078.231,
1125.202,1092.6165,
1122.291,1091.4949,
1119.380,1078.6868,
1116.470,1110.4578,
1113.559,1094.2705,
1110.649,1062.1812,
1107.738,1064.4495,
1104.828,1089.6097,
1101.917,1104.1915,
1099.006,1096.9937,
1096.096,1077.3963,
1093.185,1094.0784,
1090.275,1099.4214,
1087.364,1087.3387,
1084.453,1066.1885,
1081.543,1073.6567,
1078.632,1099.6286,
1075.722,1101.6228,
1072.811,1099.1817,
1069.901,1110.5341,
1066.990,1100.8667,
1064.079,1105.8607,
1061.169,1106.0612,
1058.258,1112.2682,
1055.348,1131.136,
1052.437,1148.8509,
1049.527,1156.6771,
1046.616,1164.4966,
1043.705,1176.9365,
1040.795,1174.6285,
1037.884,1178.4553,
1034.974,1195.8028,
1032.063,1210.752,
1029.153,1200.1939,
1026.242,1182.0298,
1023.331,1176.3753,
1020.421,1175.375,
1017.510,1187.7011,
1014.600,1185.9559,
1011.689,1180.0674,
1008.778,1215.3708,
1005.868,1279.8229,
1002.957,1329.7234,
1000.047,1355.575,
997.136,1389.9793,
994.226,1407.1443,
991.315,1397.3725,
988.404,1377.8081,
985.494,1358.3201,
982.583,1311.2095,
979.673,1289.0104,
976.762,1295.117,
973.852,1282.1585,
970.941,1262.7845,
968.030,1278.8721,
965.120,1270.443,
962.209,1286.6413,
959.299,1278.043,
956.388,1280.0946,
953.477,1303.8712,
950.567,1316.5195,
947.656,1276.4837,
944.746,1269.6873,
941.835,1257.2278,
938.925,1282.6712,
936.014,1291.3051,
933.103,1291.3776,
930.193,1296.7818,
927.282,1272.2669,
924.372,1233.369,
921.461,1267.4042,
918.551,1254.6521,
915.640,1241.7492,
912.729,1249.5699,
909.819,1239.8131,
906.908,1182.5282,
903.998,1226.3015,
901.087,1241.5575,
898.176,1252.9189,
895.266,1257.027,
892.355,1251.8562,
889.445,1297.1767,
886.534,1270.6591,
883.624,1313.1461,
880.713,1327.6989,
877.802,1315.2063,
874.892,1309.3973,
871.981,1317.3886,
869.071,1275.618,
866.160,1267.685,
863.250,1266.8508,
860.339,1277.8302,
857.428,1296.2706,
854.518,1286.5084,
851.607,1256.5539,
848.697,1268.5704,
845.786,1268.0715,
842.875,1274.0074,
839.965,1298.1177,
837.054,1292.161,
834.144,1273.0997,
831.233,1266.0419,
828.323,1268.3316,
825.412,1279.4582,
822.501,1290.8004,
819.591,1270.9669,
816.680,1271.1763,
813.770,1271.375,
810.859,1248.813,
807.949,1222.2018,
805.038,1223.8772,
802.127,1219.7616,
799.217,1229.8105,
796.306,1216.9154,
793.396,1219.5584,
790.485,1233.8989,
787.574,1198.4061,
784.664,1199.2262,
781.753,1174.5486,
778.843,1191.2899,
775.932,1223.5355,
773.022,1226.9802,
770.111,1217.9869,
767.200,1199.1035,
764.290,1194.5308,
761.379,1183.1651,
758.469,1167.9325,
755.558,1179.819,
752.648,1127.6843,
749.737,1102.3608,
746.826,1031.9014,
743.916,892.80256,
741.005,673.07275,
738.095,272.0056,
735.184,-126.00425,
732.274,-243.01141,
729.363,11.391399,
726.452,536.23135,
723.542,884.27048,
720.631,1045.5793,
717.721,1138.0669,
714.810,1169.8068,
711.899,1158.2364,
708.989,1140.484,
706.078,1169.2219,
703.168,1168.4811,
700.257,1158.0116,
697.347,1154.0703,
694.436,1166.7203,
691.525,1142.6062,
688.615,1149.9532,
685.704,1156.0799,
682.794,1148.9921,
679.883,1132.997,
676.973,1169.0586,
674.062,1163.6134,
671.151,1165.1416,
668.241,1169.2276,
665.330,1147.812,
662.420,1178.1638,
659.509,1172.3113,
656.598,1160.182,
653.688,1154.0651,
650.777,1156.834,
647.867,1170.3716,
644.956,1164.7069,
642.046,1160.2042,
639.135,1167.4537,
636.224,1190.3591,
633.314,1187.1833,
630.403,1199.9728,
627.493,1193.6279,
624.582,1177.027,
621.672,1215.8347,
618.761,1236.3735,
615.850,1244.028,
612.940,1250.1565,
610.029,1253.9826,
607.119,1221.6077,
604.208,1194.9446,
601.297,1188.8646,
598.387,1198.1076,
595.476,1211.1123,
592.566,1197.7321,
589.655,1193.4313,
586.745,1161.5632,
583.834,1106.4433,
580.923,1053.1191,
578.013,1010.7435,
575.102,1024.6129,
572.192,1068.0276,
569.281,1120.2486,
566.371,1164.0755,
563.460,1191.6555,
560.549,1228.6626,
557.639,1261.4034,
554.728,1270.2563,
551.818,1236.7027,
548.907,1262.2833,
545.996,1287.2629,
543.086,1291.3618,
540.175,1282.0181,
537.265,1298.0334,
534.354,1296.3479,
531.444,1293.1122,
528.533,1306.9753,
525.622,1329.4778,
522.712,1321.0264,
519.801,1325.3589,
516.891,1347.7835,
513.980,1354.7522,
511.070,1368.0533,
508.159,1377.1955,
505.248,1385.3808,
502.338,1399.1824,
499.427,1460.9289,
496.517,1472.2841,
493.606,1456.5978,
490.695,1438.6172,
487.785,1476.337,
484.874,1445.5402,
481.964,1454.8598,
479.053,1482.0341,
476.143,1422.133,
473.232,1449.3094,
470.321,1436.5596,
467.411,1424.8108,
464.500,1467.1229,
461.590,1457.1683,
458.679,1441.1679,
455.769,1445.183,
452.858,1478.8862,
449.947,1493.4009,
447.037,1470.8911,
444.126,1455.4841,
441.216,1453.8032,
438.305,1433.2311,
435.395,1453.3223,
432.484,1454.5394,
429.573,1435.115,
426.663,1416.8716,
423.752,1391.6628,
420.842,1368.5878,
417.931,1358.9772,
415.020,1378.6945,
412.110,1475.2163,
409.199,1530.4239,
406.289,1533.6645,
403.378,1479.2854,
400.468,1452.8255,
397.557,1441.2901,
394.646,1406.0535,
391.736,1314.1255,
388.825,1181.3808,
385.915,1113.1043,
383.004,1120.2125,
380.094,1206.6362,
377.183,1290.1611,
374.272,1408.9044,
371.362,1511.4496,
368.451,1565.5148,
365.541,1584.2782,
362.630,1629.2506,
359.719,1655.2718,
356.809,1638.375,
353.898,1638.375,
350.988,1679.604,
348.077,1695.7888,
345.167,1650.375,
342.256,1650.375,
339.345,1660.4722,
336.435,1669.9302,
333.524,1671.4924,
330.614,1675.2182,
327.703,1676.8884,
324.793,1676.086,
321.882,1672.4129,
318.971,1688.0252,
316.061,1718.279,
313.150,1739.756,
310.240,1724.9136,
307.329,1712.9408,
304.418,1701.9917,
301.508,1650.658,
298.597,1486.2854,
295.687,1405.3282,
292.776,1380.4584,
289.866,1455.765,
286.955,1766.0297,
284.044,2026.0573,
281.134,2231.3572,
278.223,2378.3686,
275.313,2453.5279,
272.402,2563.4813,
269.492,2681.1209,
266.581,2792.5265,
263.670,2850.6057,
260.760,2900.8075,
257.849,2944.9762,
254.939,2983.872,
252.028,2951.0781,
249.117,2910.9654,
246.207,2882.1632,
243.296,2896.804,
240.386,2840.2587,
237.475,2772.1089,
234.565,2694.8898,
231.654,2583.8715,
228.743,2541.3879,
225.833,2494.4462,
222.922,2417.0988,
220.012,2368.2856,
217.101,2340.5978,
214.191,2325.3152,
211.280,2315.1307,
208.369,2269.9693,
205.459,2225.2185,
202.548,2182.8541,
199.638,2139.3151,
196.727,2166.1004,
193.816,2193.8801,
190.906,2197.5782,
187.995,2203.3704,
185.085,2232.8006,
182.174,2273.9527,
179.264,2312.9821,
176.353,2273.802,
173.442,2238.1357,
170.532,2223.0794,
167.621,2263.454,
164.711,2234.4319,
161.800,2165.9341,
158.890,2070.93,
155.979,2001.3274,
153.068,1880.9671,
150.158,1708.5321,
147.247,1480.2233,
144.337,1226.9519,
141.426,961.37947,
138.516,687.52702,
135.605,486.85907,
132.694,324.4263,
129.784,201.83172,
126.873,137.47004,
123.963,94.214283,
121.052,63.159613,
118.141,42.456455,
115.231,33.848156,
112.320,29.104092,
109.410,26.829579,
106.499,23.980958,
103.589,26.176272,
100.678,23.757431,
97.767,11.671492,
94.857,14.146956,
91.946,13.762557,
89.036,10.697613,
86.125,6.4423809,
83.215,10.684204,
80.304,13.220106,
77.393,6.8465764,
74.483,7.6852699,
71.572,8.0126479,
68.662,7.4442675,
65.751,8.1507186,
62.840,9.820106,
59.930,11.936859,
57.019,14.052105,
54.109,13.777839,
51.198,12.771781,
48.288,11.363675,
45.377,9.956919,
42.466,7.3139033,
39.556,5.18083,
36.645,10.096162,
33.735,13.451994,
30.824,13.16613,
27.914,6.1543778,
25.003,6.620275,
22.092,8.6666182,
19.182,11.718243,
16.271,22.210595,
13.361,90.85807,
10.450,240.79197,
7.539,597.63112,
4.629,945.43954,
1.718,1094.7857,
-1.192,802.68209,
-4.103,471.87064,
-7.013,196.33667,
-9.924,-0.625,
