,PL33C7~1,
Wavenumbers [1/cm],Intensity,
1358.048,804.36813,
1355.137,814.51717,
1352.227,806.39061,
1349.316,858.74461,
1346.406,897.7844,
1343.495,876.70474,
1340.584,925.7493,
1337.674,972.50041,
1334.763,978.67943,
1331.853,976.82497,
1328.942,977.63946,
1326.032,957.35948,
1323.121,994.98497,
1320.210,1030.3935,
1317.300,1041.3402,
1314.389,1046.889,
1311.479,1085.8274,
1308.568,1132.9827,
1305.657,1155.6075,
1302.747,1178.531,
1299.836,1116.3177,
1296.926,1243.7583,
1294.015,1286.9665,
1291.105,1276.4224,
1288.194,1335.4545,
1285.283,1381.5381,
1282.373,1428.5546,
1279.462,1472.9064,
1276.552,1493.2146,
1273.641,1493.75,
1270.731,1512.5679,
1267.820,1551.1023,
1264.909,1524.7829,
1261.999,1518.0496,
1259.088,1526.2587,
1256.178,1518.1854,
1253.267,1489.131,
1250.356,1441.4693,
1247.446,1403.388,
1244.535,1375.875,
1241.625,1334.2982,
1238.714,1290.6364,
1235.804,1270.6433,
1232.893,1219.7562,
1229.982,1191.3514,
1227.072,1179.5823,
1224.161,1136.7248,
1221.251,1133.2171,
1218.340,1118.5547,
1215.430,1092.1329,
1212.519,1095.8604,
1209.608,1112.08,
1206.698,1103.7926,
1203.787,1107.2575,
1200.877,1094.8644,
1197.966,1112.8476,
1195.055,1157.2657,
1192.145,1181.2796,
1189.234,1222.4336,
1186.324,1263.0248,
1183.413,1258.2271,
1180.503,1249.9853,
1177.592,1276.9719,
1174.681,1234.8767,
1171.771,1235.2143,
1168.860,1211.9939,
1165.950,1191.2053,
1163.039,1205.6069,
1160.129,1219.6486,
1157.218,1205.9628,
1154.307,1191.9444,
1151.397,1192.669,
1148.486,1159.4099,
1145.576,1102.8316,
1142.665,1150.7789,
1139.754,1151.4955,
1136.844,1150.75,
1133.933,1139.0199,
1131.023,1116.5871,
1128.112,1098.9645,
1125.202,1096.7162,
1122.291,1098.7473,
1119.380,1091.8453,
1116.470,1101.5531,
1113.559,1105.0697,
1110.649,1129.9793,
1107.738,1141.6784,
1104.828,1140.75,
1101.917,1140.1583,
1099.006,1141.5541,
1096.096,1154.2125,
1093.185,1145.4324,
1090.275,1129.3739,
1087.364,1123.6916,
1084.453,1130.062,
1081.543,1147.1437,
1078.632,1148.5874,
1075.722,1123.1351,
1072.811,1138.3705,
1069.901,1147.1031,
1066.990,1159.0666,
1064.079,1150.1813,
1061.169,1163.5282,
1058.258,1182.5614,
1055.348,1187.1621,
1052.437,1187.2259,
1049.527,1195.3206,
1046.616,1210.0907,
1043.705,1228.7068,
1040.795,1222.8954,
1037.884,1239.5082,
1034.974,1262.1224,
1032.063,1255.8349,
1029.153,1234.9963,
1026.242,1245.3758,
1023.331,1250.7497,
1020.421,1259.4181,
1017.510,1296.3666,
1014.600,1301.1806,
1011.689,1284.5782,
1008.778,1322.6144,
1005.868,1356.7732,
1002.957,1359.3542,
1000.047,1376.494,
997.136,1413.2909,
994.226,1455.7189,
991.315,1486.0124,
988.404,1491.3725,
985.494,1468.6157,
982.583,1462.6198,
979.673,1453.7019,
976.762,1452.5113,
973.852,1460.3802,
970.941,1471.7138,
968.030,1473.6401,
965.120,1444.8216,
962.209,1461.8724,
959.299,1462.6253,
956.388,1457.8303,
953.477,1458.8603,
950.567,1471.2856,
947.656,1490.0842,
944.746,1492.6329,
941.835,1504.8972,
938.925,1478.1377,
936.014,1481.4656,
933.103,1484.92,
930.193,1452.7561,
927.282,1432.2001,
924.372,1422.0528,
921.461,1378.0388,
918.551,1392.3776,
915.640,1398.877,
912.729,1372.5778,
909.819,1356.0836,
906.908,1358.6109,
903.998,1370.6805,
901.087,1351.4723,
898.176,1362.1326,
895.266,1396.0024,
892.355,1414.8494,
889.445,1420.7243,
886.534,1431.6033,
883.624,1443.8425,
880.713,1455.895,
877.802,1459.2761,
874.892,1454.9562,
871.981,1461.7711,
869.071,1335.6237,
866.160,1357.9074,
863.250,1407.6296,
860.339,1451.5748,
857.428,1474.6716,
854.518,1444.5093,
851.607,1436.1886,
848.697,1394.1688,
845.786,1370.5603,
842.875,1360.5068,
839.965,1357.0366,
837.054,1386.3919,
834.144,1443.5759,
831.233,1447.4172,
828.323,1442.7609,
825.412,1432.735,
822.501,1407.6435,
819.591,1373.7611,
816.680,1387.9744,
813.770,1364.8104,
810.859,1337.0177,
807.949,1324.6793,
805.038,1327.8584,
802.127,1312.219,
799.217,1304.7869,
796.306,1326.0204,
793.396,1319.6123,
790.485,1296.4906,
787.574,1351.5632,
784.664,1346.6425,
781.753,1347.092,
778.843,1372.7442,
775.932,1381.4663,
773.022,1343.384,
770.111,1347.4719,
767.200,1351.5566,
764.290,1352.1721,
761.379,1346.2359,
758.469,1336.4944,
755.558,1330.9234,
