,PL856E~1,
Raman shift [1/cm],Intensity,
741.005,1203.811,
738.095,906.66407,
735.184,588.21136,
732.274,510.61013,
729.363,717.21484,
726.452,1116.8992,
723.542,1418.8029,
720.631,1483.541,
717.721,1559.6695,
714.810,1632.0226,
711.899,1663.8997,
708.989,1614.6773,
706.078,1640.818,
703.168,1639.4811,
700.257,1612.5087,
697.347,1586.1571,
694.436,1603.2877,
691.525,1600.0725,
688.615,1620.758,
685.704,1634.6701,
682.794,1636.8431,
679.883,1639.7807,
676.973,1671.0341,
674.062,1649.2994,
671.151,1628.5534,
668.241,1627.14,
665.330,1642.2616,
662.420,1639.8654,
659.509,1641.9147,
656.598,1664.5797,
653.688,1707.5578,
650.777,1758.78,
647.867,1770.725,
644.956,1765.9452,
642.046,1728.6217,
639.135,1681.1173,
636.224,1676.4029,
633.314,1681.9604,
630.403,1688.1047,
627.493,1676.012,
624.582,1650.6687,
621.672,1647.5007,
618.761,1639.7756,
615.850,1631.3141,
612.940,1640.0364,
610.029,1666.375,
607.119,1666.375,
604.208,1626.6143,
601.297,1593.4254,
598.387,1590.42,
595.476,1620.9925,
592.566,1574.5555,
589.655,1563.7834,
586.745,1544.1483,
583.834,1520.375,
580.923,1520.157,
578.013,1484.0592,
575.102,1494.4506,
572.192,1545.4607,
569.281,1616.2802,
566.371,1649.1504,
563.460,1650.2586,
560.549,1666.917,
557.639,1682.1522,
554.728,1676.9718,
551.818,1733.9349,
548.907,1721.3891,
545.996,1707.7077,
543.086,1717.75,
540.175,1747.3385,
537.265,1717.5067,
534.354,1721.9308,
531.444,1729.1793,
528.533,1706.2579,
525.622,1718.6731,
522.712,1695.8914,
519.801,1695.414,
516.891,1726.8527,
513.980,1753.953,
511.070,1747.9228,
508.159,1745.3301,
505.248,1754.3866,
502.338,1778.3524,
499.427,1777.5806,
496.517,1772.8498,
493.606,1774.0859,
490.695,1779.6305,
487.785,1752.6879,
484.874,1797.488,
481.964,1812.3319,
479.053,1787.653,
476.143,1755.3985,
473.232,1764.8855,
470.321,1749.4254,
467.411,1738.5054,
464.500,1768.375,
461.590,1768.375,
458.679,1789.2862,
455.769,1801.0189,
452.858,1787.7048,
449.947,1771.6622,
447.037,1781.117,
444.126,1799.3568,
441.216,1812.9355,
438.305,1793.1253,
435.395,1791.0306,
432.484,1793.042,
429.573,1787.0324,
426.663,1751.3058,
423.752,1728.1498,
420.842,1722.5718,
417.931,1730.4689,
415.020,1744.8777,
412.110,1840.4847,
409.199,1878.798,
406.289,1871.5519,
403.378,1838.4006,
400.468,1845.9606,
397.557,1855.0589,
394.646,1818.0104,
391.736,1698.7814,
388.825,1649.0022,
385.915,1578.4947,
383.004,1558.5004,
380.094,1634.4461,
377.183,1694.6442,
374.272,1794.9632,
371.362,1888.3325,
368.451,1942.0073,
365.541,1919.4912,
362.630,1936.8633,
359.719,1959.6306,
356.809,1965.5626,
353.898,1935.6107,
350.988,1930.0874,
348.077,1935.8599,
345.167,1946.4941,
342.256,1988.3299,
339.345,1957.8604,
336.435,1936.4754,
333.524,1978.0462,
330.614,1967.614,
327.703,1974.1297,
324.793,1992.6555,
321.882,2019.3389,
318.971,2004.4701,
316.061,2041.37,
313.150,2088.8393,
310.240,2099.971,
307.329,2103.2335,
304.418,2096.6238,
301.508,2061.7749,
298.597,1965.5207,
295.687,1884.233,
292.776,1898.1253,
289.866,2012.6151,
286.955,2232.0166,
284.044,2393.6699,
281.134,2575.6476,
278.223,2763.0574,
275.313,2808.7424,
272.402,2906.6723,
269.492,3003.6445,
266.581,3079.001,
263.670,3129.7284,
260.760,3179.8971,
257.849,3216.9943,
254.939,3230.2042,
252.028,3286.1111,
249.117,3281.3358,
246.207,3235.4115,
243.296,3177.5806,
240.386,3164.8451,
237.475,3116.8093,
234.565,3046.4103,
231.654,3052.9838,
228.743,3015.25,
225.833,2982.1065,
222.922,2971.6955,
220.012,2957.1244,
217.101,2929.3114,
214.191,2893.7913,
211.280,2855.2358,
208.369,2822.7712,
205.459,2776.435,
202.548,2727.2469,
199.638,2720.716,
196.727,2726.8658,
193.816,2712.2065,
190.906,2664.7147,
187.995,2645.8901,
185.085,2653.5607,
182.174,2673.4886,
179.264,2688.6666,
176.353,2647.4428,
173.442,2626.2755,
170.532,2626.4186,
167.621,2583.881,
164.711,2551.8779,
161.800,2490.1204,
158.890,2363.4484,
155.979,2286.8497,
153.068,2106.2513,
150.158,1847.3106,
147.247,1611.8223,
144.337,1325.7241,
141.426,1038.9526,
138.516,774.41975,
135.605,559.70022,
132.694,380.4071,
129.784,239.62622,
126.873,158.81655,
123.963,110.50707,
121.052,75.043431,
118.141,46.487351,
115.231,43.532719,
112.320,39.409549,
109.410,34.693224,
106.499,31.132448,
103.589,23.651946,
100.678,19.461487,
97.767,22.305237,
94.857,26.532934,
91.946,25.150113,
89.036,19.020225,
86.125,10.509762,
83.215,15.807885,
80.304,18.304644,
77.393,6.2657554,
74.483,8.6506748,
71.572,9.2879437,
68.662,7.790605,
65.751,12.029311,
62.840,10.96649,
59.930,8.7495724,
57.019,10.159736,
54.109,12.763643,
51.198,14.676609,
48.288,15.335363,
45.377,10.411716,
42.466,12.497193,
39.556,18.259881,
36.645,17.557691,
33.735,16.855752,
30.824,15.491452,
27.914,12.686751,
25.003,17.978737,
22.092,27.187282,
19.182,40.1759,
16.271,64.658055,
13.361,222.30675,
10.450,552.41557,
7.539,1290.5349,
4.629,1910.9247,
1.718,2203.1145,
-1.192,1846.8736,
-4.103,1112.8855,
-7.013,465.28806,
-9.924,0.375,
