,PLF924~1,
Raman shift [1/cm],Intensity,
1334.763,1193.7068,
1331.853,1248.4135,
1328.942,1213.2675,
1326.032,1252.6685,
1323.121,1295.9684,
1320.210,1340.921,
1317.300,1325.7525,
1314.389,1348.8481,
1311.479,1407.7899,
1308.568,1404.2,
1305.657,1378.3253,
1302.747,1434.7455,
1299.836,1484.1533,
1296.926,1526.7015,
1294.015,1592.8928,
1291.105,1599.1472,
1288.194,1631.5747,
1285.283,1705.4973,
1282.373,1734.7891,
1279.462,1769.0165,
1276.552,1794.2313,
1273.641,1824.5119,
1270.731,1871.6265,
1267.820,1846.122,
1264.909,1795.5921,
1261.999,1804.2228,
1259.088,1848.0046,
1256.178,1816.3667,
1253.267,1791.4451,
1250.356,1706.3863,
1247.446,1649.263,
1244.535,1604.4063,
1241.625,1543.1547,
1238.714,1487.4819,
1235.804,1459.5328,
1232.893,1448.0118,
1229.982,1392.7545,
1227.072,1337.5305,
1224.161,1345.3921,
1221.251,1314.8666,
1218.340,1261.5172,
1215.430,1249.0852,
1212.519,1230.4594,
1209.608,1208.6106,
1206.698,1234.7528,
1203.787,1251.223,
1200.877,1244.6837,
1197.966,1261.7677,
1195.055,1280.5432,
1192.145,1324.1975,
1189.234,1350.6008,
1186.324,1401.2656,
1183.413,1413.7773,
1180.503,1396.4407,
1177.592,1413.7258,
1174.681,1385.9777,
1171.771,1375.0577,
1168.860,1393.8126,
1165.950,1352.0854,
1163.039,1320.6729,
1160.129,1327.5511,
1157.218,1329.9718,
1154.307,1301.3317,
1151.397,1266.0182,
1148.486,1253.6797,
1145.576,1226.1647,
1142.665,1238.5954,
1139.754,1237.1841,
1136.844,1221.9186,
1133.933,1203.8949,
1131.023,1183.3505,
1128.112,1171.4105,
1125.202,1175.3496,
1122.291,1181.8865,
1119.380,1211.3478,
1116.470,1183.1069,
1113.559,1188.904,
1110.649,1215.8543,
1107.738,1215.7654,
1104.828,1205.8733,
1101.917,1215.3176,
1099.006,1220.6563,
1096.096,1161.6139,
1093.185,1194.1,
1090.275,1161.8264,
1087.364,1169.4058,
1084.453,1195.1863,
1081.543,1212.6925,
1078.632,1206.5964,
1075.722,1186.5056,
1072.811,1193.5701,
