,PLB712~1,
Wavenumbers [1/cm],Intensity,
793.396,5354.6624,
790.485,5379.6162,
787.574,5349.6787,
784.664,5413.6475,
781.753,5507.781,
778.843,5579.6153,
775.932,5612.25,
773.022,5611.616,
770.111,5607.5281,
767.200,5550.1516,
764.290,5505.6676,
761.379,5495.7028,
758.469,5492.4623,
755.558,5425.4931,
752.648,5433.6392,
749.737,5428.0693,
746.826,5361.7764,
743.916,5260.3729,
741.005,5169.8611,
738.095,5051.3271,
735.184,4922.8404,
732.274,4873.5687,
729.363,4959.6873,
726.452,5154.9607,
723.542,5258.5631,
720.631,5341.4684,
717.721,5437.4285,
714.810,5483.6364,
711.899,5475.2005,
708.989,5492.1459,
706.078,5551.5464,
703.168,5494.5979,
700.257,5430.0968,
697.347,5402.5111,
694.436,5396.25,
691.525,5396.25,
688.615,5394.9922,
685.704,5406.3374,
682.794,5426.2287,
679.883,5441.9172,
676.973,5501.2186,
674.062,5528.564,
671.151,5527.6067,
668.241,5493.5694,
665.330,5424.0987,
662.420,5420.9038,
659.509,5433.5836,
656.598,5470.677,
653.688,5536.395,
650.777,5626.4939,
647.867,5604.1968,
644.956,5585.0095,
642.046,5460.5771,
639.135,5298.5077,
636.224,5303.8627,
633.314,5426.1293,
630.403,5444.8346,
627.493,5438.9385,
624.582,5437.07,
621.672,5409.3502,
618.761,5367.9732,
615.850,5407.0429,
612.940,5468.7175,
610.029,5497.0434,
607.119,5441.7693,
604.208,5422.7597,
601.297,5414.7574,
598.387,5407.9505,
595.476,5397.25,
592.566,5397.25,
589.655,5352.5456,
586.745,5343.4389,
583.834,5342.3895,
580.923,5268.5059,
578.013,5310.8815,
575.102,5323.3972,
572.192,5361.0503,
569.281,5428.656,
566.371,5436.4822,
563.460,5414.675,
560.549,5407.6864,
557.639,5420.1868,
554.728,5450.1077,
551.818,5495.3661,
548.907,5544.2524,
545.996,5561.0854,
543.086,5550.7664,
540.175,5562.4461,
537.265,5597.2911,
534.354,5626.3041,
531.444,5650.0524,
528.533,5669.8085,
525.622,5663.601,
522.712,5755.69,
519.801,5836.4896,
516.891,5880.2053,
513.980,5934.4061,
511.070,5999.8239,
508.159,6125.5389,
505.248,6252.525,
502.338,6307.3677,
499.427,6413.8805,
496.517,6523.1388,
493.606,6599.3827,
490.695,6634.7389,
487.785,6688.6243,
484.874,6694.6651,
481.964,6678.7153,
479.053,6664.685,
476.143,6691.5637,
473.232,6587.4977,
470.321,6561.3339,
467.411,6604.3488,
464.500,6684.9094,
461.590,6710.9445,
458.679,6756.2203,
455.769,6813.4003,
452.858,6878.283,
449.947,6955.4401,
447.037,7013.1165,
444.126,7092.747,
441.216,7186.8801,
438.305,7213.5477,
435.395,7204.1373,
432.484,7226.8394,
429.573,7245.7072,
426.663,7149.1694,
423.752,6731.865,
420.842,6261.971,
417.931,5955.62,
415.020,6101.2248,
412.110,6803.4773,
409.199,7276.3647,
406.289,7486.7694,
403.378,7435.8479,
400.468,7317.1567,
397.557,7322.4386,
394.646,7430.0477,
