,PLA2D5~1,
1780.082,1469.1053,
1777.171,1477.2037,
1774.261,1491.6306,
1771.350,1553.6028,
1768.439,1556.6399,
1765.529,1541.4194,
1762.618,1547.9194,
1759.708,1538.3748,
1756.797,1522.8674,
1753.887,1532.824,
1750.976,1535.2853,
1748.065,1539.7905,
1745.155,1560.12,
1742.244,1559.943,
1739.334,1584.3173,
1736.423,1606.3535,
1733.512,1612.0579,
1730.602,1642.7957,
1727.691,1612.189,
1724.781,1612.4602,
1721.870,1639.2132,
1718.960,1656.3862,
1716.049,1662.2309,
1713.138,1658.6,
1710.228,1684.8542,
1707.317,1680.0293,
1704.407,1654.6183,
1701.496,1703.8332,
1698.586,1709.799,
1695.675,1725.782,
1692.764,1731.6086,
1689.854,1797.8868,
1686.943,1791.2123,
1684.033,1812.3286,
1681.122,1790.2658,
1678.211,1848.3135,
1675.301,1887.7547,
1672.390,1919.0544,
1669.480,1979.1317,
1666.569,2011.3574,
1663.659,2050.7042,
1660.748,2160.0073,
1657.837,2116.2249,
1654.927,2133.1167,
1652.016,2185.7255,
1649.106,2221.4663,
1646.195,2286.5773,
1643.285,2355.3737,
1640.374,2334.5858,
1637.463,2370.7393,
1634.553,2527.1706,
1631.642,2548.3951,
1628.732,2687.3668,
1625.821,2769.9777,
1622.911,2925.9903,
1620.000,3073.0104,
1617.089,3229.7307,
1614.179,3435.981,
1611.268,3572.8188,
1608.358,3726.5706,
1605.447,3868.7047,
1602.536,3878.7388,
1599.626,3959.8291,
1596.715,4023.1463,
1593.805,4013.6714,
1590.894,3960.7961,
1587.984,3912.3026,
1585.073,3839.5113,
1582.162,3890.4915,
1579.252,3833.3194,
1576.341,3783.4293,
1573.431,3747.4639,
1570.520,3760.5132,
1567.610,3733.3451,
1564.699,3708.8245,
1561.788,3639.7911,
1558.878,3554.1574,
1555.967,3511.019,
1553.057,3435.8929,
1550.146,3361.0024,
1547.235,3308.3587,
1544.325,3286.1784,
1541.414,3289.1955,
1538.504,3236.3567,
1535.593,3194.074,
1532.683,3174.1768,
1529.772,3142.0499,
1526.861,3100.5956,
1523.951,3025.5205,
1521.040,3014.0513,
1518.130,2986.6725,
1515.219,2939.3959,
1512.309,2911.6092,
1509.398,2891.5256,
1506.487,2809.9217,
1503.577,2852.6743,
1500.666,2810.2035,
1497.756,2804.1122,
1494.845,2793.3542,
1491.934,2756.7301,
1489.024,2712.4554,
1486.113,2716.4383,
1483.203,2645.8216,
1480.292,2654.6937,
1477.382,2581.8997,
1474.471,2517.0649,
1471.560,2518.114,
1468.650,2497.2273,
1465.739,2466.9413,
1462.829,2472.3923,
1459.918,2483.4275,
1457.008,2496.5675,
1454.097,2479.759,
1451.186,2479.5597,
1448.276,2523.9232,
1445.365,2506.9801,
1442.455,2491.9878,
1439.544,2515.5099,
1436.633,2498.9813,
1433.723,2468.3976,
1430.812,2415.1362,
1427.902,2405.2436,
1424.991,2378.7063,
1422.081,2313.6516,
1419.170,2342.4374,
1416.259,2355.9756,
1413.349,2323.1339,
1410.438,2316.0737,
1407.528,2341.0497,
1404.617,2335.674,
1401.707,2294.7882,
1398.796,2271.2911,
1395.885,2309.2533,
1392.975,2360.5208,
1390.064,2349.2799,
1387.154,2316.1642,
1384.243,2274.6651,
1381.332,2201.8549,
1378.422,2250.6182,
1375.511,2420.1756,
1372.601,2533.4634,
1369.690,2630.3117,
1366.780,2717.7422,
1363.869,2720.166,
1360.958,2709.2535,
1358.048,2736.5406,
1355.137,2851.4981,
1352.227,2933.2148,
1349.316,2999.6419,
1346.406,3103.8501,
1343.495,3103.8228,
1340.584,3160.4813,
1337.674,3218.9134,
1334.763,3263.592,
1331.853,3334.9888,
1328.942,3385.0166,
1326.032,3367.222,
1323.121,3483.3932,
1320.210,3530.5364,
1317.300,3510.4462,
1314.389,3561.168,
1311.479,3621.6906,
1308.568,3644.3776,
1305.657,3703.08,
1302.747,3745.367,
1299.836,3788.0889,
1296.926,3861.7799,
1294.015,4031.8547,
1291.105,4063.5302,
1288.194,4227.4223,
1285.283,4290.7871,
1282.373,4363.156,
1279.462,4478.9323,
1276.552,4521.5757,
1273.641,4522.4474,
1270.731,4556.466,
1267.820,4524.5267,
1264.909,4490.0839,
1261.999,4498.8417,
1259.088,4497.9296,
1256.178,4454.1957,
1253.267,4423.0919,
1250.356,4325.123,
1247.446,4179.7845,
1244.535,4103.4152,
1241.625,4053.2566,
1238.714,3944.7752,
1235.804,3843.3896,
1232.893,3806.1246,
1229.982,3804.2873,
1227.072,3698.3658,
1224.161,3673.2244,
1221.251,3564.8992,
1218.340,3467.9807,
1215.430,3432.1223,
1212.519,3386.4101,
1209.608,3353.0113,
1206.698,3379.4493,
1203.787,3362.8197,
1200.877,3405.7078,
1197.966,3403.0104,
1195.055,3535.1285,
1192.145,3630.7553,
1189.234,3697.6953,
1186.324,3792.8819,
1183.413,3845.3674,
1180.503,3837.5613,
1177.592,3827.4,
1174.681,3773.8784,
1171.771,3710.3914,
1168.860,3646.089,
1165.950,3641.4876,
1163.039,3609.7485,
1160.129,3528.6315,
1157.218,3486.2016,
1154.307,3480.1153,
1151.397,3451.4478,
1148.486,3414.6819,
1145.576,3374.2605,
1142.665,3383.1396,
1139.754,3355.398,
1136.844,3278.8447,
1133.933,3275.8543,
1131.023,3284.0168,
1128.112,3269.3754,
1125.202,3264.1504,
1122.291,3266.3871,
1119.380,3297.8144,
1116.470,3291.6367,
1113.559,3303.247,
1110.649,3283.9554,
1107.738,3300.2734,
1104.828,3324.4589,
1101.917,3322.3956,
1099.006,3325.5346,
1096.096,3355.6924,
1093.185,3336.3764,
1090.275,3357.5346,
1087.364,3305.9268,
1084.453,3325.4346,
1081.543,3360.875,
1078.632,3359.308,
1075.722,3354.7466,
1072.811,3351.7986,
1069.901,3378.8697,
1066.990,3367.9417,
1064.079,3399.5812,
1061.169,3426.921,
1058.258,3449.0031,
1055.348,3478.3394,
1052.437,3503.4152,
1049.527,3493.2247,
1046.616,3554.0427,
1043.705,3560.875,
1040.795,3551.2974,
1037.884,3559.5299,
1034.974,3556.8608,
1032.063,3541.5592,
1029.153,3579.9136,
1026.242,3588.5632,
1023.331,3645.538,
1020.421,3642.2359,
1017.510,3636.4353,
1014.600,3667.326,
1011.689,3716.5719,
1008.778,3752.5887,
1005.868,3851.126,
1002.957,3990.5034,
1000.047,4153.1071,
997.136,4251.0991,
994.226,4292.2441,
991.315,4282.8676,
988.404,4223.3637,
985.494,4161.2857,
982.583,4045.6506,
979.673,3976.9281,
976.762,3930.8683,
973.852,3940.6057,
970.941,3990.5085,
968.030,4024.0773,
965.120,4030.6566,
962.209,3978.6516,
959.299,3978.374,
956.388,3998.6739,
953.477,3993.3788,
950.567,3987.5275,
947.656,4045.3179,
944.746,4041.0702,
941.835,4030.3474,
938.925,4054.8551,
936.014,4052.1827,
933.103,4041.5245,
930.193,4052.2745,
927.282,4050.2545,
924.372,3983.4516,
921.461,3928.4818,
918.551,3888.6377,
915.640,3840.4292,
912.729,3798.6801,
909.819,3803.9887,
906.908,3827.5766,
903.998,3806.6048,
901.087,3832.0638,
898.176,3845.103,
895.266,3857.3319,
892.355,3906.0262,
889.445,3965.6142,
886.534,3965.875,
883.624,4033.1582,
880.713,4062.3025,
877.802,4059.5698,
874.892,4056.095,
871.981,4035.0328,
869.071,4041.7161,
866.160,4027.6959,
863.250,4022.9718,
860.339,4024.875,
857.428,4021.2401,
854.518,4005.4417,
851.607,3990.4645,
848.697,3992.0019,
845.786,3974.1543,
842.875,3967.7596,
839.965,3994.0062,
837.054,4013.0704,
834.144,4030.4742,
831.233,4023.2091,
828.323,4013.9184,
825.412,4005.6895,
822.501,3991.2153,
819.591,3959.8121,
816.680,3900.3813,
813.770,3853.2969,
810.859,3808.1543,
807.949,3780.1823,
805.038,3789.3728,
802.127,3793.4884,
799.217,3817.7275,
796.306,3796.3613,
793.396,3757.1344,
790.485,3739.7194,
787.574,3771.5672,
784.664,3737.1225,
781.753,3734.9009,
778.843,3746.1866,
775.932,3760.8132,
773.022,3769.8462,
770.111,3756.765,
767.200,3804.599,
764.290,3775.3784,
761.379,3740.5118,
758.469,3737.5028,
755.558,3738.6594,
752.648,3697.9292,
749.737,3696.4029,
746.826,3639.7325,
743.916,3540.7187,
741.005,3439.3068,
738.095,3230.6545,
735.184,3025.68,
732.274,3021.7158,
729.363,3168.6138,
726.452,3380.2665,
723.542,3614.9906,
720.631,3633.9913,
717.721,3702.8979,
714.810,3748.6875,
711.899,3736.0433,
708.989,3711.0286,
706.078,3696.4515,
703.168,3677.0873,
700.257,3633.8692,
697.347,3603.6124,
694.436,3662.7184,
691.525,3620.1168,
688.615,3602.0702,
685.704,3613.711,
682.794,3635.875,
679.883,3633.8566,
676.973,3588.9798,
674.062,3599.6555,
671.151,3613.9433,
668.241,3618.1132,
665.330,3619.707,
662.420,3637.2791,
659.509,3629.4462,
656.598,3645.378,
653.688,3685.2269,
650.777,3719.794,
647.867,3717.405,
644.956,3706.3494,
642.046,3674.1699,
639.135,3643.9537,
636.224,3666.9307,
633.314,3678.0458,
630.403,3676.7365,
627.493,3707.2895,
624.582,3759.1093,
621.672,3751.1893,
618.761,3748.5952,
615.850,3762.2007,
612.940,3804.9547,
610.029,3859.6141,
607.119,3828.0289,
604.208,3782.2742,
601.297,3793.789,
598.387,3843.5125,
595.476,3894.5036,
592.566,3890.5683,
589.655,3884.044,
586.745,3847.8934,
583.834,3798.0679,
580.923,3773.8845,
578.013,3775.4539,
575.102,3759.2409,
572.192,3744.0167,
569.281,3751.3884,
566.371,3821.0419,
563.460,3878.6687,
560.549,3884.2821,
557.639,3871.0978,
554.728,3882.3878,
551.818,3922.184,
548.907,3935.1409,
545.996,3937.0974,
543.086,3947.6184,
540.175,4002.1236,
537.265,3981.2495,
534.354,4006.4917,
531.444,4036.4165,
528.533,4029.7862,
525.622,4098.8455,
522.712,4126.0101,
519.801,4142.6582,
516.891,4170.6474,
513.980,4238.7855,
511.070,4308.2663,
508.159,4351.1123,
505.248,4384.6478,
502.338,4432.8013,
499.427,4464.4464,
496.517,4520.3901,
493.606,4554.5196,
490.695,4553.8334,
487.785,4582.3157,
484.874,4607.5542,
481.964,4634.6556,
479.053,4641.2471,
476.143,4575.9702,
473.232,4551.0123,
470.321,4554.5528,
467.411,4579.7913,
464.500,4615.2375,
461.590,4511.0968,
458.679,4538.0051,
455.769,4592.6968,
452.858,4606.069,
449.947,4550.302,
447.037,4563.1454,
444.126,4596.9901,
441.216,4623.9063,
438.305,4601.0484,
435.395,4567.7157,
432.484,4545.6237,
429.573,4540.6025,
426.663,4556.5655,
423.752,4545.3215,
420.842,4491.923,
417.931,4449.3114,
415.020,4500.1214,
412.110,4602.106,
409.199,4662.8359,
406.289,4689.1049,
403.378,4692.9134,
400.468,4704.2533,
397.557,4685.2524,
394.646,4647.4449,
391.736,4601.378,
388.825,4554.6157,
385.915,4520.1194,
383.004,4522.1486,
380.094,4578.0959,
377.183,4680.4327,
374.272,4791.9204,
371.362,4859.2261,
368.451,4854.9266,
365.541,4888.7007,
362.630,4908.7998,
359.719,4931.7855,
356.809,4967.4123,
353.898,5009.345,
350.988,5008.3978,
348.077,5013.2667,
345.167,5053.9402,
342.256,5114.4527,
339.345,5097.3319,
336.435,5089.0824,
333.524,5149.1064,
330.614,5219.8962,
327.703,5215.6913,
324.793,5188.2971,
321.882,5181.0228,
318.971,5241.9851,
316.061,5293.1505,
313.150,5327.4155,
310.240,5335.5787,
307.329,5370.8922,
304.418,5409.4965,
301.508,5413.8657,
298.597,5319.8328,
295.687,5325.4198,
292.776,5413.5421,
289.866,5570.8456,
286.955,5774.7338,
284.044,5954.4098,
281.134,6138.8904,
278.223,6323.7067,
275.313,6459.2881,
272.402,6631.939,
269.492,6783.7198,
266.581,6893.8117,
263.670,6990.8555,
260.760,7099.322,
257.849,7223.9438,
254.939,7369.9865,
252.028,7444.2595,
249.117,7470.0477,
246.207,7462.0033,
243.296,7439.3101,
240.386,7452.5468,
237.475,7440.1289,
234.565,7387.5493,
231.654,7264.8448,
228.743,7242.9026,
225.833,7199.5308,
222.922,7094.4865,
220.012,7107.6005,
217.101,7058.8777,
214.191,6980.7076,
211.280,6903.5965,
208.369,6864.9072,
205.459,6872.0315,
202.548,6899.8555,
199.638,6859.2191,
196.727,6906.1917,
193.816,6939.0484,
190.906,6922.0686,
187.995,6956.0977,
185.085,6989.6264,
182.174,6984.2966,
179.264,6875.1589,
176.353,6967.322,
173.442,7000.496,
170.532,6954.5309,
167.621,6942.9953,
164.711,6786.9348,
161.800,6576.1287,
158.890,6363.0893,
155.979,5957.1115,
153.068,5460.4653,
150.158,4889.2403,
147.247,4262.468,
144.337,3496.0884,
141.426,2726.2165,
138.516,2015.0603,
135.605,1434.1496,
132.694,971.9815,
129.784,623.20345,
126.873,409.37963,
123.963,293.60309,
121.052,211.11266,
118.141,141.15026,
115.231,112.45219,
112.320,97.485913,
109.410,90.28425,
106.499,76.753301,
103.589,66.031437,
100.678,55.800674,
97.767,45.136611,
94.857,45.567989,
91.946,43.053224,
89.036,39.326592,
86.125,42.163413,
83.215,38.627637,
80.304,32.720106,
77.393,26.346576,
74.483,27.18527,
71.572,27.875,
68.662,27.459395,
65.751,23.220689,
62.840,26.210318,
59.930,29.938569,
57.019,26.413159,
54.109,21.694874,
51.198,19.176609,
48.288,19.942949,
45.377,28.383486,
42.466,29.813903,
39.556,27.565711,
36.645,31.778853,
33.735,30.278758,
30.824,30.08387,
27.914,37.095622,
25.003,35.38445,
22.092,34.520809,
19.182,37.064909,
16.271,73.438396,
13.361,271.20922,
10.450,669.6267,
7.539,1522.2698,
4.629,2199.79,
1.718,2436.1502,
-1.192,1814.2973,
-4.103,1061.5772,
-7.013,437.16504,
-9.924,2.875,
