,PLB88C~1,
1474.471,798.72734,
1471.560,783.70799,
1468.650,778.11744,
1465.739,758.62824,
1462.829,764.32362,
1459.918,793.33718,
1457.008,805.44611,
1454.097,808.93237,
1451.186,809.93037,
1448.276,807.37939,
1445.365,798.46051,
1442.455,751.36008,
1439.544,757.09541,
1436.633,786.75671,
1433.723,765.98793,
1430.812,791.78352,
1427.902,765.28533,
1424.991,819.30779,
1422.081,762.28147,
1419.170,802.7952,
1416.259,822.96101,
1413.349,790.50367,
1410.438,799.29361,
1407.528,820.23109,
1404.617,816.43169,
1401.707,792.57185,
1398.796,770.9196,
1395.885,812.60672,
1392.975,841.91495,
1390.064,781.12684,
1387.154,825.51474,
1384.243,854.13684,
1381.332,826.99599,
1378.422,830.89407,
1375.511,751.26769,
1372.601,786.86281,
1369.690,797.715,
1366.780,775.23895,
1363.869,836.56236,
1360.958,838.23221,
1358.048,834.30637,
1355.137,862.07873,
1352.227,890.69286,
1349.316,912.27604,
1346.406,931.91587,
1343.495,913.3292,
1340.584,861.42742,
1337.674,934.42718,
1334.763,914.48198,
1331.853,953.42569,
1328.942,916.75304,
1326.032,935.653,
1323.121,945.44579,
1320.210,947.66592,
1317.300,950.95116,
1314.389,972.52816,
1311.479,995.80579,
1308.568,1002,
1305.657,993.00936,
1302.747,991.63435,
1299.836,1071.9631,
1296.926,1036,
1294.015,1036,
1291.105,1040.4027,
1288.194,1048.1887,
1285.283,1042.84,
1282.373,1060.2499,
1279.462,1078.0391,
1276.552,1093.2205,
1273.641,1093.2322,
1270.731,1069.8836,
1267.820,1066.0244,
1264.909,1081.263,
1261.999,1026.2316,
1259.088,1059.9801,
1256.178,1083.4114,
1253.267,1077.7937,
1250.356,1086.5133,
1247.446,1072.0513,
1244.535,1060.4777,
1241.625,1052.5037,
1238.714,1037.3114,
1235.804,1039.7476,
1232.893,1050.7427,
1229.982,1082.7121,
1227.072,1044.689,
1224.161,1042,
1221.251,1033.0659,
1218.340,1013.1569,
1215.430,1025.4709,
1212.519,1026.2479,
1209.608,1013.4419,
1206.698,1017.0423,
1203.787,995.94474,
1200.877,1038.8328,
1197.966,1036.1354,
1195.055,1008.696,
1192.145,1079.8857,
1189.234,1108.244,
1186.324,1106.727,
1183.413,1122.1066,
1180.503,1144.6627,
1177.592,1128.434,
1174.681,1079.7877,
1171.771,1099.2473,
1168.860,1109.9643,
1165.950,1130.3509,
1163.039,1092.3974,
1160.129,1082.8478,
1157.218,1115.4405,
1154.307,1129.901,
1151.397,1103.3932,
1148.486,1094.0519,
1145.576,1083.2313,
1142.665,1088.5588,
1139.754,1097.9499,
1136.844,1124.5106,
1133.933,1132.654,
1131.023,1098.8975,
1128.112,1073.7127,
1125.202,1095.657,
1122.291,1103.7493,
1119.380,1101.8181,
1116.470,1083.285,
1113.559,1082.5465,
1110.649,1068.5934,
1107.738,1092.0774,
1104.828,1097.3628,
1101.917,1067,
1099.006,1071.3813,
1096.096,1088.291,
1093.185,1027.7088,
1090.275,1054.5615,
1087.364,1079.1531,
1084.453,1081.3754,
1081.543,1080.0675,
1078.632,1105.3108,
1075.722,1150.8716,
1072.811,1142.8353,
1069.901,1098.299,
1066.990,1106.3166,
1064.079,1098.1118,
1061.169,1096.3138,
1058.258,1096.4591,
1055.348,1105.3463,
1052.437,1123.6848,
1049.527,1068.551,
1046.616,1134.5821,
1043.705,1133.5216,
1040.795,1130.3615,
1037.884,1117.8623,
1034.974,1112.3312,
1032.063,1128.4844,
1029.153,1145.0652,
1026.242,1137.2806,
1023.331,1099.5024,
1020.421,1148.4652,
1017.510,1162.3548,
1014.600,1154.4229,
1011.689,1148.4434,
1008.778,1136.3983,
1005.868,1161.8687,
1002.957,1147.2427,
1000.047,1180.672,
997.136,1188.1267,
994.226,1212.9995,
991.315,1245.9554,
988.404,1231.8663,
985.494,1194.7123,
982.583,1181.864,
979.673,1173.4152,
976.762,1183.9162,
973.852,1190.3479,
970.941,1176.3303,
968.030,1158.9654,
965.120,1204.0752,
962.209,1221.9786,
959.299,1208.002,
956.388,1195.4004,
953.477,1192.6441,
950.567,1202.5813,
947.656,1224.1114,
944.746,1224.961,
941.835,1224.1902,
938.925,1243.0835,
936.014,1249.965,
933.103,1237.8195,
930.193,1220.0012,
927.282,1214.5335,
924.372,1187.4741,
921.461,1242.912,
918.551,1233.2105,
915.640,1209.3002,
912.729,1203.7797,
909.819,1200.5602,
906.908,1242.6815,
903.998,1196.4828,
901.087,1189.7286,
898.176,1203.4983,
895.266,1233.4091,
892.355,1270.487,
889.445,1257.0588,
886.534,1249.4862,
883.624,1268.185,
880.713,1295.8625,
877.802,1289.03,
874.892,1225.2476,
871.981,1137.6993,
869.071,955.57929,
866.160,959.8779,
863.250,1068.7839,
860.339,1181.28,
857.428,1245.9656,
854.518,1303.7483,
851.607,1260.4807,
848.697,1176.6523,
845.786,1115.5327,
842.875,1109.1765,
839.965,1165.8113,
837.054,1270.4094,
834.144,1306.8745,
831.233,1325.9991,
828.323,1321.1194,
825.412,1322.2346,
822.501,1346.5106,
819.591,1338.2466,
816.680,1358.8334,
813.770,1364,
810.859,1331.5107,
807.949,1295.8586,
805.038,1307.3938,
802.127,1318.9176,
799.217,1311.8007,
796.306,1303.3243,
793.396,1300.168,
790.485,1305.1587,
787.574,1317.218,
784.664,1322.9587,
781.753,1349.4974,
778.843,1347.7876,
775.932,1344.7282,
773.022,1365.5477,
770.111,1330.3918,
767.200,1347.7941,
764.290,1340.1309,
761.379,1337.4835,
758.469,1345.861,
755.558,1335.0941,
752.648,1371.7512,
749.737,1365.2914,
746.826,1378.0475,
743.916,1397.9285,
741.005,1398.8954,
738.095,1477.6474,
735.184,1503.4464,
732.274,1456.8844,
729.363,1395.5508,
726.452,1362.1297,
723.542,1324.0882,
720.631,1328.8809,
717.721,1332.1457,
714.810,1348.9885,
711.899,1382.1485,
708.989,1412.8117,
706.078,1431.43,
703.168,1398.3523,
700.257,1378.1257,
697.347,1378.3484,
694.436,1358.7201,
691.525,1385.2457,
688.615,1383.4531,
685.704,1377.2732,
682.794,1384.8297,
679.883,1416.4233,
676.973,1403.6014,
674.062,1401.6381,
671.151,1392.7951,
668.241,1389.8152,
665.330,1416.2983,
662.420,1380.3553,
659.509,1397.7623,
656.598,1415.0292,
653.688,1431.6523,
650.777,1472.5959,
647.867,1431.1868,
644.956,1414.5702,
642.046,1379.3197,
639.135,1340.1922,
636.224,1356.3621,
633.314,1428.6105,
630.403,1441.0879,
627.493,1436.2319,
624.582,1424.7589,
621.672,1378.8232,
618.761,1402.8379,
615.850,1451.2221,
612.940,1490.8307,
610.029,1496.8978,
607.119,1454.2577,
604.208,1467.0403,
601.297,1478.9852,
598.387,1481.9936,
595.476,1478.9313,
592.566,1499.395,
589.655,1493.9295,
586.745,1477.7168,
583.834,1467.8308,
580.923,1485.1232,
578.013,1505.5263,
575.102,1509.2792,
572.192,1505.499,
569.281,1507.7488,
566.371,1545.3147,
563.460,1521.4867,
560.549,1526.0802,
557.639,1548.3713,
554.728,1562.4087,
551.818,1553.045,
548.907,1527.2329,
545.996,1510.8336,
543.086,1507.6579,
540.175,1501.4287,
537.265,1506.7942,
534.354,1500.4713,
531.444,1498.6878,
528.533,1519.3661,
525.622,1566.6989,
522.712,1538.7745,
519.801,1496.4335,
516.891,1473.9472,
513.980,1503.3704,
511.070,1516.5652,
508.159,1526.7308,
505.248,1535.2533,
502.338,1542.4067,
499.427,1556.2996,
496.517,1558.8687,
493.606,1559.346,
490.695,1560.9302,
487.785,1553.2322,
484.874,1554.5849,
481.964,1543.9569,
479.053,1523.6906,
476.143,1509.8672,
473.232,1509,
470.321,1509.4866,
467.411,1519.8771,
464.500,1548.4958,
461.590,1528.5865,
458.679,1519.6982,
455.769,1531.1779,
452.858,1560.4888,
449.947,1545.9741,
447.037,1519.3363,
444.126,1546.8848,
441.216,1611.5335,
438.305,1562.7699,
435.395,1558.6225,
432.484,1535.4116,
429.573,1499.935,
426.663,1495.3741,
423.752,1375.7413,
420.842,1171.9236,
417.931,956.95593,
415.020,837.13535,
412.110,1123.4504,
409.199,1340.0243,
406.289,1456.2299,
403.378,1459.6593,
400.468,1359.1121,
397.557,1370.1886,
394.646,1446.5536,
391.736,1544.4004,
388.825,1588.1458,
385.915,1606.8541,
383.004,1612,
380.094,1609.8118,
377.183,1566.9207,
374.272,1548.4866,
371.362,1550.6525,
368.451,1571.1884,
365.541,1607.2141,
362.630,1597.3353,
359.719,1575.6726,
356.809,1562.7281,
353.898,1558.2354,
350.988,1581.4119,
348.077,1596.1918,
345.167,1582.3784,
342.256,1589.8491,
339.345,1569.6798,
336.435,1550.2776,
333.524,1550.2719,
330.614,1527.172,
327.703,1547.2105,
324.793,1569.1331,
321.882,1558.0595,
318.971,1582.5931,
316.061,1590.0234,
313.150,1595.4667,
310.240,1616.2459,
307.329,1640.583,
304.418,1661.3988,
301.508,1694.4954,
298.597,1767.7967,
295.687,1737.429,
292.776,1720,
289.866,1722.6467,
286.955,1735.2051,
284.044,1751.5475,
281.134,1769.6275,
278.223,1781.2576,
275.313,1748.836,
272.402,1769.8834,
269.492,1780.1776,
266.581,1751.6955,
263.670,1649.5054,
260.760,1682.686,
257.849,1753.8579,
254.939,1793.4875,
252.028,1765.0462,
249.117,1775.0141,
246.207,1800.9471,
243.296,1804.6072,
240.386,1829.8137,
237.475,1838.0056,
234.565,1833.1059,
231.654,1852.8263,
228.743,1848.9448,
225.833,1833.2433,
222.922,1808.7917,
220.012,1761.4356,
217.101,1783.7851,
214.191,1815.5689,
211.280,1790.8352,
208.369,1760.7418,
205.459,1739.015,
202.548,1733.1421,
199.638,1768.6989,
196.727,1742.5795,
193.816,1737.5665,
190.906,1779.3685,
187.995,1675.833,
185.085,1682.0842,
182.174,1712.9376,
179.264,1653.6707,
176.353,1652.767,
173.442,1663.9763,
170.532,1664.3068,
167.621,1546.7878,
164.711,1480.3125,
161.800,1406.7285,
158.890,1282.9353,
155.979,1159.9143,
153.068,1059.5852,
150.158,966.44836,
147.247,822.13996,
144.337,684.60617,
141.426,538.88223,
138.516,376.86481,
135.605,259.60539,
132.694,177.67097,
129.784,121.24412,
126.873,71.18503,
123.963,54.171158,
121.052,41.351191,
118.141,22.075837,
115.231,21.28943,
112.320,20.576364,
109.410,19.454579,
106.499,16.605958,
103.589,10.95771,
100.678,7.2716217,
97.767,7.9825593,
94.857,7.307011,
91.946,9.0155544,
89.036,11.661306,
86.125,9.5336905,
83.215,7.4072389,
80.304,5.2817019,
77.393,3.1571921,
74.483,6.2756748,
71.572,5.1011831,
68.662,0.415605,
65.751,4.6543115,
62.840,6.963404,
59.930,6.5017104,
57.019,0.86105453,
54.109,-2.3886434,
51.198,-1.8887351,
48.288,2.9830127,
45.377,0.87287847,
42.466,0,
39.556,-0.23023716,
36.645,-1.6346176,
33.735,0.59624233,
30.824,1.0120172,
27.914,-5.29856,
25.003,-5.3773625,
22.092,-3.7083818,
19.182,-0.88558569,
16.271,2.611865,
13.361,8.2145798,
10.450,-20.85503,
7.539,-223.36649,
4.629,-559.97874,
1.718,-914.9479,
-1.192,-1204.96,
-4.103,-952.14165,
-7.013,-532.11886,
-9.924,1,
