,PLF76C~1,
2498.995,436.89022,
2496.084,454.10149,
2493.173,455.7697,
2490.263,461.25693,
2487.352,451.91673,
2484.442,459.1405,
2481.531,470.66228,
2478.621,481.46273,
2475.710,432.24305,
2472.799,476.66876,
2469.889,468.3293,
2466.978,481.42128,
2464.068,499.28245,
2461.157,482.22247,
2458.247,475.93369,
2455.336,487.57366,
2452.425,479.58724,
2449.515,496.15774,
2446.604,485.28513,
2443.694,494.27058,
2440.783,502.92342,
2437.872,496.56783,
2434.962,508.57086,
2432.051,494.28864,
2429.141,487.91042,
2426.230,488.54904,
2423.320,514.67528,
2420.409,508.54797,
2417.498,513.08848,
2414.588,496.79521,
2411.677,525.69168,
2408.767,497.66929,
2405.856,514.50354,
2402.946,527.7204,
2400.035,516.49001,
2397.124,521.22259,
2394.214,530.253,
2391.303,517.22866,
2388.393,519.32619,
2385.482,492.28498,
2382.571,509.62279,
2379.661,486.0609,
2376.750,527.65808,
2373.840,533.75631,
2370.929,548.66924,
2368.019,547.80233,
2365.108,552.31741,
2362.197,549.26405,
2359.287,526.92513,
2356.376,525.86619,
2353.466,558.13362,
2350.555,543.27001,
2347.645,553.93989,
2344.734,578.21145,
2341.823,570.09058,
2338.913,579.27648,
2336.002,577.06634,
2333.092,567.28912,
2330.181,594.37105,
2327.270,602.20503,
2324.360,580.66511,
2321.449,577.72195,
2318.539,584.81077,
2315.628,593.03408,
2312.718,588.15914,
2309.807,558.51452,
2306.896,584.65435,
2303.986,587.17362,
2301.075,590.06644,
2298.165,565.35514,
2295.254,612.64705,
2292.344,612.61361,
2289.433,611.24955,
2286.522,623.41517,
2283.612,606.93365,
2280.701,610.1261,
2277.791,627.15739,
2274.880,650.81313,
2271.969,617.13837,
2269.059,618.28101,
2266.148,629.60455,
2263.238,633.47345,
2260.327,645.94397,
2257.417,650.90778,
2254.506,660.63852,
2251.595,678.71123,
2248.685,670.09625,
2245.774,661.77608,
2242.864,651.78272,
2239.953,668.06115,
2237.043,668.7443,
2234.132,663.88794,
2231.221,682.11277,
2228.311,671.95749,
2225.400,669.77565,
2222.490,697.71858,
2219.579,683.5331,
2216.669,679.39169,
2213.758,688.92077,
2210.847,702.32335,
2207.937,706.75285,
2205.026,726.3199,
2202.116,714.39942,
2199.205,729.07406,
2196.294,739.44502,
2193.384,759.16354,
2190.473,761.29519,
2187.563,757.92334,
2184.652,766.97133,
2181.742,767.48933,
2178.831,787.03067,
2175.920,812.94423,
2173.010,836.75085,
2170.099,870.3383,
2167.189,906.86782,
2164.278,915.41269,
2161.368,982.01651,
2158.457,1025.1256,
2155.546,1075.0251,
2152.636,1125.0505,
2149.725,1166.0025,
2146.815,1252.1054,
2143.904,1251.7969,
2140.993,1305.1078,
2138.083,1318.2762,
2135.172,1330.9506,
2132.262,1349.4137,
2129.351,1350.0163,
2126.441,1293.6321,
2123.530,1278.6393,
2120.619,1250.1689,
2117.709,1188.4269,
2114.798,1127.1786,
2111.888,1058.1014,
2108.977,996.0869,
2106.067,967.25771,
2103.156,921.64291,
2100.245,901.83924,
2097.335,844.27291,
2094.424,833.89126,
2091.514,807.7244,
2088.603,795.8243,
2085.692,797.46607,
2082.782,795.04771,
2079.871,785.6603,
2076.961,816.61477,
2074.050,787.08712,
2071.140,807.49596,
2068.229,784.97657,
2065.318,785.27127,
2062.408,801.95065,
2059.497,774.63092,
2056.587,740.72415,
2053.676,755.74027,
2050.766,773.79727,
2047.855,766.50477,
2044.944,760.2596,
2042.034,794.29108,
2039.123,771.57534,
2036.213,778.85502,
2033.302,772.46213,
2030.391,778.33221,
2027.481,795.80175,
2024.570,776.11846,
2021.660,814.21418,
2018.749,795.19117,
2015.839,781.37238,
2012.928,796.28942,
2010.017,781.58836,
2007.107,796.75723,
2004.196,797.11313,
2001.286,795.99869,
1998.375,781.91634,
1995.465,777.30179,
1992.554,789.14548,
1989.643,770.60084,
1986.733,768.17939,
1983.822,757.84989,
1980.912,769.64726,
1978.001,768.56146,
1975.090,763.89026,
1972.180,774.28721,
1969.269,794.70547,
1966.359,785.84783,
1963.448,785.71912,
1960.538,791.12104,
1957.627,796.33321,
1954.716,767.73681,
1951.806,786.47758,
1948.895,772.11599,
1945.985,730.77696,
1943.074,755.48377,
1940.164,763.11523,
1937.253,753.88798,
1934.342,768.96911,
1931.432,760.82452,
1928.521,735.83527,
1925.611,718.34265,
1922.700,728.91229,
1919.790,768.18674,
1916.879,735.73473,
1913.968,745.85902,
1911.058,727.38552,
1908.147,762.21076,
1905.237,753.70585,
1902.326,740.83055,
1899.415,724.64691,
1896.505,688.06198,
1893.594,734.22872,
1890.684,747.16263,
1887.773,767.4433,
1884.863,791.97751,
1881.952,773.25271,
1879.041,747.23221,
1876.131,730.4737,
1873.220,713.92804,
1870.310,751.78973,
1867.399,743.06692,
1864.489,770.65387,
1861.578,784.73803,
1858.667,736.04864,
1855.757,750.04922,
1852.846,777.36731,
1849.936,763.20134,
1847.025,755.3397,
1844.114,778.25381,
1841.204,782.79808,
1838.293,782.89496,
1835.383,800.93247,
1832.472,805.71152,
1829.562,777.18255,
1826.651,815.37186,
1823.740,807.0282,
1820.830,806.67824,
1817.919,803.35999,
1815.009,825.84955,
1812.098,820.89863,
1809.188,814.24711,
1806.277,786.49469,
1803.366,812.15782,
1800.456,829.31466,
1797.545,835.76867,
1794.635,826.81003,
1791.724,843.34097,
1788.813,858.27166,
1785.903,839.66769,
1782.992,795.9748,
1780.082,736.61945,
1777.171,680.52809,
1774.261,639.00018,
1771.350,729.67178,
1768.439,856.64274,
1765.529,859.32681,
1762.618,852.50377,
1759.708,866.94025,
1756.797,877.4053,
1753.887,874.28462,
1750.976,863.33704,
1748.065,900.81355,
1745.155,904.79773,
1742.244,887.57791,
1739.334,886.24441,
1736.423,903.12544,
1733.512,912.05793,
1730.602,936.81154,
1727.691,945.64266,
1724.781,943.51527,
1721.870,913.9034,
1718.960,902.76384,
1716.049,958.92528,
1713.138,951.92009,
1710.228,956.70767,
1707.317,958.75957,
1704.407,958.875,
1701.496,993.51382,
1698.586,972.8514,
1695.675,1014.8533,
1692.764,1027.3422,
1689.854,998.2175,
1686.943,1015.2342,
1684.033,1020.7508,
1681.122,1053.3143,
1678.211,1042.9797,
1675.301,1077.7671,
1672.390,1133.9647,
1669.480,1163.8188,
1666.569,1156.7353,
1663.659,1146.6753,
1660.748,1194.7593,
1657.837,1188.8531,
1654.927,1188.2264,
1652.016,1202.9965,
1649.106,1208.8542,
1646.195,1249.4814,
1643.285,1315.194,
1640.374,1329.2304,
1637.463,1346.9198,
1634.553,1404.6434,
1631.642,1456.2876,
1628.732,1494.0231,
1625.821,1518.9744,
1622.911,1670.0185,
1620.000,1742.9553,
1617.089,1887.9496,
1614.179,1914.1982,
1611.268,2061.224,
1608.358,2175.5372,
1605.447,2243.1041,
1602.536,2311.1752,
1599.626,2297.4763,
1596.715,2345.7931,
1593.805,2295.4264,
1590.894,2264.2162,
1587.984,2244.4193,
1585.073,2266.5487,
1582.162,2204.919,
1579.252,2128.0475,
1576.341,2117.8803,
1573.431,2075.8004,
1570.520,2083.7488,
1567.610,2068.2668,
1564.699,2069.5754,
1561.788,2049.6358,
1558.878,2007.7851,
1555.967,1957.1991,
1553.057,1937.5992,
1550.146,1903.0751,
1547.235,1866.5265,
1544.325,1817.4188,
1541.414,1784.0946,
1538.504,1783.9578,
1535.593,1750.3564,
1532.683,1717.8471,
1529.772,1700.2941,
1526.861,1638.1027,
1523.951,1612.1383,
1521.040,1631.5702,
1518.130,1611.1213,
1515.219,1609.1154,
1512.309,1591.92,
1509.398,1570.0006,
1506.487,1554.8351,
1503.577,1586.5023,
1500.666,1510.33,
1497.756,1522.4852,
1494.845,1528.034,
1491.934,1483.9632,
1489.024,1510.913,
1486.113,1517.4383,
1483.203,1470.8021,
1480.292,1451.2988,
1477.382,1439.176,
1474.471,1433.8055,
1471.560,1453.9193,
1468.650,1450.2593,
1465.739,1437.1891,
1462.829,1433.4718,
1459.918,1394.6481,
1457.008,1382.6753,
1454.097,1396.3291,
1451.186,1371.993,
1448.276,1342.8163,
1445.365,1324.623,
1442.455,1331.4868,
1439.544,1400.5362,
1436.633,1361.1958,
1433.723,1374.881,
1430.812,1360.6534,
1427.902,1358.1907,
1424.991,1371.4594,
1422.081,1322.3312,
1419.170,1341.2046,
1416.259,1328.6737,
1413.349,1278.8053,
1410.438,1280.6697,
1407.528,1301.3936,
1404.617,1274.8216,
1401.707,1257.7642,
1398.796,1305.8854,
1395.885,1310.2959,
1392.975,1277.8553,
1390.064,1319.1628,
1387.154,1278.8178,
1384.243,1231.1524,
1381.332,1277.8469,
1378.422,1335.9521,
1375.511,1376.2337,
1372.601,1385.1691,
1369.690,1441.5945,
1366.780,1429.4901,
1363.869,1508.1463,
1360.958,1519.4083,
1358.048,1532.0142,
1355.137,1607.803,
1352.227,1669.1953,
1349.316,1683.3186,
1346.406,1707.202,
1343.495,1736.8854,
1340.584,1739.4813,
1337.674,1796.627,
1334.763,1828.2631,
1331.853,1838.4627,
1328.942,1877.122,
1326.032,1899.8187,
1323.121,1977.2305,
1320.210,2003.5409,
1317.300,2044.0108,
1314.389,2075.9862,
1311.479,2131.428,
1308.568,2212.961,
1305.657,2266.8469,
1302.747,2357.3072,
1299.836,2441.015,
1296.926,2435.815,
1294.015,2456.0402,
1291.105,2535.2432,
1288.194,2628.1455,
1285.283,2636.7029,
1282.373,2674.9061,
1279.462,2730.0705,
1276.552,2816.6627,
1273.641,2904.5777,
1270.731,2925.9944,
1267.820,2914.9911,
1264.909,2925.1825,
1261.999,2914.3397,
1259.088,2954.473,
1256.178,2882.3633,
1253.267,2775.51,
1250.356,2724.5256,
1247.446,2696.8599,
1244.535,2648.2055,
1241.625,2549.5122,
1238.714,2432.7206,
1235.804,2360.6761,
1232.893,2301.7625,
1229.982,2244.4764,
1227.072,2232.7073,
1224.161,2167.9967,
1221.251,2097.0588,
1218.340,2079.4662,
1215.430,2046.7418,
1212.519,2017.064,
1209.608,2002.1175,
1206.698,1974.7898,
1203.787,1968.4831,
1200.877,2000.7695,
1197.966,2031.3409,
1195.055,2101.9881,
1192.145,2152.9449,
1189.234,2202.8562,
1186.324,2264.3335,
1183.413,2271.9359,
1180.503,2235.5142,
1177.592,2217.4,
1174.681,2170.4675,
1171.771,2153.7514,
1168.860,2148.3928,
1165.950,2112.3983,
1163.039,2117.8431,
1160.129,2134.4924,
1157.218,2112.5501,
1154.307,2081.246,
1151.397,2076.4007,
1148.486,2059.9759,
1145.576,2056.1856,
1142.665,2086.3747,
1139.754,2066.0934,
1136.844,2081.8841,
1133.933,2071.5203,
1131.023,2061.1797,
1128.112,2082.3725,
1125.202,2106.1456,
1122.291,2084.7578,
1119.380,2105.1435,
1116.470,2132.5019,
1113.559,2184.5897,
1110.649,2149.1067,
1107.738,2136.8063,
1104.828,2142.6335,
1101.917,2119.6732,
1099.006,2082.7204,
1096.096,2068.305,
1093.185,2075.329,
1090.275,2086.3955,
1087.364,2099.853,
1084.453,2112.187,
1081.543,2120.9425,
1078.632,2128.9491,
1075.722,2140.5078,
1072.811,2152.4335,
1069.901,2160.2928,
1066.990,2195.6333,
1064.079,2220.2073,
1061.169,2228.9796,
1058.258,2231.5689,
1055.348,2230.0535,
1052.437,2224.1548,
1049.527,2238.2904,
1046.616,2171.3905,
1043.705,2241.7223,
1040.795,2225.2877,
1037.884,2217.0357,
1034.974,2227.1508,
1032.063,2224.9287,
1029.153,2242.1334,
1026.242,2277.5966,
1023.331,2313.0395,
1020.421,2323.3605,
1017.510,2352.8888,
1014.600,2400.6737,
1011.689,2438.1556,
1008.778,2438.8902,
1005.868,2409.8827,
1002.957,2410.7431,
1000.047,2525.899,
997.136,2607.6385,
994.226,2651.8286,
991.315,2662.828,
988.404,2627.0667,
985.494,2561.2586,
982.583,2578.3897,
979.673,2577.2168,
976.762,2582.9202,
973.852,2571.9626,
970.941,2549.8003,
968.030,2550.8867,
965.120,2584.875,
962.209,2584.875,
959.299,2617.4545,
956.388,2625.2754,
953.477,2604.0229,
950.567,2593.469,
947.656,2633.2119,
944.746,2643.4066,
941.835,2656.0222,
938.925,2635.1852,
936.014,2618.8284,
933.103,2606.7538,
930.193,2584.2842,
927.282,2553.6,
924.372,2548.5264,
921.461,2472.0258,
918.551,2430.3517,
915.640,2414.7757,
912.729,2393.9205,
909.819,2357.4319,
906.908,2369.2258,
903.998,2305.4505,
901.087,2342.978,
898.176,2361.4679,
895.266,2371.6799,
892.355,2426.3303,
889.445,2444.7942,
886.534,2442.3704,
883.624,2462.7328,
880.713,2460.1161,
877.802,2431.2002,
874.892,2371.0111,
871.981,2241.2573,
869.071,2172.7534,
866.160,2232.6308,
863.250,2348.7474,
860.339,2461.3884,
857.428,2518.0748,
854.518,2478.516,
851.607,2396.9732,
848.697,2323.7227,
845.786,2269.3698,
842.875,2313.0856,
839.965,2442.2342,
837.054,2444.2192,
834.144,2474.8831,
831.233,2489.541,
828.323,2505.7447,
825.412,2504.9965,
822.501,2481.7474,
819.591,2503.2338,
816.680,2496.6634,
813.770,2452.8993,
810.859,2410.7279,
807.949,2383.5359,
805.038,2369.2644,
802.127,2389.0194,
799.217,2343.9154,
796.306,2304.6046,
793.396,2289.2109,
790.485,2290.348,
787.574,2280.19,
784.664,2262.1475,
781.753,2257.533,
778.843,2279.9089,
775.932,2309.4305,
773.022,2325.8057,
770.111,2351.1506,
767.200,2325.4678,
764.290,2321.498,
761.379,2322.9057,
758.469,2329.0827,
755.558,2362.246,
752.648,2307.6676,
749.737,2297.5278,
746.826,2316.5238,
743.916,2333.6866,
741.005,2321.2243,
738.095,2306.6105,
735.184,2276.9877,
732.274,2206.9745,
729.363,2172.0314,
726.452,2220.0077,
723.542,2287.1874,
720.631,2259.5289,
717.721,2260.1862,
714.810,2278.1533,
711.899,2282.6472,
708.989,2230.1971,
706.078,2260.3245,
703.168,2256.945,
700.257,2258.9516,
697.347,2260.5718,
694.436,2220.4642,
691.525,2242.1669,
688.615,2244.9883,
685.704,2265.028,
682.794,2283.2794,
679.883,2252.2354,
676.973,2260.2491,
674.062,2276.5509,
671.151,2286.19,
668.241,2285.4925,
665.330,2277.5347,
662.420,2270.3461,
659.509,2293.6373,
656.598,2299.6528,
653.688,2294.166,
650.777,2310.2008,
647.867,2260.8285,
644.956,2238.1111,
642.046,2200.1947,
639.135,2174.6918,
636.224,2242.07,
633.314,2280.9729,
630.403,2292.6486,
627.493,2292.3387,
624.582,2290.2281,
621.672,2291.8121,
618.761,2281.9958,
615.850,2288.7928,
612.940,2307.4626,
610.029,2325.9022,
607.119,2314.0577,
604.208,2331.3353,
601.297,2325.9135,
598.387,2319.1809,
595.476,2337.6233,
592.566,2366.7449,
589.655,2321.3396,
586.745,2284.7617,
583.834,2292.1984,
580.923,2360.5433,
578.013,2305.6119,
575.102,2336.1885,
572.192,2374.1624,
569.281,2385.39,
566.371,2404.9556,
563.460,2361.725,
560.549,2343.8496,
557.639,2339.7723,
554.728,2329.0284,
551.818,2378.9686,
548.907,2405.7197,
545.996,2397.2131,
543.086,2374.7533,
540.175,2406.6777,
537.265,2382.8009,
534.354,2371.3699,
531.444,2377.6774,
528.533,2397.2128,
525.622,2387.9014,
522.712,2414.3924,
519.801,2444.7133,
516.891,2469.5092,
513.980,2497.3838,
511.070,2488.6054,
508.159,2515.3944,
505.248,2552.8793,
502.338,2562.6657,
499.427,2589.6798,
496.517,2652.3093,
493.606,2696.5575,
490.695,2693.3489,
487.785,2646.3917,
484.874,2689.9267,
481.964,2710.8153,
479.053,2692.6014,
476.143,2658.0431,
473.232,2650.1198,
470.321,2662.4723,
467.411,2663.4392,
464.500,2622.2713,
461.590,2677.4046,
458.679,2736.8986,
455.769,2771.2997,
452.858,2766.3638,
449.947,2751.8491,
447.037,2754.3358,
444.126,2774.5114,
441.216,2807.6374,
438.305,2835.0669,
435.395,2850.6765,
432.484,2876.8791,
429.573,2890.4973,
426.663,2828.9259,
423.752,2664.8635,
420.842,2431.9247,
417.931,2256.6981,
415.020,2326.4671,
412.110,2590.7925,
409.199,2782.7184,
406.289,2875.7416,
403.378,2853.8135,
400.468,2835.6697,
397.557,2864.323,
394.646,2926.7724,
391.736,3008.382,
388.825,3024.2209,
385.915,3028.875,
383.004,3042.5811,
380.094,3076.9902,
377.183,3079.2476,
374.272,3084.76,
371.362,3091.8183,
368.451,3102.5223,
365.541,3162.5652,
362.630,3146.6468,
359.719,3141.7766,
356.809,3193.4219,
353.898,3185.9339,
350.988,3194.1822,
348.077,3190.6778,
345.167,3161.2913,
342.256,3169.509,
339.345,3157.5263,
336.435,3150.982,
333.524,3167.0629,
330.614,3173.0241,
327.703,3205.1659,
324.793,3222.0166,
321.882,3187.9723,
318.971,3228.1183,
316.061,3268.244,
313.150,3311.8107,
310.240,3363.0167,
307.329,3365.5896,
304.418,3381.8334,
301.508,3394.3765,
298.597,3369.9428,
295.687,3384.806,
292.776,3407.8751,
289.866,3451.1387,
286.955,3556.7765,
284.044,3591.4825,
281.134,3611.7619,
278.223,3632.0485,
275.313,3667.4175,
272.402,3651.6389,
269.492,3629.8054,
266.581,3618.402,
263.670,3611.7854,
260.760,3695.0235,
257.849,3803.9269,
254.939,3892.7267,
252.028,3895.3227,
249.117,3910.4935,
246.207,3938.8608,
243.296,3981.319,
240.386,3940.8186,
237.475,3905.3494,
234.565,3892.0515,
231.654,3924.9188,
228.743,3883.5441,
225.833,3849.3995,
222.922,3854.4718,
220.012,3888.7139,
217.101,3882.6999,
214.191,3866.1864,
211.280,3870.5511,
208.369,3858.0915,
205.459,3879.024,
202.548,3908.5936,
199.638,3843.2852,
196.727,3896.716,
193.816,3967.2476,
190.906,4017.7892,
187.995,4043.8541,
185.085,4071.3164,
182.174,4108.9169,
179.264,4171.7975,
176.353,4203.8654,
173.442,4225.1262,
170.532,4234.5147,
167.621,4205.6757,
164.711,4089.0825,
161.800,3932.6288,
158.890,3762.0533,
155.979,3527.2354,
153.068,3266.2756,
150.158,2965.0067,
147.247,2554.338,
144.337,2120.4845,
141.426,1684.5103,
138.516,1255.8093,
135.605,903.27528,
132.694,616.20165,
129.784,395.64908,
126.873,266.21058,
123.963,181.82985,
121.052,123.99383,
118.141,89.01263,
115.231,70.400171,
112.320,60.75682,
109.410,55.147895,
106.499,40.90479,
103.589,33.392964,
100.678,30.418243,
97.767,31.840119,
94.857,29.796033,
91.946,28.068778,
89.036,25.294429,
86.125,15.365555,
83.215,13.40592,
80.304,14.593298,
77.393,16.717808,
74.483,14.25446,
71.572,12.512648,
68.662,12.290605,
65.751,16.529311,
62.840,14.984788,
59.930,11.687714,
57.019,10.982632,
54.109,10.277839,
51.198,11.081437,
48.288,13.863675,
45.377,12.456919,
42.466,11.875,
39.556,11.759881,
36.645,11.057691,
33.735,13.471242,
30.824,13.224356,
27.914,4.8102534,
25.003,2.629725,
22.092,6.7185684,
19.182,17.286892,
16.271,29.877714,
13.361,94.300575,
10.450,188.37473,
7.539,260.99953,
4.629,169.38146,
1.718,-24.141983,
-1.192,-317.63983,
-4.103,-249.99818,
-7.013,-125.57684,
-9.924,3.875,
