,PLB8A0~1,
2205.026,259.83324,
2202.116,259.61572,
2199.205,263.04918,
2196.294,264.32604,
2193.384,261.73651,
2190.473,265.5,
2187.563,292.413,
2184.652,275.25306,
2181.742,283.04589,
2178.831,289.30155,
2175.920,295.24317,
2173.010,281.92347,
2170.099,310.02928,
2167.189,293.69374,
2164.278,322.11407,
2161.368,332.35704,
2158.457,350.1742,
2155.546,373.74231,
2152.636,378.28723,
2149.725,408.62749,
2146.815,423.19968,
2143.904,432.99443,
2140.993,424.15603,
2138.083,448.61849,
2135.172,446.15534,
2132.262,438.76584,
2129.351,438.70341,
2126.441,436.5,
2123.530,417.5449,
2120.619,417.50934,
2117.709,387.75362,
2114.798,367.11915,
2111.888,341.66311,
2108.977,334.22186,
2106.067,344.3254,
2103.156,325.38396,
2100.245,319.49184,
2097.335,305.41623,
2094.424,299.17545,
2091.514,302.71235,
2088.603,293.80417,
2085.692,265.63024,
2082.782,290.78891,
2079.871,289.42766,
2076.961,300.46675,
2074.050,296.35455,
2071.140,293.82181,
2068.229,296.58854,
2065.318,292.22774,
2062.408,291.33358,
2059.497,283.86307,
2056.587,284.97653,
2053.676,292.13323,
2050.766,305.42227,
2047.855,279.41456,
2044.944,277.29807,
2042.034,279.89303,
2039.123,284.08249,
2036.213,297.88662,
2033.302,287.21735,
2030.391,279.83925,
2027.481,294.58518,
2024.570,298.9715,
2021.660,310.73132,
2018.749,282.8799,
2015.839,293.30709,
2012.928,301.48826,
2010.017,309.87676,
2007.107,299.38223,
2004.196,294.10716,
2001.286,311.79326,
1998.375,309.36614,
1995.465,302.92679,
1992.554,295.4883,
1989.643,313.80873,
1986.733,305.0886,
1983.822,316.91063,
1980.912,319.57873,
1978.001,291.34786,
1975.090,283.06337,
1972.180,291.22474,
1969.269,288.46266,
1966.359,285.01343,
1963.448,301.22392,
1960.538,308.5,
1957.627,312.06657,
1954.716,284.33308,
1951.806,313.59936,
1948.895,309.76122,
1945.985,277.03595,
1943.074,301.65868,
1940.164,296.29801,
1937.253,287.91745,
1934.342,286.51711,
1931.432,289.65457,
1928.521,309.98187,
1925.611,282.2991,
1922.700,291.24309,
1919.790,278.55224,
1916.879,263.40674,
1913.968,315.43483,
1911.058,270.94446,
1908.147,304.57006,
1905.237,298.30147,
1902.326,301.45555,
1899.415,293.47314,
1896.505,280.34368,
1893.594,308.68898,
1890.684,294.5,
1887.773,299.69814,
1884.863,314.34282,
1881.952,301.66769,
1879.041,285.9351,
1876.131,298.15882,
1873.220,265.76092,
1870.310,302.27123,
1867.399,309.43603,
1864.489,307.2274,
1861.578,298.44521,
1858.667,282.46105,
1855.757,307.09427,
1852.846,315.00769,
1849.936,309.22173,
1847.025,295.73113,
1844.114,322.94944,
1841.204,317.45805,
1838.293,304.48503,
1835.383,335.35998,
1832.472,333.92957,
1829.562,317.94479,
1826.651,331.5431,
1823.740,310.10914,
1820.830,306.44494,
1817.919,305.24249,
1815.009,326.76208,
1812.098,321.52363,
1809.188,365.52315,
1806.277,302.00497,
1803.366,330.683,
1800.456,342.21444,
1797.545,354.22342,
1794.635,348.53295,
1791.724,327.34468,
1788.813,337.12006,
1785.903,392.69966,
1782.992,349.30768,
1780.082,305.05681,
1777.171,329.49625,
1774.261,310.7549,
1771.350,323.87051,
1768.439,348.41376,
1765.529,342.50094,
1762.618,350.91563,
1759.708,359.6305,
1756.797,366.03788,
1753.887,341.1137,
1750.976,336.83115,
1748.065,384.98079,
1745.155,364.42934,
1742.244,362.67478,
1739.334,369.70706,
1736.423,363.96729,
1733.512,371.95938,
1730.602,389.71232,
1727.691,396.03532,
1724.781,369.7564,
1721.870,372.1572,
1718.960,362.16652,
1716.049,402.28771,
1713.138,395.96507,
1710.228,353.46634,
1707.317,395.26686,
1704.407,397.00801,
1701.496,407.43857,
1698.586,395.56422,
1695.675,413.21417,
1692.764,412.60656,
1689.854,410.58661,
1686.943,402.76981,
1684.033,429.80459,
1681.122,430.5,
1678.211,433.47145,
1675.301,472.37975,
1672.390,481.37738,
1669.480,440.70055,
1666.569,465.27147,
1663.659,447.36934,
1660.748,440.84972,
1657.837,508.51586,
1654.927,464.57029,
1652.016,467.71869,
1649.106,476.79377,
1646.195,488.81169,
1643.285,502.04688,
1640.374,525.62543,
1637.463,532.3647,
1634.553,578.59855,
1631.642,518.81488,
1628.732,547.5237,
1625.821,551.54253,
1622.911,616.13372,
1620.000,658.95825,
1617.089,667.3408,
1614.179,731.63873,
1611.268,735.42564,
1608.358,786.97155,
1605.447,826.27173,
1602.536,844.34208,
1599.626,827.10134,
1596.715,838.20642,
1593.805,807.30405,
1590.894,796.45464,
1587.984,800.69655,
1585.073,832.1294,
1582.162,812.45342,
1579.252,787.04247,
1576.341,773.6883,
1573.431,750.3543,
1570.520,751.37939,
1567.610,719.22496,
1564.699,718.37545,
1561.788,711.2325,
1558.878,709.23105,
1555.967,711.16066,
1553.057,707.67245,
1550.146,712.25998,
1547.235,724.76457,
1544.325,689.78171,
1541.414,663.90057,
1538.504,665.41718,
1535.593,645.94491,
1532.683,646.87577,
1529.772,651.68151,
1526.861,631.10931,
1523.951,624.55471,
1521.040,616.69399,
1518.130,621.77557,
1515.219,606.97966,
1512.309,614.04053,
1509.398,603.72238,
1506.487,614.77563,
1503.577,607.23836,
1500.666,581.71653,
1497.756,580.53453,
1494.845,639.01864,
1491.934,579.64488,
1489.024,623.91956,
1486.113,606.02847,
1483.203,599.17099,
1480.292,576.4387,
1477.382,550.6773,
1474.471,551.63903,
1471.560,578.89831,
1468.650,568.00179,
1465.739,586.04108,
1462.829,590.16047,
1459.918,555.98044,
1457.008,558.36184,
1454.097,564.86231,
1451.186,536.35106,
1448.276,540.10362,
1445.365,546.31754,
1442.455,507.42627,
1439.544,524.01315,
1436.633,519.68569,
1433.723,575.61557,
1430.812,596.17011,
1427.902,579.3647,
1424.991,573.67813,
1422.081,523.03876,
1419.170,559.9749,
1416.259,531.66729,
1413.349,518.96855,
1410.438,558.787,
1407.528,579.71871,
1404.617,549.20795,
1401.707,527.02994,
1398.796,560.06984,
1395.885,579.13765,
1392.975,556.97927,
1390.064,576.80408,
1387.154,589.19928,
1384.243,522.26099,
1381.332,586.48796,
1378.422,608.51949,
1375.511,570.11147,
1372.601,560.2843,
1369.690,621.22002,
1366.780,599.02656,
1363.869,629.72976,
1360.958,631.95589,
1358.048,648.04585,
1355.137,691.36125,
1352.227,701.85939,
1349.316,695.77604,
1346.406,712.22275,
1343.495,696.54526,
1340.584,662.14253,
1337.674,690.78966,
1334.763,750.3003,
1331.853,718.77444,
1328.942,730.84196,
1326.032,751.25927,
1323.121,784.39761,
1320.210,780.51566,
1317.300,782.94371,
1314.389,776.65253,
1311.479,793.77163,
1308.568,832.21838,
1305.657,836.30958,
1302.747,867.96501,
1299.836,951.60061,
1296.926,860.39731,
1294.015,879.7031,
1291.105,928.04926,
1288.194,948.87737,
1285.283,976.1281,
1282.373,985.5,
1279.462,985.5,
1276.552,994.32681,
1273.641,1019.6843,
1270.731,1037.1492,
1267.820,1027.8096,
1264.909,1061.7969,
1261.999,1078.4001,
1259.088,1075.6638,
1256.178,1045.524,
1253.267,1000.6058,
1250.356,991.20902,
1247.446,991.91327,
1244.535,968.70542,
1241.625,926.12228,
1238.714,886.29097,
1235.804,863.68445,
1232.893,871.5,
1229.982,870.42677,
1227.072,838.74084,
1224.161,816.32791,
1221.251,828.13469,
1218.340,813.41783,
1215.430,799.74732,
1212.519,792.97241,
1209.608,790.68938,
1206.698,789.09556,
1203.787,767.81156,
1200.877,769.33284,
1197.966,766.63536,
1195.055,817.69492,
1192.145,817.48388,
1189.234,848.2372,
1186.324,877.95564,
1183.413,872.92638,
1180.503,865.62943,
1177.592,880.53015,
1174.681,856.86644,
1171.771,852.68545,
1168.860,860.72325,
1165.950,828.44213,
1163.039,814.91278,
1160.129,831.96522,
1157.218,842.61558,
1154.307,837.64487,
1151.397,833.19661,
1148.486,831.74785,
1145.576,843.49776,
1142.665,820.41203,
1139.754,818.5,
1136.844,805.89455,
1133.933,785.25084,
1131.023,793.38383,
1128.112,831.64037,
1125.202,849.69811,
1122.291,816.26822,
1119.380,863.25748,
1116.470,838.54669,
1113.559,842.45924,
1110.649,844.5,
1107.738,846.10745,
1104.828,849.1644,
1101.917,842.32801,
1099.006,818.57221,
1096.096,809.60751,
1093.185,811.36351,
1090.275,823.63905,
1087.364,825.81388,
1084.453,814.25071,
1081.543,815.57908,
1078.632,834.45449,
1075.722,844.86715,
1072.811,834.36873,
1069.901,846.59438,
1066.990,862.8583,
1064.079,873.30514,
1061.169,891.96443,
1058.258,890.94846,
1055.348,876.32146,
1052.437,887.13988,
1049.527,895.33217,
1046.616,890.98802,
1043.705,887.41694,
1040.795,884.58449,
1037.884,878.94836,
1034.974,868.54124,
1032.063,860.88453,
1029.153,873.1738,
1026.242,912.09684,
1023.331,923.49936,
1020.421,922.01449,
1017.510,934.5069,
1014.600,933.65796,
1011.689,928.33267,
1008.778,954.03389,
1005.868,945.47683,
1002.957,942.89577,
1000.047,1005.836,
997.136,1038.3099,
994.226,1024.4234,
991.315,1000.4134,
988.404,999.90591,
985.494,986.53836,
982.583,988.25147,
979.673,1017.0342,
976.762,1004.603,
973.852,997.78222,
970.941,1002.3869,
968.030,992.56369,
965.120,1032.4141,
962.209,1011.9531,
959.299,1022.665,
956.388,1014.5009,
953.477,1002.2669,
950.567,1005.2056,
947.656,1017.0517,
944.746,1006.0074,
941.835,1009.5491,
938.925,1012.4742,
936.014,1029.1806,
933.103,1033.201,
930.193,1012.8995,
927.282,1013.9959,
924.372,1004.6942,
921.461,972.57119,
918.551,967.30933,
915.640,971.5,
912.729,975.52534,
909.819,982.49663,
906.908,952.16933,
903.998,939.3649,
901.087,966.41579,
898.176,983.9772,
895.266,983.8652,
892.355,984.69884,
889.445,996.44858,
886.534,1004.8487,
883.624,998.42601,
880.713,987.35502,
877.802,962.08824,
874.892,918.49151,
871.981,877.84898,
869.071,850.28035,
866.160,864.81887,
863.250,952.13042,
860.339,1018.1304,
857.428,1005.2477,
854.518,989.7909,
851.607,930.71398,
848.697,947.32487,
845.786,949.12068,
842.875,954.88013,
839.965,982.60192,
837.054,978.86283,
834.144,1011.1842,
831.233,1019.4999,
828.323,1020.0054,
825.412,1012.0949,
822.501,1001.1171,
819.591,1026.7355,
816.680,996.24995,
813.770,999.15054,
810.859,1000.9876,
807.949,996.32683,
805.038,996.70796,
802.127,981.89167,
799.217,968.57374,
796.306,955.98642,
793.396,953.39317,
790.485,955.49897,
787.574,939.69042,
784.664,918.3675,
781.753,943.35231,
778.843,973.18263,
775.932,981.16681,
773.022,965.16275,
770.111,982.33189,
767.200,955.33144,
764.290,956.9018,
761.379,970.01415,
758.469,984.35947,
755.558,1005.3816,
752.648,967.90984,
749.737,986.61157,
746.826,1002.8311,
743.916,1006.0584,
741.005,1011.7184,
738.095,1049.0648,
735.184,1013.4567,
732.274,947.53975,
729.363,910.56953,
726.452,937.75567,
723.542,1000.079,
720.631,966.03759,
717.721,965.38407,
714.810,970.07389,
711.899,960.36137,
708.989,942.60902,
706.078,970.5456,
703.168,962.9267,
700.257,969.59031,
697.347,985.32684,
694.436,959.6964,
691.525,966.93064,
688.615,948.37484,
685.704,941.24863,
682.794,953.11696,
679.883,972.18482,
676.973,987.41087,
674.062,998.15698,
671.151,1007.3216,
668.241,1000.8728,
665.330,961.18069,
662.420,975.55786,
659.509,972.78562,
656.598,982.91525,
653.688,997.96953,
650.777,990.14806,
647.867,1009.2599,
644.956,989.35315,
642.046,953.77009,
639.135,933.09397,
636.224,965.42838,
633.314,951.13749,
630.403,964.64511,
627.493,996.47187,
624.582,1018.0823,
621.672,971.35463,
618.761,984.69879,
615.850,979.58222,
612.940,994.72436,
610.029,1030.0304,
607.119,973.17697,
604.208,988.8004,
601.297,1004.4792,
598.387,1021.2455,
595.476,1044.4601,
592.566,1033.4411,
589.655,1003.6407,
586.745,998.48128,
583.834,1018.5267,
580.923,1043.3389,
578.013,1016.6579,
575.102,1009.5,
572.192,1012.3583,
569.281,1018.4842,
566.371,1023.9626,
563.460,1009.6852,
560.549,1018.1184,
557.639,1025.9802,
554.728,1005.6971,
551.818,1008.8183,
548.907,1021.6883,
545.996,1034.1655,
543.086,1038.3125,
540.175,1023.5182,
537.265,1005.1173,
534.354,1014.5541,
531.444,1033.8439,
528.533,1041.0653,
525.622,1020.8906,
522.712,1035.9161,
519.801,1040.0986,
516.891,1037.6119,
513.980,1092.5869,
511.070,1053.1261,
508.159,1061.2437,
505.248,1081.2366,
502.338,1054.3359,
499.427,1082.8937,
496.517,1130.0959,
493.606,1155.1161,
490.695,1144.0721,
487.785,1140.9929,
484.874,1136.6227,
481.964,1144.882,
479.053,1150.6748,
476.143,1113.8126,
473.232,1110.0612,
470.321,1118.2584,
467.411,1122.9413,
464.500,1109.6939,
461.590,1117.3513,
458.679,1145.3638,
455.769,1163.9795,
452.858,1155.4777,
449.947,1126.4483,
447.037,1135.669,
444.126,1156.2212,
441.216,1176.7489,
438.305,1189.7017,
435.395,1175.7647,
432.484,1181.6696,
429.573,1192.9799,
426.663,1156.4932,
423.752,1080.9684,
420.842,1002.0047,
417.931,940.32875,
415.020,922.12815,
412.110,1053.922,
409.199,1123.5269,
406.289,1152.8794,
403.378,1175.7228,
400.468,1241.4944,
397.557,1202.8587,
394.646,1183.939,
391.736,1284.993,
388.825,1269.1541,
385.915,1253.3239,
383.004,1249.4964,
380.094,1263.5019,
377.183,1243.9375,
374.272,1246.6417,
371.362,1248.7908,
368.451,1237.6368,
365.541,1239.8884,
362.630,1261.8034,
359.719,1276.5403,
356.809,1268.0954,
353.898,1244.8827,
350.988,1252.6047,
348.077,1265.952,
345.167,1269.6514,
342.256,1272.6396,
339.345,1280.4086,
336.435,1287.6104,
333.524,1291.3691,
330.614,1318.9398,
327.703,1316.2051,
324.793,1293.126,
321.882,1257.5883,
318.971,1294.017,
316.061,1323.591,
313.150,1343.1167,
310.240,1348.3115,
307.329,1342.7829,
304.418,1335.0286,
301.508,1329.2877,
298.597,1332.2494,
295.687,1370.4255,
292.776,1383.5,
289.866,1385.53,
286.955,1428.3761,
284.044,1413.6275,
281.134,1412.2383,
278.223,1429.8533,
275.313,1425.4322,
272.402,1388.484,
269.492,1380.8775,
266.581,1417.8725,
263.670,1381.1135,
260.760,1442.5889,
257.849,1498.2349,
254.939,1468.8796,
252.028,1469.2238,
249.117,1471.7841,
246.207,1478.8564,
243.296,1495.6933,
240.386,1489.0111,
237.475,1487.9577,
234.565,1496.3759,
231.654,1514.6354,
228.743,1498.3621,
225.833,1481.6706,
222.922,1476.8545,
220.012,1463.0119,
217.101,1483.0358,
214.191,1498.6648,
211.280,1465.929,
208.369,1527.4173,
205.459,1513.784,
202.548,1449.5084,
199.638,1466.9239,
196.727,1494.7011,
193.816,1511.2959,
190.906,1509.1349,
187.995,1527.2355,
185.085,1511.7486,
182.174,1506.3048,
179.264,1575.6903,
176.353,1587.9855,
173.442,1577.8105,
170.532,1558.0202,
167.621,1579.6495,
164.711,1513.4972,
161.800,1435.2287,
158.890,1396.3634,
155.979,1276.7296,
153.068,1162.7662,
150.158,1056.5443,
147.247,951.00534,
144.337,787.53254,
141.426,610.53422,
138.516,438.48032,
135.605,303.40683,
132.694,202.72796,
129.784,132.27719,
126.873,90.084525,
123.963,70.687667,
121.052,55.984348,
118.141,39.564602,
115.231,27.420304,
112.320,26.312723,
109.410,29.727382,
106.499,20.469364,
103.589,11.216692,
100.678,7.4013519,
97.767,12.377915,
94.857,12.5,
91.946,12.096889,
89.036,10.596817,
86.125,4.9231746,
83.215,5.6236814,
80.304,6.7817019,
77.393,4.6571921,
74.483,7.1205398,
71.572,8.5,
68.662,8.22293,
65.751,5.3971257,
62.840,5.945106,
59.930,7.1254276,
57.019,5.7152636,
54.109,4.9028392,
51.198,4.8016093,
48.288,5.4716878,
45.377,1.9547975,
42.466,2.1488774,
39.556,4.0395257,
36.645,1.2307648,
33.735,5.1732362,
30.824,6.6284693,
27.914,-2.4868088,
25.003,-6.6131874,
22.092,-3.9793362,
19.182,5.5457657,
16.271,6.944746,
13.361,27.729983,
10.450,33.264895,
7.539,-95.923448,
4.629,-290.59339,
1.718,-511.20436,
-1.192,-738.47348,
-4.103,-528.07822,
-7.013,-259.18759,
-9.924,2.5,
