,PL8EC1~1,
976.762,1521.6363,
973.852,1530.3892,
970.941,1549.6556,
968.030,1567.7651,
965.120,1538.875,
962.209,1538.875,
959.299,1548.0822,
956.388,1565.3141,
953.477,1573.4088,
950.567,1569.0907,
947.656,1572.6684,
944.746,1616.8453,
941.835,1581.6236,
938.925,1596.5648,
936.014,1594.7119,
933.103,1577.3441,
930.193,1566.8799,
927.282,1548.996,
924.372,1514.3262,
921.461,1506.193,
918.551,1463.0478,
915.640,1437.1244,
912.729,1446.632,
909.819,1454.7621,
906.908,1438.756,
903.998,1417.9909,
901.087,1449.1559,
898.176,1468.4434,
895.266,1472.5882,
892.355,1489.2727,
889.445,1512.7722,
886.534,1523.7283,
883.624,1530.5848,
880.713,1559.4135,
877.802,1578.9693,
874.892,1569.3458,
871.981,1575.441,
869.071,1557.0619,
866.160,1567.6742,
863.250,1581.2138,
860.339,1569.2603,
857.428,1537.0229,
854.518,1541.0084,
851.607,1511.0539,
848.697,1532.0121,
845.786,1512.737,
842.875,1503.4497,
839.965,1533.768,
837.054,1505.9959,
834.144,1516.7697,
831.233,1501.5429,
828.323,1481.9944,
825.412,1474.7386,
822.501,1478.7047,
819.591,1455.5655,
816.680,1442.0545,
813.770,1442.634,
810.859,1415.9956,
807.949,1385.0092,
805.038,1395.1781,
802.127,1389.4162,
799.217,1370.2402,
796.306,1376.9292,
793.396,1375.5848,
790.485,1357.4538,
787.574,1356.56,
784.664,1374.6025,
781.753,1377.204,
778.843,1369.0337,
775.932,1373.2205,
773.022,1404.2985,
770.111,1426.3731,
767.200,1416.4553,
764.290,1395.5387,
761.379,1379.7241,
758.469,1376.1306,
755.558,1380.6562,
752.648,1373.3248,
749.737,1350.333,
746.826,1317.895,
743.916,1308.9531,
741.005,1337.7875,
738.095,1248.481,
735.184,1170.6594,
732.274,1107.5881,
729.363,1122.6197,
726.452,1231.0542,
723.542,1309.5654,
720.631,1323.814,
717.721,1344.6332,
714.810,1357.4943,
711.899,1371.1721,
708.989,1432.4984,
706.078,1352.7447,
703.168,1348.0555,
700.257,1345.4978,
697.347,1327.6576,
694.436,1327.8788,
691.525,1364.8538,
688.615,1359.039,
685.704,1342.2411,
682.794,1325.258,
679.883,1306.6587,
676.973,1301.8505,
674.062,1305.3416,
671.151,1297.3551,
668.241,1296.7404,
665.330,1336.6271,
662.420,1310.2689,
659.509,1308.0497,
656.598,1312.9042,
653.688,1319.6355,
650.777,1329.28,
647.867,1341.225,
644.956,1325.3005,
642.046,1311.802,
639.135,1314.9537,
636.224,1337.871,
633.314,1337.0771,
630.403,1345.1519,
627.493,1352.4113,
624.582,1358.583,
621.672,1375.2149,
618.761,1384.2343,
615.850,1395.6908,
612.940,1404.9242,
610.029,1407.8228,
607.119,1401.5058,
604.208,1409.3952,
601.297,1415.8661,
598.387,1412.2825,
595.476,1396.3207,
592.566,1401.0431,
589.655,1388.2693,
586.745,1373.0636,
583.834,1353.6525,
580.923,1321.0835,
578.013,1355.6118,
575.102,1369.4637,
572.192,1368.9449,
569.281,1362.0156,
566.371,1362.7982,
563.460,1343.8274,
560.549,1365.599,
557.639,1396.875,
554.728,1397.2692,
551.818,1403.5117,
548.907,1401.8279,
545.996,1406.8732,
543.086,1417.5395,
540.175,1415.9822,
537.265,1403.5623,
534.354,1414.4274,
531.444,1440.464,
528.533,1467.1024,
525.622,1456.2392,
522.712,1469.6506,
519.801,1495.1502,
516.891,1521.5966,
513.980,1530.1138,
511.070,1573.8402,
508.159,1596.1731,
505.248,1609.888,
502.338,1638.3661,
499.427,1689.307,
496.517,1698.9154,
493.606,1700.5859,
490.695,1712.9775,
487.785,1735.3015,
484.874,1720.1345,
481.964,1714.8583,
479.053,1720.0364,
476.143,1712.3568,
473.232,1682.3794,
470.321,1684.9857,
467.411,1698.6087,
464.500,1694.8944,
461.590,1695.6601,
458.679,1693.6738,
455.769,1698.1763,
452.858,1712.6703,
449.947,1720.3097,
447.037,1730.3696,
444.126,1739.2023,
441.216,1746.8593,
438.305,1758.2883,
435.395,1759.2194,
432.484,1764.2928,
429.573,1772.0525,
426.663,1772.8126,
423.752,1793.1002,
420.842,1795.0247,
417.931,1794.8473,
415.020,1822.9066,
412.110,1858.9924,
409.199,1869.43,
406.289,1872.5325,
403.378,1889.8801,
400.468,1891.3921,
397.557,1886.7335,
394.646,1881.6057,
391.736,1880.1507,
388.825,1857.5237,
385.915,1830.1194,
383.004,1819.8702,
380.094,1841.0651,
377.183,1864.3918,
374.272,1928.4097,
371.362,1961.2756,
368.451,1926.4737,
365.541,1969.2542,
362.630,1954.1092,
359.719,1933.9468,
356.809,1939.5093,
353.898,1949.9925,
350.988,1970.2346,
348.077,1993.5873,
345.167,2014.0046,
342.256,1996.8221,
339.345,1980.1835,
336.435,1964.6007,
333.524,1952.6366,
330.614,2008.5233,
327.703,2023.8214,
324.793,2009.7588,
321.882,1974.9507,
318.971,2006.1753,
316.061,2052.0336,
313.150,2077.3274,
310.240,2040.2216,
307.329,2081.0386,
304.418,2066.4142,
301.508,2032.6165,
298.597,2046.6845,
295.687,2077.6736,
292.776,2084.7916,
289.866,2088.5758,
286.955,2153.5836,
284.044,2213.4749,
281.134,2270.2763,
278.223,2322.0485,
275.313,2357.4175,
272.402,2420.0608,
269.492,2475.4008,
266.581,2511.9229,
263.670,2554.5634,
260.760,2573.666,
257.849,2586.2907,
254.939,2604.6377,
252.028,2619.3519,
249.117,2612.9975,
246.207,2598.3068,
243.296,2596.1107,
240.386,2614.8118,
237.475,2612.9652,
234.565,2588.1233,
231.654,2551.6041,
228.743,2520.2849,
225.833,2490.6791,
222.922,2463.5545,
220.012,2478.1256,
217.101,2460.3021,
214.191,2439.2792,
211.280,2447.2813,
208.369,2392.7043,
205.459,2402.606,
202.548,2458.8778,
199.638,2464.683,
196.727,2490.6523,
193.816,2504.9617,
190.906,2495.875,
187.995,2495.875,
185.085,2520.9364,
182.174,2551.2256,
179.264,2559.8988,
176.353,2512.1758,
173.442,2505.9034,
170.532,2535.8184,
167.621,2475.2565,
164.711,2442.5824,
161.800,2391.7476,
158.890,2285.9476,
155.979,2172.0058,
153.068,2014.5156,
150.158,1814.2227,
147.247,1569.401,
144.337,1314.1249,
141.426,1046.0315,
138.516,762.14253,
135.605,523.13018,
132.694,353.4026,
129.784,238.42937,
126.873,154.04405,
123.963,105.00707,
121.052,72.659613,
118.141,51.956455,
115.231,37.663593,
112.320,31.875,
109.410,30.511447,
106.499,23.389895,
103.589,26.91729,
100.678,27.343918,
97.767,18.101729,
94.857,9.5591314,
91.946,10.30922,
89.036,15.971817,
86.125,10.298175,
83.215,12.591442,
80.304,15.396135,
77.393,13.979795,
74.483,13.219865,
71.572,12.512648,
68.662,11.390128,
65.751,6.44497,
62.840,7.2835099,
59.930,11.560576,
57.019,17.906314,
54.109,10.514748,
51.198,5.4782186,
48.288,6.8636751,
45.377,5.456919,
42.466,7.348316,
39.556,11.220356,
36.645,13.326926,
33.735,7.6440184,
30.824,1.875,
27.914,1.875,
25.003,1.2523625,
22.092,0.875,
19.182,1.0580629,
16.271,6.653984,
13.361,39.219974,
10.450,71.500199,
7.539,17.0316,
4.629,-173.19182,
1.718,-446.95788,
-1.192,-801.80445,
-4.103,-633.83301,
-7.013,-345.02588,
-9.924,0.875,
