,PL28A0~1,
Raman shift [1/cm],Intensity,
252.028,2660.2153,
249.117,2675.8092,
246.207,2675.0295,
243.296,2638.4276,
240.386,2635.153,
237.475,2627.0479,
234.565,2610.9692,
231.654,2594.9008,
228.743,2548.9228,
225.833,2507.4384,
222.922,2483.6846,
220.012,2466.1993,
217.101,2422.7149,
214.191,2378.036,
211.280,2359.8494,
208.369,2328.2234,
205.459,2341.0483,
202.548,2374.1016,
199.638,2325.4831,
196.727,2358.7162,
193.816,2410.6685,
190.906,2456.5858,
187.995,2430.5209,
185.085,2454.127,
182.174,2480.5099,
179.264,2443.6489,
176.353,2424.7621,
173.442,2424.8388,
170.532,2441.2641,
167.621,2456.4046,
164.711,2401.1108,
161.800,2321.9405,
158.890,2247.0888,
155.979,2122.306,
153.068,1970.8452,
150.158,1790.2907,
147.247,1559.828,
144.337,1323.3638,
141.426,1064.633,
138.516,772.8583,
135.605,540.8346,
132.694,368.09419,
129.784,242.54572,
126.873,145.28806,
123.963,100.46091,
121.052,69.318563,
118.141,38.620778,
115.231,39.921141,
112.320,35.840005,
109.410,28.818224,
106.499,25.257448,
103.589,27.301272,
100.678,24.882431,
97.767,12.796492,
94.857,14.578967,
91.946,15.5,
89.036,14.709715,
86.125,9.7452777,
83.215,7.9690796,
80.304,8.6971634,
77.393,12.238013,
74.483,9.8794602,
71.572,8.1376479,
68.662,7.4307325,
65.751,6.7242814,
62.840,7.945106,
59.930,8.7508552,
57.019,5.9305273,
54.109,9.6801259,
51.198,10.388735,
48.288,5.5113249,
45.377,6.918081,
42.466,7.9122193,
39.556,9.1907115,
36.645,13.403853,
33.735,9.3075153,
30.824,6.0462088,
27.914,10.954436,
25.003,6.5189002,
22.092,6.7290456,
19.182,13.797477,
16.271,22.890849,
13.361,100.6766,
10.450,226.53795,
7.539,366.20102,
4.629,401.98368,
1.718,280.05191,
-1.192,-115.92619,
-4.103,-192.62979,
-7.013,-146.26335,
-9.924,-1.5,
