,PL9E2D~1,
2737.662,386.03477,
2734.751,378.58378,
2731.841,372.80723,
2728.930,370.02758,
2726.020,376.49769,
2723.109,385.375,
2720.199,394.78756,
2717.288,375.04287,
2714.377,389.01632,
2711.467,385.48929,
2708.556,389.17332,
2705.646,397.88211,
2702.735,385.90337,
2699.825,405.06042,
2696.914,389.08908,
2694.003,385.04491,
2691.093,398.60725,
2688.182,415.12167,
2685.272,414.45466,
2682.361,414.58679,
2679.450,404.17339,
2676.540,405.375,
2673.629,402.05663,
2670.719,399.87131,
2667.808,407.13182,
2664.898,409.15418,
2661.987,410.24164,
2659.076,418.10344,
2656.166,422.18026,
2653.255,423.25766,
2650.345,433.31874,
2647.434,423.43273,
2644.524,443.83063,
2641.613,433.83194,
2638.702,429.39078,
2635.792,429.375,
2632.881,444.38665,
2629.971,436.18025,
2627.060,422.20469,
2624.149,448.61875,
2621.239,444.62352,
2618.328,441.6968,
2615.418,425.04773,
2612.507,438.50933,
2609.597,438.38498,
2606.686,439.76456,
2603.775,441.375,
2600.865,427.61386,
2597.954,460.80623,
2595.044,463.09776,
2592.133,456.48971,
2589.223,495.14661,
2586.312,483.83238,
2583.401,455.39329,
2580.491,482.26439,
2577.580,479.40471,
2574.670,489.62636,
2571.759,474.88013,
2568.848,453.85553,
2565.938,479.08931,
2563.027,480.76588,
2560.117,485.83294,
2557.206,492.51153,
2554.296,497.20338,
2551.385,491.55695,
2548.474,482.56013,
2545.564,502.67858,
2542.653,507.375,
2539.743,519.22713,
2536.832,506.45536,
2533.922,521.15423,
2531.011,503.8003,
2528.100,515.166,
2525.190,523.88812,
2522.279,498.31296,
2519.369,512.5451,
2516.458,494.70361,
2513.548,514.45647,
2510.637,526.55945,
2507.726,525.00324,
2504.816,507.49901,
2501.905,508.67927,
2498.995,516.49444,
2496.084,522.05446,
2493.173,520.42732,
2490.263,513.17274,
2487.352,548.58367,
2484.442,548.81827,
2481.531,539.48136,
2478.621,538.3039,
2475.710,553.33666,
2472.799,547.6351,
2469.889,543.9207,
2466.978,533.71529,
2464.068,553.35921,
2461.157,560.26243,
2458.247,560.00721,
2455.336,536.78008,
2452.425,545.85615,
2449.515,545.5642,
2446.604,562.38195,
2443.694,554.28208,
2440.783,559.61374,
2437.872,558.81258,
2434.962,570.11233,
2432.051,576.20229,
2429.141,583.375,
2426.230,591.78828,
2423.320,584.64665,
2420.409,582.93896,
2417.498,580.41712,
2414.588,588.35971,
2411.677,590.12802,
2408.767,607.84547,
2405.856,598.96786,
2402.946,596.69046,
2400.035,599.07219,
2397.124,599.39638,
2394.214,614.7262,
2391.303,612.83909,
2388.393,617.60059,
2385.482,623.19875,
2382.571,617.69125,
2379.661,640.00263,
2376.750,649.01058,
2373.840,619.9032,
2370.929,622.29919,
2368.019,633.6404,
2365.108,626.77029,
2362.197,639.91752,
2359.287,632.40842,
2356.376,627.37676,
2353.466,645.39043,
2350.555,646.9052,
2347.645,644.71806,
2344.734,646.04322,
2341.823,643.45792,
2338.913,653.50636,
2336.002,659.29609,
2333.092,660.82313,
2330.181,661.33921,
2327.270,651.81504,
2324.360,645.09662,
2321.449,689.99065,
2318.539,697.97134,
2315.628,694.70314,
2312.718,693.14152,
2309.807,692.51163,
2306.896,693.11522,
2303.986,688.93993,
2301.075,700.09836,
2298.165,697.7979,
2295.254,693.41809,
2292.344,700.16337,
2289.433,705.38273,
2286.522,699.16078,
2283.612,726.56765,
2280.701,734.58578,
2277.791,710.57537,
2274.880,721.15289,
2271.969,736.95936,
2269.059,721.67199,
2266.148,730.96598,
2263.238,733.67616,
2260.327,764.44371,
2257.417,750.47333,
2254.506,775.61995,
2251.595,751.94957,
2248.685,744.21925,
2245.774,769.4075,
2242.864,776.56951,
2239.953,770.4993,
2237.043,752.45391,
2234.132,774.67888,
2231.221,780.92799,
2228.311,784.98453,
2225.400,782.76904,
2222.490,797.30336,
2219.579,807.87118,
2216.669,804.45131,
2213.758,809.90052,
2210.847,830.24149,
2207.937,836.21213,
2205.026,872.15196,
2202.116,897.52149,
2199.205,899.77547,
2196.294,894.87099,
2193.384,905.48001,
2190.473,931.5405,
2187.563,943.4475,
2184.652,964.09825,
2181.742,995.48853,
2178.831,1009.2039,
2175.920,1040.4497,
2173.010,1083.1777,
2170.099,1096.375,
2167.189,1123.5472,
2164.278,1149.576,
2161.368,1181.5155,
2158.457,1239.1184,
2155.546,1261.9048,
2152.636,1289.5824,
2149.725,1351.6367,
2146.815,1369.1414,
2143.904,1396.0999,
2140.993,1447.0629,
2138.083,1436.0709,
2135.172,1452.0303,
2132.262,1437.7562,
2129.351,1441.8854,
2126.441,1403.5011,
2123.530,1385.825,
2120.619,1328.8432,
2117.709,1250.061,
2114.798,1185.5905,
2111.888,1166.6763,
2108.977,1114.5803,
2106.067,1048.8053,
2103.156,1027.096,
2100.245,1000.3731,
2097.335,993.76244,
2094.424,960.67322,
2091.514,933.65452,
2088.603,928.59618,
2085.692,943.24112,
2082.782,922.51573,
2079.871,919.5897,
2076.961,917.63331,
2074.050,928.56894,
2071.140,932.53591,
2068.229,927.9323,
2065.318,915.28875,
2062.408,919.35987,
2059.497,916.76785,
2056.587,912.95642,
2053.676,907.4753,
2050.766,898.06783,
2047.855,900.31804,
2044.944,899.04006,
2042.034,905.03398,
2039.123,912.4154,
2036.213,912.39498,
2033.302,913.35317,
2030.391,907.42615,
2027.481,905.09448,
2024.570,947.67391,
2021.660,925.26714,
2018.749,909.05883,
2015.839,925.56791,
2012.928,922.67366,
2010.017,926.47923,
2007.107,925.49277,
2004.196,930.25593,
2001.286,919.33261,
1998.375,918.15847,
1995.465,921.73482,
1992.554,880.30478,
1989.643,924.57769,
1986.733,914.26798,
1983.822,908.00203,
1980.912,880.46404,
1978.001,883.64588,
1975.090,897.375,
1972.180,900.75398,
1969.269,900.41234,
1966.359,892.8344,
1963.448,904.25479,
1960.538,909.375,
1957.627,884.40904,
1954.716,897.88664,
1951.806,898.17629,
1948.895,897.56321,
1945.985,912.6348,
1943.074,879.92492,
1940.164,875.8272,
1937.253,906.55309,
1934.342,910.31511,
1931.432,884.32452,
1928.521,885.96049,
1925.611,882.12188,
1922.700,857.58909,
1919.790,893.71557,
1916.879,867.81623,
1913.968,890.34426,
1911.058,863.93358,
1908.147,922.52969,
1905.237,886.9559,
1902.326,904.49498,
1899.415,902.3957,
1896.505,870.29684,
1893.594,877.65544,
1890.684,854.11362,
1887.773,883.91716,
1884.863,929.87158,
1881.952,911.08029,
1879.041,890.05361,
1876.131,897.14755,
1873.220,915.93701,
1870.310,892.38402,
1867.399,907.10311,
1864.489,910.05092,
1861.578,877.1882,
1858.667,878.89593,
1855.757,901.96569,
1852.846,906.84681,
1849.936,904.28089,
1847.025,922.2631,
1844.114,909.65269,
1841.204,933.88549,
1838.293,923.40161,
1835.383,919.39799,
1832.472,935.30543,
1829.562,957.90026,
1826.651,934.86991,
1823.740,936.8463,
1820.830,944.91832,
1817.919,939.67436,
1815.009,979.47423,
1812.098,962.13879,
1809.188,938.73939,
1806.277,960.84384,
1803.366,984.12546,
1800.456,969.10021,
1797.545,966.77204,
1794.635,989.08498,
1791.724,982.68565,
1788.813,993.17346,
1785.903,990.48545,
1782.992,983.15737,
1780.082,950.70151,
1777.171,967.70958,
1774.261,985.88027,
1771.350,1003.043,
1768.439,987.84231,
1765.529,1005.8343,
1762.618,1027.1956,
1759.708,1024.5272,
1756.797,1027.6098,
1753.887,1032.273,
1750.976,1008.892,
1748.065,1009.2659,
1745.155,1020.4589,
1742.244,1000.8352,
1739.334,1048.2056,
1736.423,1063.0703,
1733.512,1061.2856,
1730.602,1084.8155,
1727.691,1069.3452,
1724.781,1072.6005,
1721.870,1069.7416,
1718.960,1091.3975,
1716.049,1103.0868,
1713.138,1099.245,
1710.228,1117.5215,
1707.317,1152.2196,
1704.407,1116.8455,
1701.496,1103.2595,
1698.586,1136.5624,
1695.675,1112.2395,
1692.764,1149.1906,
1689.854,1188.686,
1686.943,1229.9922,
1684.033,1236.2508,
1681.122,1206.8848,
1678.211,1248.9658,
1675.301,1262.3349,
1672.390,1270.5993,
1669.480,1345.367,
1666.569,1344.7432,
1663.659,1373.8323,
1660.748,1401.9149,
1657.837,1429.5062,
1654.927,1436.1247,
1652.016,1467.3264,
1649.106,1467.6762,
1646.195,1559.6387,
1643.285,1570.5801,
1640.374,1579.2705,
1637.463,1575.0776,
1634.553,1614.7198,
1631.642,1705.1025,
1628.732,1771.4757,
1625.821,1788.4385,
1622.911,1884.8284,
1620.000,2053.2332,
1617.089,2129.8626,
1614.179,2255.7653,
1611.268,2359.5085,
1608.358,2448.2077,
1605.447,2542.89,
1602.536,2583.7867,
1599.626,2595.5743,
1596.715,2618.1574,
1593.805,2606.0657,
1590.894,2525.1147,
1587.984,2501.3836,
1585.073,2494.2701,
1582.162,2477.5122,
1579.252,2460.4639,
1576.341,2408.5101,
1573.431,2397.1582,
1570.520,2409.605,
1567.610,2400.7081,
1564.699,2378.9743,
1561.788,2347.0231,
1558.878,2310.43,
1555.967,2259.3958,
1553.057,2200.4616,
1550.146,2149.4914,
1547.235,2120.7491,
1544.325,2098.1056,
1541.414,2066.3929,
1538.504,2058.6234,
1535.593,2062.5059,
1532.683,2040.8368,
1529.772,2004.1253,
1526.861,1955.2236,
1523.951,1931.2838,
1521.040,1939.2465,
1518.130,1891.7304,
1515.219,1858.2551,
1512.309,1858.348,
1509.398,1861.1451,
1506.487,1839.4616,
1503.577,1844.8159,
1500.666,1844.5769,
1497.756,1823.9769,
1494.845,1841.0537,
1491.934,1785.3372,
1489.024,1773.7873,
1486.113,1748.3402,
1483.203,1735.717,
1480.292,1726.7384,
1477.382,1705.1688,
1474.471,1647.4259,
1471.560,1627.7467,
1468.650,1633.891,
1465.739,1613.6769,
1462.829,1636.184,
1459.918,1624.4631,
1457.008,1629.8985,
1454.097,1631.0239,
1451.186,1597.1177,
1448.276,1603.4819,
1445.365,1620.8063,
1442.455,1660.7546,
1439.544,1666.6901,
1436.633,1619.375,
1433.723,1612.6454,
1430.812,1569.808,
1427.902,1625.127,
1424.991,1614.7016,
1422.081,1512.535,
1419.170,1536.2093,
1416.259,1557.5763,
1413.349,1516.0605,
1410.438,1504.8739,
1407.528,1534.0559,
1404.617,1537.6324,
1401.707,1543.1535,
1398.796,1544.0464,
1395.885,1553.2846,
1392.975,1570.2077,
1390.064,1537.0173,
1387.154,1491.102,
1384.243,1387.8558,
1381.332,1346.8922,
1378.422,1427.2394,
1375.511,1502.1819,
1372.601,1581.7085,
1369.690,1674.0972,
1366.780,1773.9148,
1363.869,1779.666,
1360.958,1769.4137,
1358.048,1791.1075,
1355.137,1823.1455,
1352.227,1860.7085,
1349.316,1928.0356,
1346.406,1997.7192,
1343.495,2025.3332,
1340.584,2066.1961,
1337.674,2091.9126,
1334.763,2122.5747,
1331.853,2154.1006,
1328.942,2198.9587,
1326.032,2208.4531,
1323.121,2231.6039,
1320.210,2247.366,
1317.300,2256.0969,
1314.389,2267.0835,
1311.479,2290.103,
1308.568,2313.2485,
1305.657,2318.9369,
1302.747,2338.1677,
1299.836,2417.466,
1296.926,2487.0325,
1294.015,2587.2387,
1291.105,2601.9415,
1288.194,2672.8656,
1285.283,2737.6312,
1282.373,2795.6092,
1279.462,2827.1591,
1276.552,2848.7766,
1273.641,2885.1145,
1270.731,2918.2571,
1267.820,2905.6255,
1264.909,2843.814,
1261.999,2804.8064,
1259.088,2844.0276,
1256.178,2837.8104,
1253.267,2815.6607,
1250.356,2748.4222,
1247.446,2701.1865,
1244.535,2659.634,
1241.625,2600.9047,
1238.714,2552.0818,
1235.804,2528.1421,
1232.893,2486.6215,
1229.982,2500.6272,
1227.072,2449.0244,
1224.161,2413.4359,
1221.251,2326.2235,
1218.340,2282.1797,
1215.430,2262.9148,
1212.519,2242.6033,
1209.608,2228.0206,
1206.698,2232.9922,
1203.787,2249.8423,
1200.877,2252.0964,
1197.966,2247.6006,
1195.055,2352.3246,
1192.145,2406.4395,
1189.234,2456.005,
1186.324,2492.7402,
1183.413,2517.4156,
1180.503,2534.4103,
1177.592,2539.2134,
1174.681,2531.0668,
1171.771,2499.6235,
1168.860,2423.7109,
1165.950,2372.0291,
1163.039,2380.2319,
1160.129,2370.6793,
1157.218,2352.1254,
1154.307,2332.0181,
1151.397,2303.6401,
1148.486,2291.7208,
1145.576,2313.9465,
1142.665,2258.008,
1139.754,2276.1566,
1136.844,2218.3477,
1133.933,2205.4511,
1131.023,2198.8516,
1128.112,2188.9452,
1125.202,2197.6117,
1122.291,2183.1432,
1119.380,2230.2884,
1116.470,2221.4631,
1113.559,2245.8922,
1110.649,2263.8525,
1107.738,2261.3377,
1104.828,2233.1539,
1101.917,2210.7718,
1099.006,2237.4882,
1096.096,2277.9561,
1093.185,2238.446,
1090.275,2254.7975,
1087.364,2244.2803,
1084.453,2235.1251,
1081.543,2241.7012,
1078.632,2250.4946,
1075.722,2249.0078,
1072.811,2258.2652,
1069.901,2228.5744,
1066.990,2249.8166,
1064.079,2270.3463,
1061.169,2317.1407,
1058.258,2345.1401,
1055.348,2346.724,
1052.437,2365.1949,
1049.527,2369.2072,
1046.616,2364.863,
1043.705,2402.1425,
1040.795,2415.929,
1037.884,2423.4439,
1034.974,2425.2784,
1032.063,2412.6521,
1029.153,2401.8531,
1026.242,2464.1299,
1023.331,2450.5427,
1020.421,2458.5286,
1017.510,2492.5093,
1014.600,2520.8731,
1011.689,2539.2077,
1008.778,2570.1869,
1005.868,2592.7457,
1002.957,2634.0427,
1000.047,2762.6791,
997.136,2833.0427,
994.226,2871.3439,
991.315,2879.7166,
988.404,2832.5655,
985.494,2795.5913,
982.583,2715.9315,
979.673,2683.1572,
976.762,2658.9361,
973.852,2656.2152,
970.941,2657.5944,
968.030,2637.5311,
965.120,2655.1996,
962.209,2613.425,
959.299,2653.8277,
956.388,2682.3344,
953.477,2674.167,
950.567,2667.799,
947.656,2709.2582,
944.746,2693.1166,
941.835,2697.2339,
938.925,2693.1106,
936.014,2717.1838,
933.103,2727.8388,
930.193,2691.984,
927.282,2664.4373,
924.372,2702.4896,
921.461,2651.4086,
918.551,2609.2995,
915.640,2578.502,
912.729,2554.0813,
909.819,2543.2646,
906.908,2550.004,
903.998,2565.4869,
901.087,2585.2877,
898.176,2612.9856,
895.266,2620.3616,
892.355,2606.3533,
889.445,2681.0481,
886.534,2691.3935,
883.624,2718.9426,
880.713,2760.9756,
877.802,2774.7846,
874.892,2738.3665,
871.981,2697.3886,
869.071,2655.618,
866.160,2704.9517,
863.250,2713.6005,
860.339,2710.9041,
857.428,2716.5398,
854.518,2646.1453,
851.607,2672.7715,
848.697,2680.1263,
845.786,2681.375,
842.875,2683.4723,
839.965,2691.8654,
837.054,2712.3936,
834.144,2714.0511,
831.233,2719.0413,
828.323,2709.5053,
825.412,2681.5988,
822.501,2650.758,
819.591,2663.9804,
816.680,2629.1185,
813.770,2601.5799,
810.859,2574.5816,
807.949,2567.2263,
805.038,2593.2975,
802.127,2551.3181,
799.217,2542.9027,
796.306,2528.3208,
793.396,2524.9934,
790.485,2539.1654,
787.574,2552.6588,
784.664,2533.7963,
781.753,2553.1885,
778.843,2557.0238,
775.932,2554.6218,
773.022,2564.3462,
770.111,2551.265,
767.200,2598.3377,
764.290,2576.3908,
761.379,2556.4646,
758.469,2560.2599,
755.558,2532.8887,
752.648,2516.5967,
749.737,2474.2076,
746.826,2461.767,
743.916,2420.5561,
741.005,2276.628,
738.095,2163.7771,
735.184,1949.4432,
732.274,1888.8332,
729.363,2009.2615,
726.452,2241.4643,
723.542,2402.5336,
720.631,2464.8927,
717.721,2507.7259,
714.810,2533.0852,
711.899,2532.0284,
708.989,2487.6476,
706.078,2529.8441,
703.168,2509.4067,
700.257,2491.4379,
697.347,2499.8092,
694.436,2518.393,
691.525,2482.2218,
688.615,2465.5702,
685.704,2437.0635,
682.794,2418.077,
679.883,2456.9517,
676.973,2469.7736,
674.062,2475.5654,
671.151,2472.115,
668.241,2474.9049,
665.330,2502.4253,
662.420,2440.1243,
659.509,2464.201,
656.598,2487.5387,
653.688,2491.0651,
650.777,2494.0501,
647.867,2513.9583,
644.956,2538.1878,
642.046,2512.232,
639.135,2466.1305,
636.224,2495.5262,
633.314,2525.6959,
630.403,2529.8277,
627.493,2532.368,
624.582,2553.0881,
621.672,2610.1117,
618.761,2576.6579,
615.850,2579.1497,
612.940,2603.0118,
610.029,2625.5337,
607.119,2614.4789,
604.208,2615.505,
601.297,2612.8854,
598.387,2621.1269,
595.476,2646.9582,
592.566,2610.753,
589.655,2601.1355,
586.745,2600.2429,
583.834,2587.7608,
580.923,2539.1381,
578.013,2499.9014,
575.102,2507.1562,
572.192,2531.0935,
569.281,2553.7494,
566.371,2572.5324,
563.460,2620.2304,
560.549,2617.4475,
557.639,2615.5915,
554.728,2674.5082,
551.818,2692.4555,
548.907,2663.4667,
545.996,2640.8198,
543.086,2640.2204,
540.175,2648.7855,
537.265,2659.5149,
534.354,2687.4562,
531.444,2709.9817,
528.533,2707.3683,
525.622,2721.3353,
522.712,2694.0373,
519.801,2705.3073,
516.891,2759.9136,
513.980,2782.3682,
511.070,2792.1228,
508.159,2815.9104,
505.248,2853.1464,
502.338,2897.3072,
499.427,2894.9917,
496.517,2957.1628,
493.606,2983.503,
490.695,2935.1328,
487.785,2897.413,
484.874,2921.1013,
481.964,2954.4014,
479.053,2974.8817,
476.143,2960.2904,
473.232,2967.2884,
470.321,2944.5865,
467.411,2936.876,
464.500,2993.8126,
461.590,2971.6061,
458.679,2942.2626,
455.769,2907.3067,
452.858,2877.5448,
449.947,2927.2003,
447.037,2950.117,
444.126,2950.2417,
441.216,2936.6396,
438.305,2938.1634,
435.395,2950.1765,
432.484,2964.71,
429.573,2968.9199,
426.663,2936.994,
423.752,2951.1131,
420.842,2894.8956,
417.931,2837.4744,
415.020,2901.1765,
412.110,2974.3415,
409.199,3002.331,
406.289,3019.3797,
403.378,3065.2802,
400.468,3037.3084,
397.557,3045.3419,
394.646,3042.2515,
391.736,2988.9263,
388.825,2943.6724,
385.915,2862.7864,
383.004,2825.3618,
380.094,2886.3253,
377.183,3002.9591,
374.272,3090.7386,
371.362,3149.1481,
368.451,3179.2898,
365.541,3210.8123,
362.630,3218.8288,
359.719,3219.5589,
356.809,3223.9155,
353.898,3249.3746,
350.988,3282.9568,
348.077,3280.6903,
345.167,3221.6995,
342.256,3247.8468,
339.345,3254.3121,
336.435,3271.9737,
333.524,3320.375,
330.614,3320.375,
327.703,3308.0533,
324.793,3304.8821,
321.882,3329.3696,
318.971,3327.1393,
316.061,3355.6738,
313.150,3398.3845,
310.240,3436.9745,
307.329,3456.9556,
304.418,3439.2976,
301.508,3407.9965,
298.597,3402.8136,
295.687,3388.153,
292.776,3417.6252,
289.866,3514.9265,
286.955,3735.8054,
284.044,3907.1574,
281.134,4041.6965,
278.223,4160.6136,
275.313,4353.6697,
272.402,4471.0542,
269.492,4552.9906,
266.581,4614.4214,
263.670,4671.0303,
260.760,4743.7924,
257.849,4811.5425,
254.939,4857.7771,
252.028,4880.0903,
249.117,4900.7093,
246.207,4903.0633,
243.296,4855.4809,
240.386,4855.5989,
237.475,4834.1712,
234.565,4783.2964,
231.654,4706.6061,
228.743,4571.2738,
225.833,4473.9232,
222.922,4450.1667,
220.012,4402.8106,
217.101,4323.0912,
214.191,4260.3091,
211.280,4273.4034,
208.369,4194.983,
205.459,4133.6177,
202.548,4103.6369,
199.638,4128.3089,
196.727,4135.1036,
193.816,4165.2732,
190.906,4229.9625,
187.995,4161.1802,
185.085,4180.8777,
182.174,4206.8484,
179.264,4123.7303,
176.353,4194.4724,
173.442,4221.6097,
170.532,4182.7304,
167.621,4117.1216,
164.711,4049.4461,
161.800,3951.0441,
158.890,3794.8632,
155.979,3568.9519,
153.068,3277.8726,
150.158,2924.7966,
147.247,2504.0766,
144.337,2065.1963,
141.426,1630.0337,
138.516,1209.2185,
135.605,852.52762,
132.694,579.38281,
129.784,380.56719,
126.873,253.27408,
123.963,177.8659,
121.052,125.07738,
118.141,86.526674,
115.231,64.347319,
112.320,54.104092,
109.410,50.056961,
106.499,37.950322,
103.589,32.013473,
100.678,28.560135,
97.767,26.427322,
94.857,27.760978,
91.946,23.94078,
89.036,18.391081,
86.125,24.773929,
83.215,22.658558,
80.304,19.614433,
77.393,20.322603,
74.483,15.13392,
71.572,14.911465,
68.662,18.751593,
65.751,12.393533,
62.840,10.375,
59.930,10.000428,
57.019,8.5902636,
54.109,7.1806783,
51.198,9.3910928,
48.288,16.391987,
45.377,18.502122,
42.466,17.313903,
39.556,14.720356,
36.645,16.826926,
33.735,15.298006,
30.824,14.037661,
27.914,16.141187,
25.003,17.620275,
22.092,16.437573,
19.182,13.153017,
16.271,36.935682,
13.361,165.22615,
10.450,389.79197,
7.539,746.63112,
4.629,888.9422,
1.718,791.68993,
-1.192,323.20881,
-4.103,112.0653,
-7.013,10.422709,
-9.924,1.375,
