,PLD3C3~1,
2481.531,274.79523,
2478.621,271.83945,
2475.710,307.38267,
2472.799,301.22261,
2469.889,290.52461,
2466.978,292.99365,
2464.068,283.62895,
2461.157,287.6099,
2458.247,298.97787,
2455.336,294.99144,
2452.425,292.91745,
2449.515,290.44154,
2446.604,308.84968,
2443.694,301.21217,
2440.783,301.99437,
2437.872,298.73965,
2434.962,304.69759,
2432.051,306.07892,
2429.141,307.69867,
2426.230,302.44019,
2423.320,311.88896,
2420.409,311.38168,
2417.498,309.91435,
2414.588,299.85039,
2411.677,294.30732,
2408.767,315.83366,
2405.856,324.60585,
2402.946,326.52335,
2400.035,331.75999,
2397.124,316.29477,
2394.214,332.56261,
2391.303,316.23137,
2388.393,308.40289,
2385.482,301.59531,
2382.571,288.55234,
2379.661,288.09586,
2376.750,315.79112,
2373.840,328.23751,
2370.929,335.28836,
2368.019,344.30233,
2365.108,343.28338,
2362.197,344.30657,
2359.287,351.98001,
2356.376,357.36443,
2353.466,367.84596,
2350.555,345.81987,
2347.645,332.67832,
2344.734,339.98332,
2341.823,344.35842,
2338.913,359.63771,
2336.002,372.32961,
2333.092,354.74292,
2330.181,354.14737,
2327.270,356.31999,
2324.360,374.7783,
2321.449,369.29675,
2318.539,365.14261,
2315.628,378.07244,
2312.718,377.49174,
2309.807,377.23837,
2306.896,374.36717,
2303.986,377.46596,
2301.075,377.35375,
2298.165,384.34638,
2295.254,365.84895,
2292.344,374.21312,
2289.433,388.36727,
2286.522,388.94194,
2283.612,400.34568,
2280.701,396.58578,
2277.791,401.69373,
2274.880,382.80705,
2271.969,387.68776,
2269.059,401.43766,
2266.148,392.9159,
2263.238,379.78041,
2260.327,394.54757,
2257.417,406.57945,
2254.506,399.22972,
2251.595,403.52047,
2248.685,410.94997,
2245.774,376.5295,
2242.864,419.95853,
2239.953,420.63721,
2237.043,398.27142,
2234.132,400.52047,
2231.221,415.85054,
2228.311,425.98453,
2225.400,444.09355,
2222.490,433.63231,
2219.579,435.16166,
2216.669,445.37023,
2213.758,438.54754,
2210.847,439.21127,
2207.937,450.9271,
2205.026,461.375,
2202.116,456.91747,
2199.205,458.81148,
2196.294,475.44101,
2193.384,467.40149,
2190.473,466.23298,
2187.563,500.43784,
2184.652,509.6097,
2181.742,480.69223,
2178.831,477.76417,
2175.920,512.52984,
2173.010,527.00028,
2170.099,524.04216,
2167.189,527.38218,
2164.278,527.9348,
2161.368,527.66044,
2158.457,536.34039,
2155.546,556.63176,
2152.636,561.01332,
2149.725,563.2005,
2146.815,554.70869,
2143.904,569.47908,
2140.993,575.88298,
2138.083,578.23511,
2135.172,603.8624,
2132.262,588.47623,
2129.351,607.8269,
2126.441,587.33607,
2123.530,601.06073,
2120.619,570.21,
2117.709,547.47444,
2114.798,546.36739,
2111.888,543.02563,
2108.977,542.09024,
2106.067,517.52313,
2103.156,510.01451,
2100.245,478.38817,
2097.335,501.42212,
2094.424,511.10931,
2091.514,493.65994,
2088.603,496.64687,
2085.692,505.51252,
2082.782,530.99333,
2079.871,519.01678,
2076.961,515.31042,
2074.050,529.96894,
2071.140,502.375,
2068.229,505.91275,
2065.318,513.0785,
2062.408,504.45065,
2059.497,525.22623,
2056.587,526.7706,
2053.676,496.69311,
2050.766,510.75841,
2047.855,488.57435,
2044.944,495.64102,
2042.034,491.45006,
2039.123,492.77904,
2036.213,509.37935,
2033.302,509.72238,
2030.391,511.18919,
2027.481,523.66745,
2024.570,534.06067,
2021.660,509.91236,
2018.749,549.38725,
2015.839,524.24049,
2012.928,522.91527,
2010.017,527.21865,
2007.107,535.60677,
2004.196,521.67259,
2001.286,529.68946,
1998.375,536.1998,
1995.465,499.76429,
1992.554,504.39841,
1989.643,474.5156,
1986.733,495.09079,
1983.822,475.33733,
1980.912,490.86985,
1978.001,488.64588,
1975.090,492.01468,
1972.180,467.20347,
1969.269,491.34063,
1966.359,498.56395,
1963.448,496.41067,
1960.538,512.35915,
1957.627,506.45858,
1954.716,478.17935,
1951.806,517.24528,
1948.895,458.2677,
1945.985,467.84722,
1943.074,479.97281,
1940.164,481.35588,
1937.253,483.48819,
1934.342,465.298,
1931.432,474.2709,
1928.521,491.92077,
1925.611,477.79725,
1922.700,467.41782,
1919.790,456.03986,
1916.879,448.7935,
1913.968,471.34672,
1911.058,517.00561,
1908.147,471.63341,
1905.237,486.57353,
1902.326,476.03576,
1899.415,429.28473,
1896.505,402.29071,
1893.594,411.55489,
1890.684,437.06113,
1887.773,458.53014,
1884.863,476.59596,
1881.952,497.53489,
1879.041,493.29712,
1876.131,485.48873,
1873.220,465.19793,
1870.310,482.79649,
1867.399,486.34301,
1864.489,472.25817,
1861.578,472.27038,
1858.667,495.53371,
1855.757,472.15782,
1852.846,483.83656,
1849.936,461.0727,
1847.025,463.90298,
1844.114,484.4574,
1841.204,510.78759,
1838.293,498.4066,
1835.383,488.11899,
1832.472,495.96804,
1829.562,528.31511,
1826.651,518.34013,
1823.740,506.83094,
1820.830,515.0916,
1817.919,491.31495,
1815.009,504.21215,
1812.098,512.76082,
1809.188,516.18895,
1806.277,504.64058,
1803.366,492.90919,
1800.456,468.28773,
1797.545,516.99209,
1794.635,508.01907,
1791.724,540.36528,
1788.813,542.5714,
1785.903,518.24331,
1782.992,472.96069,
1780.082,433.23613,
1777.171,333.36267,
1774.261,302.70531,
1771.350,385.57152,
1768.439,497.33608,
1765.529,544.19541,
1762.618,561.27376,
1759.708,542.40739,
1756.797,550.42046,
1753.887,564.65634,
1750.976,561.09228,
1748.065,548.39958,
1745.155,578.61343,
1742.244,602.69927,
1739.334,589.68089,
1736.423,590.44041,
1733.512,585.37091,
1730.602,580.87897,
1727.691,598.79885,
1724.781,613.81392,
1721.870,609.93687,
1718.960,656.06446,
1716.049,610.16369,
1713.138,619.0399,
1710.228,651.0948,
1707.317,648.29843,
1704.407,643.78141,
1701.496,668.89834,
1698.586,627.02375,
1695.675,657.06051,
1692.764,647.06762,
1689.854,636.80807,
1686.943,641.20637,
1684.033,665.75409,
1681.122,665.39199,
1678.211,670.32741,
1675.301,712.2455,
1672.390,685.39294,
1669.480,691.72797,
1666.569,735.73049,
1663.659,762.93403,
1660.748,736.70279,
1657.837,754.99336,
1654.927,826.03954,
1652.016,770.93388,
1649.106,793.39948,
1646.195,795.81358,
1643.285,854.83073,
1640.374,874.70949,
1637.463,890.48309,
1634.553,897.67545,
1631.642,984.53787,
1628.732,999.80756,
1625.821,1072.3959,
1622.911,1104.1947,
1620.000,1173.4931,
1617.089,1259.6437,
1614.179,1351.7523,
1611.268,1424.661,
1608.358,1505.5355,
1605.447,1552.7468,
1602.536,1551.6475,
1599.626,1622.2098,
1596.715,1604.7774,
1593.805,1574.6507,
1590.894,1584.5851,
1587.984,1595.0359,
1585.073,1486.6196,
1582.162,1494.9262,
1579.252,1436.5475,
1576.341,1395.1388,
1573.431,1406.388,
1570.520,1380.7999,
1567.610,1314.0016,
1564.699,1302.3503,
1561.788,1323.6847,
1558.878,1319.768,
1555.967,1246.3265,
1553.057,1213.2888,
1550.146,1183.0333,
1547.235,1156.8814,
1544.325,1159.7269,
1541.414,1176.7162,
1538.504,1161.1987,
1535.593,1137.8619,
1532.683,1130.1059,
1529.772,1146.6808,
1526.861,1155.2236,
1523.951,1126.8112,
1521.040,1150.5413,
1518.130,1172.6574,
1515.219,1190.6154,
1512.309,1171.438,
1509.398,1155.316,
1506.487,1166.8557,
1503.577,1141.7836,
1500.666,1166.5915,
1497.756,1161.5955,
1494.845,1174.0938,
1491.934,1119.2522,
1489.024,1081.7149,
1486.113,1092.4288,
1483.203,1102.2567,
1480.292,1070.2831,
1477.382,1104.7874,
1474.471,1055.2868,
1471.560,1019.959,
1468.650,1006.5423,
1465.739,1025.7922,
1462.829,1043.7464,
1459.918,1068.3697,
1457.008,1090.9597,
1454.097,1069.5698,
1451.186,1055.8411,
1448.276,1061.9265,
1445.365,1022.3379,
1442.455,1008.3815,
1439.544,1013.0099,
1436.633,987.74244,
1433.723,926.61519,
1430.812,948.26676,
1427.902,934.6907,
1424.991,947.95937,
1422.081,916.2633,
1419.170,936.70463,
1416.259,943.61525,
1413.349,936.82259,
1410.438,905.68403,
1407.528,916.5497,
1404.617,886.51464,
1401.707,859.0247,
1398.796,830.69326,
1395.885,819.93819,
1392.975,822.9154,
1390.064,781.79615,
1387.154,811.46812,
1384.243,799.34125,
1381.332,813.61639,
1378.422,775.71314,
1375.511,782.2706,
1372.601,838.59079,
1369.690,881.95001,
1366.780,876.49447,
1363.869,930.76669,
1360.958,940.49111,
1358.048,941.49474,
1355.137,997.89204,
1352.227,1019.669,
1349.316,1019.1483,
1346.406,1074.2737,
1343.495,1087.9011,
1340.584,1075.5529,
1337.674,1123.1254,
1334.763,1131.0334,
1331.853,1174.6133,
1328.942,1172.8171,
1326.032,1196.8436,
1323.121,1151.9894,
1320.210,1190.3123,
1317.300,1233.721,
1314.389,1263.3893,
1311.479,1283.1226,
1308.568,1308.3632,
1305.657,1331.1128,
1302.747,1314.5013,
1299.836,1432.6379,
1296.926,1428.2723,
1294.015,1447.5781,
1291.105,1471.2691,
1288.194,1555.8468,
1285.283,1576.375,
1282.373,1585.8672,
1279.462,1595.7671,
1276.552,1615.1703,
1273.641,1619.7092,
1270.731,1595.9048,
1267.820,1590.7131,
1264.909,1581.3527,
1261.999,1559.142,
1259.088,1552.7571,
1256.178,1609.7576,
1253.267,1554.1634,
1250.356,1518.1209,
1247.446,1502.1608,
1244.535,1477.0492,
1241.625,1455.3565,
1238.714,1454.2432,
1235.804,1467.9866,
1232.893,1498.3812,
1229.982,1470.1297,
1227.072,1462.8872,
1224.161,1453.1295,
1221.251,1409.6825,
1218.340,1350.0282,
1215.430,1355.1039,
1212.519,1353.5677,
1209.608,1323.4381,
1206.698,1315.928,
1203.787,1297.4102,
1200.877,1346.7093,
1197.966,1352.1043,
1195.055,1403.5699,
1192.145,1446.9368,
1189.234,1518.7127,
1186.324,1557.9211,
1183.413,1577.0654,
1180.503,1599.7711,
1177.592,1599.2232,
1174.681,1558.1935,
1171.771,1529.1277,
1168.860,1518.4107,
1165.950,1497.2178,
1163.039,1473.5181,
1160.129,1484.2504,
1157.218,1518.0466,
1154.307,1557.8132,
1151.397,1587.375,
1148.486,1589.7727,
1145.576,1602.6811,
1142.665,1586.6987,
1139.754,1561.7798,
1136.844,1553.5738,
1133.933,1557.067,
1131.023,1521.6631,
1128.112,1484.4455,
1125.202,1508.1769,
1122.291,1545.4922,
1119.380,1525.3144,
1116.470,1519.1367,
1113.559,1482.8055,
1110.649,1479.5783,
1107.738,1487.1257,
1104.828,1479.5564,
1101.917,1460.2328,
1099.006,1454.2306,
1096.096,1471.4612,
1093.185,1456.5351,
1090.275,1482.8902,
1087.364,1501.7252,
1084.453,1527.0612,
1081.543,1524.4079,
1078.632,1506.3893,
1075.722,1515.8705,
1072.811,1511.6089,
1069.901,1543.0463,
1066.990,1508.1918,
1064.079,1520.4709,
1061.169,1540.8687,
1058.258,1542.1757,
1055.348,1535.3146,
1052.437,1537.7833,
1049.527,1515.2477,
1046.616,1537.8373,
1043.705,1533.4381,
1040.795,1543.5066,
1037.884,1550.375,
1034.974,1550.7474,
1032.063,1544.2214,
1029.153,1524.2831,
1026.242,1548.5019,
1023.331,1542.7088,
1020.421,1592.2634,
1017.510,1604.29,
1014.600,1620.9049,
1011.689,1646.9632,
1008.778,1622.5106,
1005.868,1588.4136,
1002.957,1592.7154,
1000.047,1645.063,
997.136,1680.8201,
994.226,1732.5282,
991.315,1761.9765,
988.404,1705.485,
985.494,1654.1065,
982.583,1642.1147,
979.673,1622.0838,
976.762,1617.7234,
973.852,1621.143,
970.941,1618.3365,
968.030,1609.8317,
965.120,1629.2891,
962.209,1608.8281,
959.299,1643.6205,
956.388,1646.4958,
953.477,1645.8286,
950.567,1667.2177,
947.656,1691.4918,
944.746,1707.6334,
941.835,1683.2708,
938.925,1694.4843,
936.014,1688.706,
933.103,1677.9059,
930.193,1678.9816,
927.282,1656.3209,
924.372,1636.872,
921.461,1636.5842,
918.551,1601.9381,
915.640,1574.6752,
912.729,1586.3295,
909.819,1626.4879,
906.908,1642.494,
903.998,1629.0584,
901.087,1612.6449,
898.176,1614.9189,
895.266,1633.9448,
892.355,1650.1762,
889.445,1638.4264,
886.534,1684.293,
883.624,1668.4802,
880.713,1657.3957,
877.802,1629.8889,
874.892,1552.2911,
871.981,1440.7586,
869.071,1245.272,
866.160,1263.122,
863.250,1382.3041,
860.339,1523.4291,
857.428,1627.4534,
854.518,1655.1123,
851.607,1576.8977,
848.697,1484.9638,
845.786,1422.9077,
842.875,1448.71,
839.965,1569.1379,
837.054,1691.4308,
834.144,1696.4033,
831.233,1738.0387,
828.323,1761.3424,
825.412,1738.9399,
822.501,1693.4177,
819.591,1738.0433,
816.680,1715.3365,
813.770,1690.5799,
810.859,1661.7766,
807.949,1644.7848,
805.038,1656.1759,
802.127,1654.5296,
799.217,1631.2679,
796.306,1601.2397,
793.396,1613.9631,
790.485,1655.5317,
787.574,1637.9666,
784.664,1653.5487,
781.753,1671.1366,
778.843,1678.8651,
775.932,1677.5232,
773.022,1675.7842,
770.111,1691.3181,
767.200,1685.5232,
764.290,1700.7113,
761.379,1690.9246,
758.469,1661.8159,
755.558,1683.0314,
752.648,1705.0257,
749.737,1668.9021,
746.826,1656.6994,
743.916,1651.7384,
741.005,1606.2395,
738.095,1560.7744,
735.184,1528.2027,
732.274,1496.3391,
729.363,1488.4706,
726.452,1518.8533,
723.542,1565.7981,
720.631,1617.3055,
717.721,1632.9478,
714.810,1660.7839,
711.899,1695.0284,
708.989,1650.6476,
706.078,1698.4532,
703.168,1669.084,
700.257,1654.3396,
697.347,1676.1571,
694.436,1693.3314,
691.525,1691.7237,
688.615,1678.1679,
685.704,1669.0799,
682.794,1676.5026,
679.883,1707.0598,
676.973,1722.2859,
674.062,1727.9273,
671.151,1711.8418,
668.241,1689.1368,
665.330,1687.5809,
662.420,1670.8075,
659.509,1671.1846,
656.598,1666.8838,
653.688,1677.9286,
650.777,1741.2688,
647.867,1679.1552,
644.956,1644.3239,
642.046,1615.6203,
639.135,1591.4885,
636.224,1584.5501,
633.314,1619.4834,
630.403,1639.0168,
627.493,1675.5647,
624.582,1716.195,
621.672,1688.4752,
618.761,1675.9759,
615.850,1725.8208,
612.940,1786.4517,
610.029,1816.35,
607.119,1798.1885,
604.208,1799.9251,
601.297,1812.8409,
598.387,1810.9033,
595.476,1776.4837,
592.566,1767.0388,
589.655,1795.1779,
586.745,1823.0922,
583.834,1833.9833,
580.923,1818.3324,
578.013,1811.2697,
575.102,1795.6089,
572.192,1792.1634,
569.281,1804.2344,
566.371,1803.4518,
563.460,1821.7172,
560.549,1832.2987,
557.639,1843.969,
554.728,1867.917,
551.818,1876.5005,
548.907,1872.8903,
545.996,1877.5396,
543.086,1875.9474,
540.175,1808.9839,
537.265,1805.0993,
534.354,1815.4088,
531.444,1820.9165,
528.533,1812.4652,
525.622,1855.9183,
522.712,1830.1833,
519.801,1786.7535,
516.891,1757.7571,
513.980,1779.4374,
511.070,1810.9576,
508.159,1825.2853,
505.248,1829.8786,
502.338,1837.1943,
499.427,1831.0196,
496.517,1848.6073,
493.606,1877.8441,
490.695,1899.9559,
487.785,1853.7685,
484.874,1856.0684,
481.964,1842.6875,
479.053,1823.3616,
476.143,1852.5442,
473.232,1852.9362,
470.321,1826.5865,
467.411,1798.362,
464.500,1795.8404,
461.590,1814.2182,
458.679,1849.0909,
455.769,1868.9641,
452.858,1859.7727,
449.947,1863.5923,
447.037,1827.9694,
444.126,1814.3568,
441.216,1843.281,
438.305,1911.8548,
435.395,1901.0503,
432.484,1870.3709,
429.573,1830.8374,
426.663,1781.4282,
423.752,1603.0202,
420.842,1403.1564,
417.931,1200.6459,
415.020,1008.023,
412.110,1389.13,
409.199,1677.0961,
406.289,1823.4715,
403.378,1805.0164,
400.468,1699.1772,
397.557,1713.1909,
394.646,1790.9658,
391.736,1879.9303,
388.825,1897.2777,
385.915,1893.3277,
383.004,1876.2376,
380.094,1853.4902,
377.183,1855.7476,
374.272,1890.5702,
371.362,1933.2084,
368.451,1964.8249,
365.541,1939.3067,
362.630,1946.5773,
359.719,1953.3436,
356.809,1940.9672,
353.898,1934.228,
350.988,1952.9895,
348.077,1970.0846,
345.167,1967.9749,
342.256,1940.3333,
339.345,1947.2551,
336.435,1956.7663,
333.524,1948.8547,
330.614,1995.7996,
327.703,2003.1873,
324.793,2004.1087,
321.882,2026.4002,
318.971,2036.8084,
316.061,2048.6763,
313.150,2070.5393,
310.240,2112.8399,
307.329,2122.236,
304.418,2143.1572,
301.508,2175.4027,
298.597,2216.8661,
295.687,2199.3805,
292.776,2226.4585,
289.866,2306.3993,
286.955,2439.3699,
284.044,2543.1299,
281.134,2622.7386,
278.223,2682.5663,
275.313,2738.5673,
272.402,2742.2424,
269.492,2751.9008,
266.581,2779.1215,
263.670,2691.635,
260.760,2769.8069,
257.849,2883.8787,
254.939,2939.6537,
252.028,2925.8981,
249.117,2891.5949,
246.207,2878.7784,
243.296,2961.4986,
240.386,2971.681,
237.475,2955.4708,
234.565,2923.4285,
231.654,2892.022,
228.743,2866.9632,
225.833,2812.214,
222.922,2716.6423,
220.012,2679.486,
217.101,2656.5793,
214.191,2627.8902,
211.280,2569.6932,
208.369,2502.1306,
205.459,2469.778,
202.548,2468.8792,
199.638,2477.587,
196.727,2451.1404,
193.816,2427.6658,
190.906,2418.4038,
187.995,2333.6929,
185.085,2319.5064,
182.174,2338.7256,
179.264,2347.3988,
176.353,2309.2875,
173.442,2315.6545,
170.532,2350.8418,
167.621,2226.113,
164.711,2179.7614,
161.800,2109.883,
158.890,1938.5879,
155.979,1857.1108,
153.068,1726.5094,
150.158,1543.7992,
147.247,1311.1827,
144.337,1097.102,
141.426,869.70119,
138.516,612.33723,
135.605,434.51322,
132.694,300.07417,
129.784,201.43803,
126.873,129.92504,
123.963,91.474054,
121.052,65.159613,
118.141,44.456455,
115.231,37.979867,
112.320,31.138641,
109.410,25.375,
106.499,25.375,
103.589,19.212201,
100.678,16.547974,
97.767,22.235474,
94.857,13.366142,
91.946,11.793665,
89.036,14.584715,
86.125,9.6202777,
83.215,11.029602,
80.304,10.980673,
77.393,3.8989738,
74.483,9.9263496,
71.572,9.3891267,
68.662,2.4442675,
65.751,3.1507186,
62.840,5.7835099,
59.930,7.2512828,
57.019,3.0207909,
54.109,-0.013643392,
51.198,-0.11695362,
48.288,3.3806624,
45.377,4.0840405,
42.466,4.375,
39.556,3.9145257,
36.645,1.1057648,
33.735,0.89424847,
30.824,0.049678157,
27.914,-4.1573733,
25.003,-4.0023625,
22.092,-2.6562863,
19.182,-0.57923427,
16.271,0.81974599,
13.361,14.018739,
10.450,-2.518512,
7.539,-199.44344,
4.629,-552.67511,
1.718,-930.13214,
-1.192,-1238.27,
-4.103,-922.74602,
-7.013,-482.02543,
-9.924,2.375,
