,PL328E~1,
Wavenumbers [1/cm],Intensity,
48.288,-0.34668779,
45.377,3.1702025,
42.466,2.151684,
39.556,-1.375,
36.645,-1.375,
33.735,-3.9712423,
30.824,-7.4794349,
27.914,-10.985311,
25.003,-13.242912,
22.092,-13.406286,
19.182,-11.306351,
16.271,-9.207881,
13.361,-32.398105,
10.450,-133.28221,
7.539,-527.83039,
4.629,-1122.949,
1.718,-1630.5595,
-1.192,-1781.1427,
-4.103,-1299.6553,
-7.013,-678.7371,
-9.924,2.625,
