,PL6A2C~1,
2370.929,224.89758,
2368.019,222.82326,
2365.108,231.35798,
2362.197,231.30584,
2359.287,221.35174,
2356.376,236.0933,
2353.466,243.00522,
2350.555,218.56987,
2347.645,207.20448,
2344.734,203.91302,
2341.823,202.15817,
2338.913,226.59216,
2336.002,230.42877,
2333.092,237.74575,
2330.181,229.84368,
2327.270,243.24492,
2324.360,230.87262,
2321.449,242.125,
2318.539,245.18923,
2315.628,241.15058,
2312.718,246.07434,
2309.807,229.10609,
2306.896,256.125,
2303.986,253.51459,
2301.075,240.25269,
2298.165,249.28875,
2295.254,235.51277,
2292.344,243.06684,
2289.433,257.40681,
2286.522,254.39277,
2283.612,267.57526,
2280.701,259.60484,
2277.791,275.28343,
2274.880,255.55299,
2271.969,253.64352,
2269.059,263.76535,
2266.148,255.69762,
2263.238,250.82384,
2260.327,264.36655,
2257.417,274.48278,
2254.506,256.36148,
2251.595,264.55043,
2248.685,271.54421,
2245.774,268.61958,
2242.864,275.86565,
2239.953,275.76631,
2237.043,279.16323,
2234.132,261.82112,
2231.221,276.17935,
2228.311,283.125,
2225.400,276.85678,
2222.490,299.89694,
2219.579,287.38977,
2216.669,291.57969,
2213.758,284.81779,
2210.847,291.43984,
2207.937,306.63639,
2205.026,287.23491,
2202.116,314.09423,
2199.205,299.18735,
2196.294,300.439,
2193.384,292.01999,
2190.473,306.28463,
2187.563,331.125,
2184.652,329.01643,
2181.742,310.62419,
2178.831,305.23788,
2175.920,322.20515,
2173.010,335.27579,
2170.099,328.72619,
2167.189,346.1824,
2164.278,355.29887,
2161.368,361.26796,
2158.457,352.77059,
2155.546,349.1702,
2152.636,349.64097,
2149.725,363.10485,
2146.815,366.125,
2143.904,369.43354,
2140.993,383.37376,
2138.083,365.86662,
2135.172,381.56202,
2132.262,365.34155,
2129.351,382.08725,
2126.441,393.0085,
2123.530,396.05766,
2120.619,389.16174,
2117.709,379.16969,
2114.798,362.68648,
2111.888,343.87545,
2108.977,348.11176,
2106.067,344.74933,
2103.156,342.88467,
2100.245,346.11935,
2097.335,341.46007,
2094.424,361.39688,
2091.514,330.91807,
2088.603,339.32778,
2085.692,346.35542,
2082.782,343.52266,
2079.871,321.87413,
2076.961,337.76886,
2074.050,341.02803,
2071.140,338.80319,
2068.229,338.48567,
2065.318,347.10076,
2062.408,334.93515,
2059.497,347.19053,
2056.587,345.7184,
2053.676,346.74102,
2050.766,369.43143,
2047.855,344.40979,
2044.944,353.19391,
2042.034,343.57004,
2039.123,341.30682,
2036.213,352.04941,
2033.302,358.34216,
2030.391,361.46425,
2027.481,354.63721,
2024.570,370.9817,
2021.660,322.37711,
2018.749,370.7451,
2015.839,360.99049,
2012.928,356.90688,
2010.017,356.51372,
2007.107,365.56423,
2004.196,350.68453,
2001.286,348.89533,
1998.375,348.90847,
1995.465,332.03304,
1992.554,337.64256,
1989.643,349.7448,
1986.733,343.94781,
1983.822,329.04967,
1980.912,358.97599,
1978.001,339.06563,
1975.090,346.70363,
1972.180,341.12635,
1969.269,330.08766,
1966.359,324.0438,
1963.448,338.1184,
1960.538,340.25594,
1957.627,321.29217,
1954.716,320.09627,
1951.806,327.87017,
1948.895,337.91656,
1945.985,315.4567,
1943.074,334.51623,
1940.164,316.21145,
1937.253,305.25117,
1934.342,315.25334,
1931.432,337.05245,
1928.521,330.43588,
1925.611,315.47574,
1922.700,336.65953,
1919.790,318.1484,
1916.879,309.47375,
1913.968,330.09918,
1911.058,348.49135,
1908.147,302.43891,
1905.237,334.14704,
1902.326,320.27908,
1899.415,316.4372,
1896.505,301.50431,
1893.594,276.39635,
1890.684,286.87005,
1887.773,301.05586,
1884.863,317.60564,
1881.952,339.46985,
1879.041,334.02115,
1876.131,336.64003,
1873.220,313.71782,
1870.310,330.54649,
1867.399,339.99705,
1864.489,316.93028,
1861.578,314.55338,
1858.667,334.60407,
1855.757,315.51999,
1852.846,324.64294,
1849.936,329.07896,
1847.025,319.71137,
1844.114,329.73442,
1841.204,344.30332,
1838.293,369.10837,
1835.383,355.07902,
1832.472,332.75283,
1829.562,340.70703,
1826.651,346.80878,
1823.740,355.13268,
1820.830,353.49504,
1817.919,322.80745,
1815.009,339.24332,
1812.098,362.87302,
1809.188,356.68316,
1806.277,322.87748,
1803.366,357.04182,
1800.456,353.55389,
1797.545,376.83429,
1794.635,366.06003,
1791.724,375.16389,
1788.813,359.53066,
1785.903,367.97971,
1782.992,336.78371,
1780.082,331.61869,
1777.171,286.10249,
1774.261,223.66043,
1771.350,283.68276,
1768.439,318.55059,
1765.529,348.67602,
1762.618,394.75377,
1759.708,383.13564,
1756.797,375.64773,
1753.887,390.9457,
1750.976,397.84228,
1748.065,382.07738,
1745.155,394.3958,
1742.244,380.9774,
1739.334,380.13441,
1736.423,397.42966,
1733.512,396.30385,
1730.602,387.39285,
1727.691,406.6195,
1724.781,459.53302,
1721.870,427.86284,
1718.960,423.70286,
1716.049,404.15063,
1713.138,424.91988,
1710.228,399.5349,
1707.317,403.97071,
1704.407,430.28012,
1701.496,432.21345,
1698.586,432.125,
1695.675,437.73925,
1692.764,435.28483,
1689.854,413.12105,
1686.943,453.6748,
1684.033,453.17467,
1681.122,461.97207,
1678.211,413.59135,
1675.301,474.93383,
1672.390,457.06818,
1669.480,438.47797,
1666.569,482.31544,
1663.659,496.60236,
1660.748,465.74202,
1657.837,497.01565,
1654.927,492.00785,
1652.016,487.48949,
1649.106,502.76151,
1646.195,527.42968,
1643.285,500.33269,
1640.374,551.53964,
1637.463,524.61139,
1634.553,551.76045,
1631.642,594.15757,
1628.732,597.17833,
1625.821,606.1479,
1622.911,640.92777,
1620.000,622.36438,
1617.089,738.75683,
1614.179,709.05563,
1611.268,780.33666,
1608.358,790.75042,
1605.447,871.26851,
1602.536,819.27989,
1599.626,887.7997,
1596.715,865.98936,
1593.805,846.13269,
1590.894,845.00567,
1587.984,841.66063,
1585.073,784.12027,
1582.162,788.31806,
1579.252,774.75898,
1576.341,774.32925,
1573.431,771.9923,
1570.520,739.02116,
1567.610,731.36033,
1564.699,727.04979,
1561.788,719.49125,
1558.878,695.27658,
1555.967,674.55436,
1553.057,676.78009,
1550.146,657.15778,
1547.235,634.45076,
1544.325,635.34585,
1541.414,650.92614,
1538.504,675.02527,
1535.593,672.56991,
1532.683,644.55893,
1529.772,636.86868,
1526.861,666.46005,
1523.951,681.74353,
1521.040,661.80012,
1518.130,683.32072,
1515.219,675.44513,
1512.309,664.68354,
1509.398,642.76192,
1506.487,640.10106,
1503.577,665.21461,
1500.666,653.56538,
1497.756,649.81153,
1494.845,656.4841,
1491.934,617.09035,
1489.024,606.50293,
1486.113,677.5206,
1483.203,604.96625,
1480.292,618.03481,
1477.382,626.16624,
1474.471,604.87101,
1471.560,576.35502,
1468.650,611.85452,
1465.739,619.3152,
1462.829,601.38229,
1459.918,593.02002,
1457.008,607.86366,
1454.097,596.31983,
1451.186,587.99734,
1448.276,607.21108,
1445.365,569.69372,
1442.455,539.31156,
1439.544,538.17039,
1436.633,514.82411,
1433.723,519.62047,
1430.812,533.15419,
1427.902,570.74165,
1424.991,554.62969,
1422.081,519.26087,
1419.170,496.25161,
1416.259,511.75645,
1413.349,496.48873,
1410.438,522.31486,
1407.528,504.58166,
1404.617,510.023,
1401.707,490.61899,
1398.796,450.15649,
1395.885,457.07396,
1392.975,478.29155,
1390.064,479.01118,
1387.154,492.65768,
1384.243,481.29559,
1381.332,434.56766,
1378.422,435.37161,
1375.511,381.9751,
1372.601,489.8703,
1369.690,493.12444,
1366.780,494.50111,
1363.869,504.5692,
1360.958,541.13581,
1358.048,571.77117,
1355.137,595.84415,
1352.227,612.32763,
1349.316,635.17762,
1346.406,665.76362,
1343.495,650.18418,
1340.584,611.62412,
1337.674,674.69944,
1334.763,721.8307,
1331.853,740.37533,
1328.942,686.86769,
1326.032,722.53727,
1323.121,731.38404,
1320.210,757.76183,
1317.300,791.19289,
1314.389,799.47211,
1311.479,791.50366,
1308.568,803.21103,
1305.657,821.97723,
1302.747,817.50241,
1299.836,885.44199,
1296.926,909.4241,
1294.015,915.85937,
1291.105,932.85529,
1288.194,967.87346,
1285.283,982.56903,
1282.373,981.96095,
1279.462,996.04626,
1276.552,1016.5581,
1273.641,1011.8388,
1270.731,1004.2384,
1267.820,1034.8012,
1264.909,1019.3445,
1261.999,999.25815,
1259.088,1002.9066,
1256.178,1009.1202,
1253.267,974.06681,
1250.356,954.3207,
1247.446,964.79318,
1244.535,988.50443,
1241.625,978.30655,
1238.714,956.51356,
1235.804,989.83857,
1232.893,998.38232,
1229.982,964.87969,
1227.072,957.63719,
1224.161,1006.7147,
1221.251,967.7319,
1218.340,915.49534,
1215.430,919.79802,
1212.519,934.59741,
1209.608,943.6544,
1206.698,963.99719,
1203.787,940.04961,
1200.877,909.63244,
1197.966,950.09461,
1195.055,977.72246,
1192.145,1018.9408,
1189.234,1042.8033,
1186.324,1071.4908,
1183.413,1080.8509,
1180.503,1076.5446,
1177.592,1082.7612,
1174.681,1051.5771,
1171.771,1027.8462,
1168.860,1059.1043,
1165.950,1061.3187,
1163.039,1049.2522,
1160.129,1032.9178,
1157.218,1049.1618,
1154.307,1085.1427,
1151.397,1098.2148,
1148.486,1085.3267,
1145.576,1075.2792,
1142.665,1078.8308,
1139.754,1095.3976,
1136.844,1101.2259,
1133.933,1085.7028,
1131.023,1050.5202,
1128.112,1039.1228,
1125.202,1073.1298,
1122.291,1094.2476,
1119.380,1088.2289,
1116.470,1098.8193,
1113.559,1077.7008,
1110.649,1083.5671,
1107.738,1084.231,
1104.828,1079.125,
1101.917,1087.1135,
1099.006,1100.8674,
1096.096,1075.0499,
1093.185,1057.4899,
1090.275,1069.8826,
1087.364,1078.614,
1084.453,1099.1239,
1081.543,1097.7873,
1078.632,1089.0938,
1075.722,1115.0056,
1072.811,1123.125,
1069.901,1123.125,
1066.990,1098.0667,
1064.079,1100.9717,
1061.169,1118.3802,
1058.258,1140.1356,
1055.348,1162.7679,
1052.437,1172.5976,
1049.527,1130.2663,
1046.616,1159.8065,
1043.705,1177.7695,
1040.795,1161.0543,
1037.884,1153.6766,
1034.974,1156.2629,
1032.063,1144.0638,
1029.153,1116.5791,
1026.242,1128.6885,
1023.331,1126.6252,
1020.421,1193.0467,
1017.510,1214.8414,
1014.600,1213.3543,
1011.689,1208.0073,
1008.778,1181.5911,
1005.868,1189.8547,
1002.957,1159.7423,
1000.047,1202.445,
997.136,1246.5547,
994.226,1272.2634,
991.315,1276.8626,
988.404,1263.396,
985.494,1243.1852,
982.583,1201.2139,
979.673,1236.0972,
976.762,1237.0345,
973.852,1221.8209,
970.941,1213.9395,
968.030,1205.8648,
965.120,1176.4293,
962.209,1248.8954,
959.299,1245.5435,
956.388,1254.244,
953.477,1251.739,
950.567,1233.2164,
947.656,1247.0352,
944.746,1307.3536,
941.835,1296.3582,
938.925,1304.3119,
936.014,1307.09,
933.103,1292.826,
930.193,1268.3296,
927.282,1252.85,
924.372,1247.7764,
921.461,1250.807,
918.551,1234.1161,
915.640,1228.774,
912.729,1238.3199,
909.819,1234.5681,
906.908,1222.7742,
903.998,1240.4184,
901.087,1252.7631,
898.176,1231.3565,
895.266,1221.5341,
892.355,1256.7273,
889.445,1233.2278,
886.534,1308.2635,
883.624,1290.8291,
880.713,1273.5939,
877.802,1261.7033,
874.892,1232.1973,
871.981,1185.3236,
869.071,1066.695,
866.160,1018.5266,
863.250,1097.3363,
860.339,1191.2222,
857.428,1222.2209,
854.518,1267.7288,
851.607,1219.4688,
848.697,1165.7291,
845.786,1130.5939,
842.875,1138.4475,
839.965,1193.0332,
837.054,1261.4506,
834.144,1290.457,
831.233,1337.4553,
828.323,1336.3638,
825.412,1320.8862,
822.501,1340.3379,
819.591,1369.2619,
816.680,1294.8044,
813.770,1306.1971,
810.859,1313.7465,
807.949,1308.2909,
805.038,1324.8352,
802.127,1305.9032,
799.217,1303.3796,
796.306,1291.206,
793.396,1283.293,
790.485,1281.9663,
787.574,1271.3705,
784.664,1304.175,
781.753,1305.4281,
778.843,1327.139,
775.932,1358.2977,
773.022,1369.589,
770.111,1353.2375,
767.200,1321.6725,
764.290,1325.4162,
761.379,1334.7311,
758.469,1342.9142,
755.558,1374.9094,
752.648,1334.1792,
749.737,1338.528,
746.826,1338.1317,
743.916,1340.1771,
741.005,1362.5485,
738.095,1330.8853,
735.184,1280.6461,
732.274,1239.5114,
729.363,1227.867,
726.452,1254.9189,
723.542,1309.1482,
720.631,1344.2356,
717.721,1331.784,
714.810,1320.0738,
711.899,1334.1448,
708.989,1359.9664,
706.078,1364.9328,
703.168,1341.8362,
700.257,1343.453,
697.347,1370.9508,
694.436,1380.2521,
691.525,1348.0999,
688.615,1358.1056,
685.704,1351.7206,
682.794,1343.2312,
679.883,1384.8995,
676.973,1357.6529,
674.062,1367.439,
671.151,1379.6316,
668.241,1372.6891,
665.330,1336.4653,
662.420,1343.6539,
659.509,1340.0456,
656.598,1349.6747,
653.688,1372.1061,
650.777,1391.828,
647.867,1383.0684,
644.956,1396.6038,
642.046,1350.1542,
639.135,1278.4613,
636.224,1306.2682,
633.314,1334.85,
630.403,1367.5471,
627.493,1374.755,
624.582,1359.361,
621.672,1364.905,
618.761,1372.7244,
615.850,1401.5724,
612.940,1441.5679,
610.029,1473.0478,
607.119,1448.5693,
604.208,1468.1354,
601.297,1475.6294,
598.387,1458.9335,
595.476,1422.3135,
592.566,1434.9066,
589.655,1479.2379,
586.745,1483.0304,
583.834,1452.855,
580.923,1434.3856,
578.013,1477.546,
575.102,1469.623,
572.192,1458.3406,
569.281,1467.64,
566.371,1487.2056,
563.460,1499.707,
560.549,1500.714,
557.639,1501.422,
554.728,1512.7801,
551.818,1507.3179,
548.907,1486.6238,
545.996,1486.5663,
543.086,1497.4013,
540.175,1456.9118,
537.265,1459.195,
534.354,1461.125,
531.444,1467.2555,
528.533,1483.2354,
525.622,1484.7873,
522.712,1442.6523,
519.801,1423.9082,
516.891,1434.0559,
513.980,1413.9242,
511.070,1448.7511,
508.159,1450.7531,
505.248,1445.138,
502.338,1472.3509,
499.427,1480.0692,
496.517,1495.1351,
493.606,1503.4425,
490.695,1499.6971,
487.785,1496.6179,
484.874,1499.3561,
481.964,1492.4042,
479.053,1479.3896,
476.143,1476.3177,
473.232,1477.5638,
470.321,1460.6083,
467.411,1446.1772,
464.500,1458.2995,
461.590,1465.1912,
458.679,1483.6338,
455.769,1498.0702,
452.858,1503.2269,
449.947,1533.0202,
447.037,1482.0895,
444.126,1461.3917,
441.216,1490.3156,
438.305,1497.173,
435.395,1513.2046,
432.484,1512.3732,
429.573,1490.3624,
426.663,1448.5547,
423.752,1345.3941,
420.842,1206.6776,
417.931,1062.9594,
415.020,956.78923,
412.110,1103.1057,
409.199,1283.7972,
406.289,1416.6009,
403.378,1420.9252,
400.468,1361.9576,
397.557,1372.9457,
394.646,1417.2857,
391.736,1462.1632,
388.825,1494.5952,
385.915,1481.7729,
383.004,1474.1178,
380.094,1503.6643,
377.183,1494.6346,
374.272,1501.3523,
371.362,1514.1286,
368.451,1525.3044,
365.541,1511.7947,
362.630,1487.9141,
359.719,1493.9145,
356.809,1545.3158,
353.898,1498.8904,
350.988,1514.3343,
348.077,1530.284,
345.167,1510.179,
342.256,1491.5023,
339.345,1505.2566,
336.435,1524.9009,
333.524,1530.9976,
330.614,1495.2301,
327.703,1525.1974,
324.793,1550.4621,
321.882,1511.1845,
318.971,1535.7181,
316.061,1538.7535,
313.150,1543.7488,
310.240,1577.8861,
307.329,1602.708,
304.418,1626.7155,
301.508,1655.1527,
298.597,1696.6161,
295.687,1662.8768,
292.776,1663.0418,
289.866,1694.1969,
286.955,1723.0072,
284.044,1749.2625,
281.134,1787.6749,
278.223,1835.2207,
275.313,1863.2212,
272.402,1892.3611,
269.492,1914.1946,
266.581,1918.1883,
263.670,1821.1445,
260.760,1844.3186,
257.849,1897.5407,
254.939,1915.8877,
252.028,1940.0119,
249.117,1926.2836,
246.207,1918.4449,
243.296,1993.1127,
240.386,1963.9045,
237.475,1937.5938,
234.565,1920.5681,
231.654,1878.9362,
228.743,1885.6599,
225.833,1877.9165,
222.922,1832.5282,
220.012,1798.2861,
217.101,1803.3186,
214.191,1805.2629,
211.280,1755.7954,
208.369,1747.4153,
205.459,1730.3527,
202.548,1713.1389,
199.638,1742.1649,
196.727,1709.5185,
193.816,1691.3598,
190.906,1712.4077,
187.995,1634.9371,
185.085,1625.6207,
182.174,1648.2591,
179.264,1659.8234,
176.353,1643.824,
173.442,1642.8264,
170.532,1648.0441,
167.621,1561.5271,
164.711,1542.8551,
161.800,1487.4042,
158.890,1312.5104,
155.979,1253.4563,
153.068,1157.4758,
150.158,1022.8861,
147.247,862.78277,
144.337,729.53812,
141.426,585.33465,
138.516,411.13008,
135.605,301.51775,
132.694,210.50533,
129.784,136.67227,
126.873,83.037532,
123.963,53.914756,
121.052,32.75948,
118.141,14.198028,
115.231,19.098992,
112.320,18.583184,
109.410,15.670421,
106.499,18.519042,
103.589,18.004491,
100.678,15.223648,
97.767,10.247085,
94.857,7.3530438,
91.946,8.9467761,
89.036,12.447613,
86.125,8.1923809,
83.215,8.1868407,
80.304,5.7729424,
77.393,-4.1414367,
74.483,4.2968894,
71.572,7.6755915,
68.662,4.3630575,
65.751,-3.4079044,
62.840,-0.094576198,
59.930,4.6267104,
57.019,-1.0139455,
54.109,-4.8608042,
51.198,-3.8589072,
48.288,3.1306624,
45.377,3.8340405,
42.466,0.82724528,
39.556,-3.4145257,
36.645,-0.60576483,
33.735,0.64424847,
30.824,1.125,
27.914,1.125,
25.003,-1.9881874,
22.092,-4.8437137,
19.182,-6.8063514,
16.271,-4.707881,
13.361,24.362684,
10.450,50.745455,
7.539,-21.181028,
4.629,-302.16809,
1.718,-656.9217,
-1.192,-1012.4654,
-4.103,-814.19954,
-7.013,-457.43632,
-9.924,-0.875,
