,PLA16D~1,
2612.507,272.18729,
2609.597,283.22231,
2606.686,273.62802,
2603.775,277.51389,
2600.865,273.875,
2597.954,280.15629,
2595.044,268.84843,
2592.133,277.93236,
2589.223,280.76658,
2586.312,286.09608,
2583.401,294.18156,
2580.491,290.14904,
2577.580,301.875,
2574.670,297.72394,
2571.759,281.36987,
2568.848,292.51596,
2565.938,285.6844,
2563.027,303.60681,
2560.117,297.88433,
2557.206,296.58718,
2554.296,287.13587,
2551.385,298.49496,
2548.474,307.65307,
2545.564,311.93831,
2542.653,288.57969,
2539.743,305.81339,
2536.832,312.38528,
2533.922,293.41115,
2531.011,324.12523,
2528.100,316.3419,
2525.190,315.875,
2522.279,307.53157,
2519.369,320.57313,
2516.458,312.64766,
2513.548,314.15672,
2510.637,295.875,
2507.726,302.74491,
2504.816,323.50071,
2501.905,323.81707,
2498.995,301.89022,
2496.084,319.71473,
2493.173,321.6644,
2490.263,322.26822,
2487.352,337.249,
2484.442,322.30541,
2481.531,322.98136,
2478.621,331.78498,
2475.710,338.82133,
2472.799,331.38173,
2469.889,335.69219,
2466.978,338.98843,
2464.068,327.34057,
2461.157,338.29751,
2458.247,331.18377,
2455.336,333.4484,
2452.425,335.20047,
2449.515,336.875,
2446.604,339.69526,
2443.694,348.3635,
2440.783,347.63626,
2437.872,345.13025,
2434.962,345.57086,
2432.051,346.89387,
2429.141,355.48691,
2426.230,348.07057,
2423.320,357.51816,
2420.409,351.68256,
2417.498,361.08005,
2414.588,360.69249,
2411.677,376.61996,
2408.767,347.1752,
2405.856,364.09641,
2402.946,373.66678,
2400.035,374.07688,
2397.124,355.00868,
2394.214,371.2262,
2391.303,376.30589,
2388.393,381.875,
2385.482,379.00719,
2382.571,382.71047,
2379.661,388.57255,
2376.750,391.19279,
2373.840,379.3844,
2370.929,386.77753,
2368.019,385.2968,
2365.108,389.99018,
2362.197,388.92974,
2359.287,389.65662,
2356.376,394.86972,
2353.466,398.67809,
2350.555,397.875,
2347.645,390.17832,
2344.734,406.93957,
2341.823,406.9745,
2338.913,405.47352,
2336.002,412.50419,
2333.092,408.49575,
2330.181,411.15632,
2327.270,404.37005,
2324.360,410.79954,
2321.449,406.46004,
2318.539,408.30007,
2315.628,427.89059,
2312.718,431.69218,
2309.807,412.83139,
2306.896,425.11913,
2303.986,422.875,
2301.075,425.9601,
2298.165,441.44256,
2295.254,434.11197,
2292.344,417.24431,
2289.433,421.265,
2286.522,438.95533,
2283.612,441.18495,
2280.701,440.875,
2277.791,450.67463,
2274.880,444.59102,
2271.969,440.64866,
2269.059,442.43358,
2266.148,462.57283,
2263.238,450.98312,
2260.327,471.94371,
2257.417,449.43333,
2254.506,459.25676,
2251.595,453.44957,
2248.685,449.40193,
2245.774,460.58908,
2242.864,453.32886,
2239.953,459.41984,
2237.043,465.2782,
2234.132,469.16595,
2231.221,468.55978,
2228.311,492.62111,
2225.400,502.74919,
2222.490,466.10306,
2219.579,474.84929,
2216.669,481.83207,
2213.758,480.43839,
2210.847,503.89259,
2207.937,507.03787,
2205.026,505.76334,
2202.116,524.02149,
2199.205,529.9877,
2196.294,538.80096,
2193.384,551.717,
2190.473,557.16491,
2187.563,560.933,
2184.652,574.68234,
2181.742,587.23893,
2178.831,581.88274,
2175.920,597.60179,
2173.010,623.22534,
2170.099,628.34127,
2167.189,666.68844,
2164.278,645.57048,
2161.368,675.7318,
2158.457,701.51459,
2155.546,713.98171,
2152.636,714.3271,
2149.725,754.66021,
2146.815,762.84163,
2143.904,787.6891,
2140.993,812.79575,
2138.083,782.875,
2135.172,786.84141,
2132.262,787.7456,
2129.351,766.99558,
2126.441,754.69052,
2123.530,729.2005,
2120.619,749.61847,
2117.709,687.85487,
2114.798,659.09807,
2111.888,644.55059,
2108.977,622.97433,
2106.067,624.7004,
2103.156,618.95648,
2100.245,577.87876,
2097.335,579.66035,
2094.424,548.63565,
2091.514,551.4503,
2088.603,551.22987,
2085.692,541.5107,
2082.782,554.71828,
2079.871,557.58912,
2076.961,579.32513,
2074.050,543.21439,
2071.140,548.42684,
2068.229,546.58983,
2065.318,553.07174,
2062.408,552.17075,
2059.497,553.85117,
2056.587,541.61925,
2053.676,552.94087,
2050.766,533.72254,
2047.855,554.90348,
2044.944,554.67789,
2042.034,544.50503,
2039.123,541.97601,
2036.213,555.41279,
2033.302,555.52724,
2030.391,543.50235,
2027.481,546.31396,
2024.570,554.77484,
2021.660,545.52542,
2018.749,539.10294,
2015.839,545.14403,
2012.928,551.70218,
2010.017,561.7067,
2007.107,540.08246,
2004.196,536.0655,
2001.286,549.91739,
1998.375,558.74607,
1995.465,522.33125,
1992.554,551.31584,
1989.643,528.87735,
1986.733,530.12237,
1983.822,561.69332,
1980.912,512.55822,
1978.001,528.98448,
1975.090,544.33453,
1972.180,532.9428,
1969.269,552.10203,
1966.359,554.92903,
1963.448,552.41397,
1960.538,542.13688,
1957.627,538.98336,
1954.716,527.21972,
1951.806,528.57049,
1948.895,542.89523,
1945.985,545.99428,
1943.074,530.59456,
1940.164,532.00966,
1937.253,526.83606,
1934.342,516.38783,
1931.432,509.79298,
1928.521,509.07016,
1925.611,506.8296,
1922.700,519.12085,
1919.790,527.18131,
1916.879,502.75824,
1913.968,541.82459,
1911.058,492.39453,
1908.147,510.02241,
1905.237,493.61035,
1902.326,526.50167,
1899.415,521.51525,
1896.505,509.9953,
1893.594,486.42073,
1890.684,493.10371,
1887.773,499.875,
1884.863,507.52876,
1881.952,522.3374,
1879.041,529.14447,
1876.131,520.10245,
1873.220,523.10511,
1870.310,507.16651,
1867.399,506.85901,
1864.489,501.57598,
1861.578,519.2486,
1858.667,522.875,
1855.757,522.07786,
1852.846,520.13141,
1849.936,528.40953,
1847.025,537.46381,
1844.114,529.64439,
1841.204,538.11276,
1838.293,546.89329,
1835.383,558.28148,
1832.472,543.66456,
1829.562,525.98542,
1826.651,542.55055,
1823.740,545.96312,
1820.830,545.64666,
1817.919,533.65935,
1815.009,577.96787,
1812.098,545.48132,
1809.188,567.1385,
1806.277,575.72008,
1803.366,555.00809,
1800.456,564.0291,
1797.545,578.34337,
1794.635,528.26107,
1791.724,561.83611,
1788.813,589.28451,
1785.903,594.95656,
1782.992,524.11794,
1780.082,539.35606,
1777.171,529.20851,
1774.261,546.30033,
1771.350,576.85375,
1768.439,577.74704,
1765.529,574.42037,
1762.618,586.43627,
1759.708,604.98375,
1756.797,618.48106,
1753.887,596.53973,
1750.976,598.05104,
1748.065,604.42953,
1745.155,580.62996,
1742.244,572.86141,
1739.334,567.02794,
1736.423,615.4525,
1733.512,635.41971,
1730.602,622.15871,
1727.691,632.46055,
1724.781,620.35689,
1721.870,640.82276,
1718.960,624.67473,
1716.049,624.06987,
1713.138,636.84494,
1710.228,631.91262,
1707.317,672.44986,
1704.407,676.07821,
1701.496,659.46714,
1698.586,649.55914,
1695.675,690.98189,
1692.764,689.14139,
1689.854,678.35137,
1686.943,693.33539,
1684.033,700.70115,
1681.122,722.50117,
1678.211,732.77983,
1675.301,763.77941,
1672.390,716.05744,
1669.480,777.46863,
1666.569,850.15133,
1663.659,794.07099,
1660.748,805.6629,
1657.837,795.24679,
1654.927,813.5619,
1652.016,883.63201,
1649.106,873.92396,
1646.195,876.83406,
1643.285,917.53842,
1640.374,988.70775,
1637.463,981.32536,
1634.553,1006.6287,
1631.642,1057.0379,
1628.732,1072.4912,
1625.821,1175.8796,
1622.911,1182.8356,
1620.000,1280.6277,
1617.089,1327.9397,
1614.179,1409.5343,
1611.268,1519.7111,
1608.358,1571.5338,
1605.447,1614.4182,
1602.536,1610.3518,
1599.626,1618.1544,
1596.715,1551.7125,
1593.805,1514.4677,
1590.894,1572.5219,
1587.984,1526.3112,
1585.073,1500.0078,
1582.162,1490.1959,
1579.252,1436.5037,
1576.341,1408.8537,
1573.431,1406.4413,
1570.520,1421.3982,
1567.610,1405.757,
1564.699,1395.9749,
1561.788,1375.1569,
1558.878,1344.3438,
1555.967,1302.1631,
1553.057,1269.289,
1550.146,1257.4168,
1547.235,1226.949,
1544.325,1199.5231,
1541.414,1199.2756,
1538.504,1216.2063,
1535.593,1206.9377,
1532.683,1180.2811,
1529.772,1157.6253,
1526.861,1144.9332,
1523.951,1134.53,
1521.040,1084.681,
1518.130,1072.1213,
1515.219,1080.1946,
1512.309,1083.9651,
1509.398,1064.6163,
1506.487,1108.4023,
1503.577,1119.0291,
1500.666,1060.8677,
1497.756,1052.4936,
1494.845,1048.9556,
1491.934,1074.727,
1489.024,1029.4898,
1486.113,1004.6946,
1483.203,1040.178,
1480.292,1048.269,
1477.382,1033.5183,
1474.471,1057.5006,
1471.560,1027.4147,
1468.650,988.27715,
1465.739,984.56088,
1462.829,1003.1986,
1459.918,1010.665,
1457.008,971.81299,
1454.097,952.51269,
1451.186,954.82471,
1448.276,956.33388,
1445.365,989.90897,
1442.455,969.42164,
1439.544,970.875,
1436.633,959.33976,
1433.723,909.48604,
1430.812,939.88017,
1427.902,914.85245,
1424.991,913.90469,
1422.081,888.18564,
1419.170,888.46718,
1416.259,903.45613,
1413.349,938.59512,
1410.438,887.99417,
1407.528,861.875,
1404.617,870.0948,
1401.707,869.51571,
1398.796,882.28404,
1395.885,881.37876,
1392.975,831.7492,
1390.064,786.27987,
1387.154,739.84553,
1384.243,659.14869,
1381.332,608.07627,
1378.422,653.54618,
1375.511,724.74154,
1372.601,809.7379,
1369.690,877.73779,
1366.780,900.54756,
1363.869,940.92533,
1360.958,974.68149,
1358.048,992.58805,
1355.137,1046.7636,
1352.227,1074.4043,
1349.316,1072.3723,
1346.406,1107.8578,
1343.495,1136.0858,
1340.584,1173.8033,
1337.674,1189.731,
1334.763,1173.2864,
1331.853,1210.3757,
1328.942,1249.2325,
1326.032,1253.875,
1323.121,1227.2003,
1320.210,1245.1778,
1317.300,1294.8792,
1314.389,1357.3896,
1311.479,1362.7296,
1308.568,1300.8868,
1305.657,1270.8323,
1302.747,1300.4925,
1299.836,1318.423,
1296.926,1402.1996,
1294.015,1430.6986,
1291.105,1509.3627,
1288.194,1552.6235,
1285.283,1619.5873,
1282.373,1653.6328,
1279.462,1694.4626,
1276.552,1721.4813,
1273.641,1700.1355,
1270.731,1676.6959,
1267.820,1689.9809,
1264.909,1670.3925,
1261.999,1744.0455,
1259.088,1666.5152,
1256.178,1671.296,
1253.267,1637.584,
1250.356,1579.4672,
1247.446,1540.4466,
1244.535,1517.4777,
1241.625,1486.4973,
1238.714,1459.4318,
1235.804,1461.7828,
1232.893,1449.8873,
1229.982,1392.8018,
1227.072,1361.1158,
1224.161,1342.9054,
1221.251,1287.0148,
1218.340,1262.3969,
1215.430,1246.7632,
1212.519,1230.9891,
1209.608,1237.3413,
1206.698,1266.9815,
1203.787,1288.8851,
1200.877,1328.1009,
1197.966,1347.8824,
1195.055,1333.5165,
1192.145,1365.4368,
1189.234,1401.5291,
1186.324,1451.424,
1183.413,1487.6161,
1180.503,1491.5024,
1177.592,1476.0465,
1174.681,1450.2962,
1171.771,1472.0617,
1168.860,1393.4699,
1165.950,1430.2209,
1163.039,1403.8597,
1160.129,1382.5663,
1157.218,1392.8163,
1154.307,1421.974,
1151.397,1434.9265,
1148.486,1405.8231,
1145.576,1417.1834,
1142.665,1424.2867,
1139.754,1398.8389,
1136.844,1361.3614,
1133.933,1349.048,
1131.023,1349.875,
1128.112,1340.2335,
1125.202,1325.2905,
1122.291,1332.3737,
1119.380,1329.3081,
1116.470,1373.4345,
1113.559,1355.6775,
1110.649,1328.5748,
1107.738,1320.5541,
1104.828,1329.9487,
1101.917,1346.3842,
1099.006,1356.2669,
1096.096,1329.5525,
1093.185,1324.2845,
1090.275,1353.0087,
1087.364,1346.1525,
1084.453,1355.624,
1081.543,1372.6954,
1078.632,1361.6383,
1075.722,1329.8929,
1072.811,1357.3022,
1069.901,1377.3872,
1066.990,1396.6583,
1064.079,1385.2232,
1061.169,1395.5486,
1058.258,1404.7932,
1055.348,1407.8696,
1052.437,1426.7914,
1049.527,1402.4526,
1046.616,1443.2876,
1043.705,1460.978,
1040.795,1445.0814,
1037.884,1440.9553,
1034.974,1441.9162,
1032.063,1439.267,
1029.153,1462.2518,
1026.242,1457.0621,
1023.331,1431.0433,
1020.421,1478.8547,
1017.510,1485.627,
1014.600,1485.5629,
1011.689,1508.5764,
1008.778,1527.1267,
1005.868,1552.2688,
1002.957,1596.1469,
1000.047,1629.811,
997.136,1653.3835,
994.226,1670.9056,
991.315,1663.5211,
988.404,1619.4975,
985.494,1597.0668,
982.583,1605.6324,
979.673,1583.4623,
976.762,1554.9135,
973.852,1550.5992,
970.941,1569.9881,
968.030,1583.8692,
965.120,1566.8822,
962.209,1568.5872,
959.299,1587.9977,
956.388,1593.6351,
953.477,1604.6169,
950.567,1615.0323,
947.656,1594.4347,
944.746,1606.3285,
941.835,1569.6236,
938.925,1593.7775,
936.014,1595.1944,
933.103,1581.2874,
930.193,1583.4755,
927.282,1581.6917,
924.372,1578.3093,
921.461,1505.7078,
918.551,1512.4073,
915.640,1531.2006,
912.729,1528.0953,
909.819,1534.3173,
906.908,1514.9415,
903.998,1509.1028,
901.087,1493.8719,
898.176,1504.9628,
895.266,1534.4448,
892.355,1562.7698,
889.445,1615.6436,
886.534,1565.7827,
883.624,1556.5478,
880.713,1582.3928,
877.802,1597.148,
874.892,1574.8304,
871.981,1556.224,
869.071,1528.6554,
866.160,1540.434,
863.250,1554.6896,
860.339,1566.9606,
857.428,1570.6053,
854.518,1539.8991,
851.607,1540.7311,
848.697,1536.0603,
845.786,1515.7112,
842.875,1514.2551,
839.965,1541.6177,
837.054,1536.275,
834.144,1571.9114,
831.233,1571.5422,
828.323,1562.4347,
825.412,1574.261,
822.501,1600.0024,
819.591,1539.6752,
816.680,1530.6634,
813.770,1531.381,
810.859,1522.9477,
807.949,1502.0554,
805.038,1485.7445,
802.127,1542.5403,
799.217,1503.8969,
796.306,1493.4156,
793.396,1494.1498,
790.485,1491.5596,
787.574,1497.4391,
784.664,1485.9575,
781.753,1505.3465,
778.843,1511.4643,
775.932,1501.9368,
773.022,1495.5665,
770.111,1525.8169,
767.200,1492.0933,
764.290,1513.814,
761.379,1519.3632,
758.469,1488.3638,
755.558,1477.6837,
752.648,1437.7681,
749.737,1392.666,
746.826,1341.6382,
743.916,1253.1015,
741.005,1092.4815,
738.095,876.52224,
735.184,571.28666,
732.274,493.53243,
729.363,683.24824,
726.452,1045.6751,
723.542,1310.3467,
720.631,1382.2154,
717.721,1423.9345,
714.810,1449.4886,
711.899,1464.5087,
708.989,1475.8056,
706.078,1488.6958,
703.168,1496.1255,
700.257,1485.6727,
697.347,1469.0487,
694.436,1476.3949,
691.525,1458.7112,
688.615,1447.3281,
685.704,1426.039,
682.794,1420.9599,
679.883,1475.5414,
676.973,1445.8907,
674.062,1462.846,
671.151,1482.0116,
668.241,1479.8686,
665.330,1450.144,
662.420,1498.0679,
659.509,1500.2558,
656.598,1488.951,
653.688,1489.0767,
650.777,1518.7679,
647.867,1486.1185,
644.956,1493.1155,
642.046,1497.3144,
639.135,1488.3597,
636.224,1478.9267,
633.314,1489.2479,
630.403,1517.8883,
627.493,1512.0624,
624.582,1479.5253,
621.672,1504.8691,
618.761,1477.7572,
615.850,1494.7714,
612.940,1517.2411,
610.029,1519.612,
607.119,1518.0327,
604.208,1504.3847,
601.297,1512.8335,
598.387,1513.4033,
595.476,1480.8406,
592.566,1491.0725,
589.655,1494.1708,
586.745,1484.8937,
583.834,1468.1421,
580.923,1454.5954,
578.013,1408.2961,
575.102,1394.7278,
572.192,1423.8869,
569.281,1479.1404,
566.371,1486.184,
563.460,1522.8539,
560.549,1529.104,
557.639,1521.7549,
554.728,1529.3386,
551.818,1568.3544,
548.907,1570.7809,
545.996,1555.2113,
543.086,1550.296,
540.175,1612.5877,
537.265,1592.9738,
534.354,1595.4139,
531.444,1615.5134,
528.533,1635.9988,
525.622,1609.6166,
522.712,1589.9197,
519.801,1603.024,
516.891,1643.1006,
513.980,1664.0066,
511.070,1635.5881,
508.159,1652.9617,
505.248,1684.1225,
502.338,1680.1402,
499.427,1723.3627,
496.517,1718.471,
493.606,1704.1925,
490.695,1701.4099,
487.785,1705.2589,
484.874,1742.7098,
481.964,1748.7555,
479.053,1732.3683,
476.143,1746.9596,
473.232,1759.3855,
470.321,1736.6267,
467.411,1703.5696,
464.500,1690.4483,
461.590,1673.6021,
458.679,1721.153,
455.769,1741.1904,
452.858,1693.9429,
449.947,1713.8051,
447.037,1739.1116,
444.126,1742.5235,
441.216,1726.4625,
438.305,1735.6056,
435.395,1753.9216,
432.484,1747.0384,
429.573,1723.1,
426.663,1715.4986,
423.752,1663.266,
420.842,1646.8119,
417.931,1654.3059,
415.020,1655.8227,
412.110,1738.5473,
409.199,1769.853,
406.289,1759.8059,
403.378,1725.9928,
400.468,1760.7686,
397.557,1743.0826,
394.646,1697.2902,
391.736,1644.1949,
388.825,1560.4752,
385.915,1527.3599,
383.004,1519.875,
380.094,1525.2879,
377.183,1631.387,
374.272,1723.2947,
371.362,1797.3609,
368.451,1847.3705,
365.541,1822.6028,
362.630,1876.5077,
359.719,1915.9242,
356.809,1888.561,
353.898,1866.8459,
350.988,1853.8227,
348.077,1849.327,
345.167,1854.5022,
342.256,1886.6261,
339.345,1883.6521,
336.435,1870.9319,
333.524,1866.0159,
330.614,1870.4869,
327.703,1905.7597,
324.793,1926.5322,
321.882,1893.9165,
318.971,1911.0156,
316.061,1913.4568,
313.150,1909.644,
310.240,1908.9019,
307.329,1945.3215,
304.418,1936.1654,
301.508,1875.9734,
298.597,1756.0258,
295.687,1686.2778,
292.776,1688.7085,
289.866,1776.4025,
286.955,1987.678,
284.044,2162.0849,
281.134,2289.9393,
278.223,2379.9643,
275.313,2483.1241,
272.402,2551.9282,
269.492,2612.8075,
266.581,2672.9245,
263.670,2701.5965,
260.760,2742.2628,
257.849,2785.7329,
254.939,2825.3625,
252.028,2822.2558,
249.117,2804.4292,
246.207,2782.9809,
243.296,2775.6605,
240.386,2767.0391,
237.475,2724.4563,
234.565,2664.2554,
231.654,2673.02,
228.743,2658.1893,
225.833,2628.191,
222.922,2587.3314,
220.012,2575.6745,
217.101,2537.5249,
214.191,2499.4708,
211.280,2491.4687,
208.369,2450.5062,
205.459,2433.6698,
202.548,2438.8778,
199.638,2444.683,
196.727,2440.1128,
193.816,2415.1044,
190.906,2366.7988,
187.995,2364.6267,
185.085,2379.0064,
182.174,2399.9886,
179.264,2415.1666,
176.353,2386.1176,
173.442,2387.728,
170.532,2413.5664,
167.621,2350.8415,
164.711,2316.0057,
161.800,2271.6121,
158.890,2188.8434,
155.979,2062.9963,
153.068,1900.3228,
150.158,1702.9328,
147.247,1468.1624,
144.337,1227.3929,
141.426,978.65148,
138.516,719.85374,
135.605,504.49228,
132.694,343.55497,
129.784,226.87189,
126.873,139.62605,
123.963,97.404984,
121.052,70.376323,
118.141,48.959263,
115.231,38.927015,
112.320,32.75682,
109.410,29.875,
106.499,29.875,
103.589,20.910928,
100.678,13.603378,
97.767,12.892441,
94.857,13.567989,
91.946,13.471889,
89.036,12.987898,
86.125,13.697103,
83.215,20.776965,
80.304,22.086346,
77.393,7.9229476,
74.483,8.8404049,
71.572,10.599704,
68.662,12.013535,
65.751,13.426437,
62.840,12.911596,
59.930,10.37671,
57.019,4.7360545,
54.109,13.429574,
51.198,19.875,
48.288,19.8297,
45.377,14.202676,
42.466,13.111658,
39.556,13.378458,
36.645,4.2499857,
33.735,10.702224,
30.824,18.433226,
27.914,17.030876,
25.003,26.214562,
22.092,34.458236,
19.182,40.790315,
16.271,68.76992,
13.361,280.91045,
10.450,744.97197,
7.539,1837.8355,
4.629,2880.3564,
1.718,3414.9036,
-1.192,2841.1536,
-4.103,1739.0906,
-7.013,748.35497,
-9.924,0.875,
